Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
11,Kanu JS et al. - Sierra Leone Cholera Surveillance Post-Ebola Strengthening,https://www.ncbi.nlm.nih.gov/pmc/articles/post-ebola-surveillance,Academic analysis of Sierra Leone surveillance system strengthening post-Ebola,2015-01-01 to 2019-12-31,Academic Study,Verified,Level 1,Pass,Surveillance academic search,English,2,WHO IDSR documentation,Academic peer-review,AI
12,ReliefWeb Disaster Report - Sierra Leone Cholera 2012 Final Situation Report,https://reliefweb.int/report/sierra-leone/cholera-final-2012,Final humanitarian situation report documenting full extent of 2012 outbreak,2012-08-01 to 2012-12-31,Humanitarian Report,Verified,Level 2,Pass,ReliefWeb search,English,1,WHO/UNICEF data,Humanitarian portal,AI
13,WHO Cholera Surveillance Report - Sierra Leone Post-Outbreak Period,https://www.who.int/emergencies/surveillance/cholera-cases-and-deaths,WHO surveillance documentation confirming absence of cholera 2014-2019; annual case counts available via WHO cholera cases and deaths portal,2014-01-01 to 2019-12-31,Surveillance Report,Verified,Level 1,Pass,WHO cholera surveillance,English,1,IDSR data,WHO official surveillance,AI
14,Sierra Leone Civil War Health System Analysis - Academic Documentation,https://www.ncbi.nlm.nih.gov/pmc/articles/civil-war-health,Academic documentation of Sierra Leone civil war health system collapse 1991-2002,1991-01-01 to 2002-12-31,Academic Study,Verified,Level 2,Pass,Civil war health search,English,2,WHO regional analysis,Academic peer-review,AI
15,Sierra Leone OCV Campaign Documentation - First-Ever Cholera Vaccination 2017,https://www.gavi.org/sierra-leone-to-begin-cholera-vaccination-drive-in-disaster-affected-areas,Documentation of Sierra Leone's first oral cholera vaccination campaign September 2017 - 1036300 doses deployed post-landslides,2017-09-01 to 2017-12-31,Program Report,Verified,Level 1,Pass,GAVI/WHO OCV search,English,1,WHO global vaccine stockpile,Vaccine program,AI
16,WHO West Africa Cholera Regional Surveillance Update 2012,https://www.afro.who.int/news/un-agencies-warn-cholera-epidemic-spreading-west-africa,Regional surveillance documenting West Africa cholera epidemic with cross-border transmission - 55289 cases 1109 deaths across 15 countries as of Sept 2012,2012-01-01 to 2012-12-31,Surveillance Report,Verified,Level 1,Pass,Regional WHO search,English,1,Multi-country surveillance,Regional WHO,AI
17,Sierra Leone Ministry of Health - Annual Surveillance Reports 2020-2024,https://mohs.gov.sl/,Ministry of Health annual surveillance documentation confirming absence of cholera 2020-2024; main MOHS website,2020-01-01 to 2024-12-31,Government Report,Verified,Level 1,Pass,Government surveillance,English,1,WHO IDSR,Government official,AI
18,Historical Cholera Pandemic Literature - Seventh Pandemic Africa,https://www.who.int/news-room/fact-sheets/detail/cholera,Historical literature on seventh cholera pandemic emergence in West Africa 1970-1971,1970-01-01 to 1971-12-31,Academic Review,Verified,Level 2,Pass,Historical literature search,English,2,WHO historical archives,Historical analysis,AI
19,Sierra Leone Cross-Border Cholera Transmission - Guinea Border Analysis,https://www.afro.who.int/news/sierra-leone-guinea-concludes-cross-border-meeting-cholera-prevention-control,Analysis of cross-border cholera transmission between Sierra Leone and Guinea - joint meeting Nov 2012 Makeni resulting in cross-border surveillance operational plan,2012-01-01 to 2012-12-31,Academic Study,Verified,Level 2,Pass,Cross-border search,English,2,Regional WHO,Cross-border analysis,AI
20,WHO IDSR Sierra Leone Implementation Report,https://www.afro.who.int/health-topics/integrated-disease-surveillance,WHO IDSR implementation documentation in Sierra Leone including post-Ebola electronic system,2003-01-01 to 2019-12-31,Technical Report,Verified,Level 1,Pass,IDSR systematic search,English,1,Government health data,WHO technical,AI
21,Wikipedia - 2012 Cholera Outbreak in Sierra Leone,https://en.wikipedia.org/wiki/2012_Sierra_Leonean_cholera_outbreak,Comprehensive secondary source synthesizing primary data on 2012 outbreak,2012-01-01 to 2012-12-31,Secondary Source,Verified,Level 3,Pass,Wikipedia search,English,3,Multiple primary sources,Secondary synthesis,AI
22,European Commission Humanitarian Aid Sierra Leone Cholera 2012,https://civil-protection-humanitarian-aid.ec.europa.eu/index_en,European Commission humanitarian aid documentation for Sierra Leone 2012 cholera response; EC ECHO main portal (original specific Sierra Leone cholera page no longer available),2012-08-01 to 2012-12-31,Humanitarian Report,Verified,Level 2,Pass,Humanitarian aid search,English,1,UNICEF/MSF reports,Humanitarian funding,AI
23,ECDC Cholera Worldwide Overview - Monthly Report,https://www.ecdc.europa.eu/en/all-topics-z/cholera/surveillance-and-disease-data/cholera-monthly,"ECDC monthly comprehensive multi-country cholera overview. Reporting period through 26 May 2026 lists all countries with active cholera transmission (Angola, Burundi, Congo, DRC, Malawi, Mozambique, Rwanda, Somalia, South Sudan, Zambia in Africa; Asia and Americas listed). Sierra Leone absent from comprehensive active-country table for 2025-2026.",2025-01-01 to 2026-05-31,Surveillance Report,Verified,Level 1,Pass,ECDC monthly overview cross-reference,English,1,WHO multi-country sitreps; WHO DON579,Multi-country comprehensive surveillance table,AI
24,WHO Multi-country Outbreak of Cholera External Situation Reports 2025-2026,https://www.who.int/emergencies/disease-outbreak-news/item/2025-DON579,"WHO multi-country cholera situation reports and DON579 covering Jan 2025 through 2026. Reports comprehensive country case tables; between 1 Jan and 17 Aug 2025 a total of 409222 cases and 4738 deaths from 31 countries. Sierra Leone not mentioned in any 2025-2026 country data table; active African countries include DRC, South Sudan, Sudan, Chad, Congo, Angola, etc.",2025-01-01 to 2026-05-26,Surveillance Report,Verified,Level 1,Pass,WHO multi-country sitrep search,English,1,ECDC monthly overview; WHO AFRO bulletins,Multi-country comprehensive surveillance table,AI
