Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
25,JHU Cholera Database (UID: 21272),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21272.csv,JHU cholera database entry with 1 observations. Frequency: Other (121). Updated: 2024-02-09,2012-09-01 to 2012-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
26,JHU Cholera Database (UID: 3526),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection3526.csv,JHU cholera database entry with 4 observations. Frequency: Other (12). Updated: 2025-03-17,2014-04-01 to 2014-12-11,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
27,JHU Cholera Database (UID: 21275),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21275.csv,JHU cholera database entry with 2 observations. Frequency: Monthly. Updated: 2024-02-09,2012-05-01 to 2012-05-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
28,JHU Cholera Database (UID: 21229),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21229.csv,JHU cholera database entry with 2 observations. Frequency: Monthly. Updated: 2024-02-09,2016-12-01 to 2016-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
29,JHU Cholera Database (UID: 21477),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21477.csv,JHU cholera database entry with 5 observations. Frequency: Monthly. Updated: 2024-09-22,2023-01-01 to 2023-03-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
30,JHU Cholera Database (UID: 3515),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection3515.csv,JHU cholera database entry with 1 observations. Frequency: Monthly. Updated: 2025-03-17,2007-11-01 to 2007-11-30,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
31,JHU Cholera Database (UID: 21267),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21267.csv,JHU cholera database entry with 34 observations. Frequency: Daily. Updated: 2024-02-09,2012-10-02 to 2012-11-13,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
32,JHU Cholera Database (UID: 21273),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21273.csv,JHU cholera database entry with 1 observations. Frequency: Daily. Updated: 2025-03-17,2011-09-17 to 2011-09-17,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
33,WHO Annual Cholera Report (UID: 387),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection387.csv,JHU cholera database entry with 40 observations. Frequency: Annual. Updated: 2024-09-26 Source tags: WHOannual,1970-01-01 to 2023-12-31,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
34,JHU Cholera Database (UID: 21512),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Somalia/ObservationCollection21512.csv,JHU cholera database entry with 1 observations. Frequency: Annual. Updated: 2025-04-27,2024-01-01 to 2024-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
