Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
26,"WHO Global Health Observatory cholera API - reported cases and deaths, Benin (CHOLERA_0000000001/2)",https://ghoapi.azureedge.net/api/CHOLERA_0000000001?$filter=SpatialDim%20eq%20'BEN',"WHO's machine-readable rendering of the same annual cholera notifications that the WER annual articles tabulate. Benin series (39 country-years, 1970-2016): 1970:175, 1971:2133, 1972:250, 1973:3, 1974:73, 1975:45, 1976:146, 1977:2, 1978:27, 1980:3, 1981:2, 1982:3, 1983:1, 1984:1, 1986:243, 1991:7474, 1992:413, 1993:10, 1994:187, 1995:203, 1996:6190, 1997:796, 1998:206, 1999:855, 2000:468, 2001:3943, 2002:270, 2003:434, 2004:642, 2005:749, 2006:91, 2008:985, 2009:74, 2010:983, 2011:755, 2012:625, 2013:528, 2014:832, 2016:761. NO RECORD EXISTS for 1979, 1985, 1987, 1988, 1989, 1990, 2007 - exactly the effective-gap years. USED AS AN INDEPENDENT CHECK ON WER OCR LOSS: the IRIS text layer of the scanned 1986 WER article drops Benin's row from Table 2 even though GHO records Benin with 243 cases for 1986, proving the 1980s OCR is lossy. GHO does NOT drop rows: its African country counts track the WER narrative counts closely (1988: 12 vs 12 stated; 1990: 12 vs 10+Morocco+Zaire; 1991: 21 vs 21 stated; 1987: 16 vs 17; 1989: 15 vs 16; 1985: 21 vs 19). Because GHO has Benin for the bracketing years 1986 and 1991 but not for 1987-1990, Benin's absence in those years is a property of the data, not of the OCR.",1970-01-01 to 2016-12-31,WHO machine-readable annual surveillance series,Active,Level 1,Pending,Direct GHO OData API query while cross-checking the WER annual cholera tables,English,0,"WER annual cholera articles 1979, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 2007",Direct GHO OData API query while cross-checking the WER annual cholera tables,AI
27,WHO Weekly Epidemiological Record - Cholera in 1991 (WER 1992;67(34)),https://iris.who.int/handle/10665/228456,"WER annual global cholera review for 1991, the year Benin's cholera returned after the 1987-1990 absence. States: 'a major epidemic wave swept Africa, affecting 21 countries: 153 367 cases and 13 998 deaths were reported. This was more than in any other year since the beginning of the pandemic in Africa in 1970' and 'In West Africa, transmission covered the coastal countries from Liberia to Cameroon, and took in Burkina Faso, Niger and Chad in the Sahel. As can be seen from Map 3, the most intense transmission was in Chad and Benin.' Benin's 1991 total (7474 cases, 259 deaths) is already in the JHU/WHO baseline, so no row was extracted; the article is registered because it establishes that 1991 was a RE-ENTRY event for Benin, corroborating the 1987-1990 absence rows.",1991-01-01 to 1991-12-31,WHO annual cholera surveillance article,Active,Level 1,Pending,IRIS handle scan of WER 1992 vol 67 for the annual cholera article,English/French,0,WER Cholera in 1990; WHO GHO Benin 1991 = 7474,IRIS handle scan of WER 1992 vol 67 for the annual cholera article,AI
28,WHO Weekly Epidemiological Record - Cholera in 1986 (WER 1987;62(20)),https://iris.who.int/handle/10665/226262,"WER annual global cholera review for 1986. REGISTERED AS AN OCR CONTROL, NOT AS A DATA SOURCE. Benin reported 243 cases in 1986 (WHO GHO, and the JHU/WHO baseline), but the IRIS auto-OCR text layer of this scanned article omits Benin from the Table 2 Africa list, which renders only 15 of the 17 African reporting countries the following year's article says there were. This demonstrates that the 1980s WER text layer drops table rows, and is why the 1985 and 1987-1990 absence rows in this dataset are anchored on the WHO GHO machine-readable series (metadata Index 26) rather than on the OCR alone. Also notes the standing caveat of the period: 'reports from other sources have indicated the presence of cholera in several countries that have failed to notify the disease in accordance with the International Health Regulations.'",1986-01-01 to 1986-12-31,WHO annual cholera surveillance article,Active,Level 1,Pending,IRIS handle scan of WER 1987 vol 62 while testing the reliability of the WER OCR text layer,English/French,0,"WHO GHO Benin 1986 = 243 cases, 13 deaths",IRIS handle scan of WER 1987 vol 62 while testing the reliability of the WER OCR text layer,AI
29,"WHO Disease Outbreak News - Cholera in West Africa, update (23 September 2005)",https://www.who.int/emergencies/disease-outbreak-news/item/2005_09_23-en,"WHO multi-country West Africa cholera update with a per-country breakdown. Benin paragraph, verbatim: 'Benin: The outbreak which started in Cotonou in early June has now spread to Oueme region. A total of 210 cases including 4 deaths has been reported between 6 June and 4 September. Information is being provided to the community and water points are being chlorinated.' Also covers Burkina Faso, Guinea, Guinea-Bissau, Mali, Mauritania, Niger and Senegal for the same period, so it is a useful cross-border anchor for 2005.",2005-06-06 to 2005-09-04,WHO Disease Outbreak News,Active,Level 1,Pending,WebSearch: WHO Disease Outbreak News cholera Benin 2005 Cotonou 210 cases Oueme,English,0,"WHO/JHU Benin 2005 annual = 749 cases, 11 deaths",WebSearch: WHO Disease Outbreak News cholera Benin 2005 Cotonou 210 cases Oueme,AI
30,"Cholera Recurrence within Benin Littoral County: Analysis of Epidemics from 2008, 2016 to 2023 (Open J Epidemiol 2024)",https://doi.org/10.4236/ojepi.2024.142025,"Retrospective analysis of cholera epidemics in Benin's Littoral county (Cotonou) covering 2008 and 2016-2023, from the county health office's own cholera databases. FULL TEXT RETRIEVED BY AGENT 3 on 2026-09-20 after Agent 2 recorded it as unreachable (HTTP 403 on the article page, the DOI redirect and the PaperDownload endpoint): the working route is the direct PDF at https://www.scirp.org/pdf/ojepi2024142_121890750.pdf, obtained from the OpenAlex primary_location.pdf_url field, fetched with a browser User-Agent and a Referer of https://www.scirp.org/journal/ojepi. Its Table 4 'Cholera cases in Cotonou from 2017 to 2023' gives a complete 6 health-zone x 7-year matrix (Cotonou I-VI), internally consistent in both directions, and its annual Littoral totals of 7, 3, 31, 52, 39, 4 and 1 match Benin's own Annuaire des statistiques sanitaires EXACTLY for 2017 (7), 2018 (3), 2019 (31) and 2020 (52), differing only for 2021 (39 against the Annuaire's 28). Its Table 3 gives the 2016 Cotonou outbreak by department of origin (n=519). Reliability retained at Level 3 because the publisher is SciRP and the authors themselves warn 'This secondary data analysis is prone to error, especially in terms of data completeness' - but the four exact matches against government figures are grounds for Agent 5 or 7 to consider upgrading it.",2008-01-01 to 2023-12-31,Peer-reviewed retrospective analysis,Active - full text retrieved 2026-09-20,Level 3,Pending,WebSearch: PubMed 21695873 Benin Littoral 2008 cholera epidemiologic medico-clinical aspects,English,0,"AI rows 5, 7, 14; IFRC MDRBJ015 final report; Med Trop 2011 (PMID 21695873)",WebSearch: PubMed 21695873 Benin Littoral 2008 cholera epidemiologic medico-clinical aspects,AI
31,"IRIN/OCHA - Benin: Water recedes, health concerns mount (26 October 2010, Internet Archive)",https://web.archive.org/web/20191111205141/http://www.thenewhumanitarian.org/report/90886/benin-water-recedes-health-concerns-mount,"IRIN News report datelined Dakar, 26 October 2010, on the October 2010 Benin floods ('the worst flooding in nearly half a century', two-thirds of the country under water, 680 000 people affected, 92 health centres flooded). States verbatim: 'Cholera had already hit the country prior to the flooding; the economic capital Cotonou has some 500 of the 846 reported cases, with seven deaths.' Quotes Leon Kohossi of WHO Benin and Loetitia Raymond of CARE Benin. NOTE ON PROVENANCE: search engines surface this text without its date and it was initially mis-read in this run as 2007 evidence, which would have contradicted the 2007 absence row. The date was fixed at source by retrieving the archived article, which carries the dateline '26 October 2010'; the surrounding detail (worst flooding since 1963, 55 of 77 communes, Al Jazeera 'Benin battles cholera after floods' of 30 October 2010) confirms 2010. IRIN was part of UN OCHA at the time of writing. Live URL is behind a Cloudflare challenge; use the archive snapshot.",2010-01-01 to 2010-10-26,"UN humanitarian news service report (IRIN, then part of UN OCHA)",Active,Level 3,Pending,"WebSearch: Benin 2007 floods OCHA cholera outbreak risk waterborne disease report, then Internet Archive retrieval to establish the date",English,0,"WHO/JHU Benin 2010 annual = 983 cases, 8 deaths; Al Jazeera 30 Oct 2010","WebSearch: Benin 2007 floods OCHA cholera outbreak risk waterborne disease report, then Internet Archive retrieval to establish the date",AI
32,"IRIN/OCHA - Benin: Cholera outbreak in north following heavy rain (13 November 2003, Internet Archive)",https://web.archive.org/web/2020/https://www.thenewhumanitarian.org/news/2003/11/13/cholera-outbreak-north-following-heavy-rain,"IRIN News, Cotonou dateline, 13 November 2003. Verbatim: 'A cholera outbreak near the town of Parakou in central Benin has affected at least 49 people since the end of September, officials at Parakou hospital said on Thursday. The officials said no-one had so far died from the outbreak. Health Minister Celine Seignon has blamed it on two months of heavy rain which caused extensive flooding... The officials in Parakou, 415 km north of the capital Cotonou, said the first case of cholera was recorded on 26 September. By 10 November a total of 49 cases of the disease had been reported in Borgou district of which Parakou is the capital.' Also quotes Abdoulaye Soulaye, director of government health services in Parakou, on the opening of a free cholera treatment centre. Retrieved from the Internet Archive; the live New Humanitarian site returns 403 to automated fetching. NOTE: thenewhumanitarian.org/node/215121 resolves to this same article. A search-engine summary attributed '912 people infected and two deaths since the first cases were identified in August, majority in Cotonou, also Malanville, Karimama, Djougou and Bassila' to this article - that text is NOT in it and could not be located in any retrievable source; it was not used.",2003-09-26 to 2003-11-10,"UN humanitarian news service report (IRIN, then part of UN OCHA)",Active,Level 3,Pending,WebSearch: Benin cholera 2003 outbreak north heavy rain IRIN cases deaths departments,English,0,"AI row 13 (WHO 2003 national: 265 cases, 3 deaths, 1 Jan - 15 Nov 2003); WHO/JHU 2003 annual 434 cases 11 deaths",WebSearch: Benin cholera 2003 outbreak north heavy rain IRIN cases deaths departments,AI
33,"IRIN/OCHA - West Africa: End of rainy season won't bring an end to cholera (31 October 2008, Internet Archive)",https://web.archive.org/web/2020/https://www.thenewhumanitarian.org/node/243772,"IRIN News, Dakar dateline, 31 October 2008. Benin section verbatim: 'UNICEF data from 26 October shows a total of 912 people infected and two deaths in Benin since the first cases were identified in August. The majority of cases are concentrated in the commercial capital Cotonou, but the northern provinces of Malanville, Karimana, Djougou and Bassila are also affected.' Also quotes Hubert Chabi, executive secretary of the Benin Red Cross: 'The situation in Cotonou is much better now... we now have only 89 cases of cholera in treatment and no new cas[es]'. The article also covers Guinea-Bissau (12 785 cases, 213 deaths) and Niger. Retrieved from the Internet Archive; the live site returns 403. DATING NOTE: a search-engine summary attached this Benin passage to the October 2010 floods; the archived article header reads '31 October 2008' and the surrounding regional detail (Guinea-Bissau's 2008 epidemic) confirms 2008.",2008-08-01 to 2008-10-26,UN humanitarian news service report citing UNICEF data,Active,Level 3,Pending,WebSearch: thenewhumanitarian.org Benin cholera 2008 node 243772 cases deaths report,English,0,"WHO/JHU Benin 2008 annual = 985 cases, 5 deaths; AI row 14 (Littoral 2008, 502 cases)",WebSearch: thenewhumanitarian.org Benin cholera 2008 node 243772 cases deaths report,AI
34,"IRIN/OCHA - West Africa: Cholera update (16 August 2001, Internet Archive)",https://web.archive.org/web/2020/https://www.thenewhumanitarian.org/node/194066,"IRIN News, Abidjan dateline, 16 August 2001, reporting figures supplied to IRIN by the WHO Regional Office for Africa in Harare. Verbatim: 'Some 6,000 cases of cholera, 272 of them fatal, have been reported in five West African countries since the start of this year... Ghana recorded 59 deaths for 2012 cases, while in Chad, 83 of the 1,960 people infected with the water-borne disease died. Togo reported 72 deaths for 1,130 cases, Benin registered 641 cases and 41 deaths, and 257 cases were recorded in Cote d'Ivoire, where 17 persons have died from the disease.' Useful as a simultaneous cross-border snapshot for Benin, Togo, Ghana, Chad and Cote d'Ivoire at the same cut-off. Retrieved from the Internet Archive; live site 403.",2001-01-01 to 2001-08-16,UN humanitarian news service report citing WHO AFRO data,Active,Level 3,Pending,WebSearch: IRIN Benin cholera BENIN Cholera kills at least five with scores infected date cases,English,0,"WHO/JHU Benin 2001 annual = 3943 cases, 71 deaths",WebSearch: IRIN Benin cholera BENIN Cholera kills at least five with scores infected date cases,AI
35,"IRIN/OCHA - BENIN: Cholera kills at least five, with scores infected (2 February 2010, ReliefWeb/Internet Archive)",https://web.archive.org/web/2020/https://reliefweb.int/report/benin/benin-cholera-kills-least-five-scores-infected,"IRIN News, Cotonou dateline, 2 February 2010. Verbatim: 'In Benin cholera has killed five people in the past two weeks in a rare dry-season outbreak. Health officials detected the first cases of the diarrhoeal disease on 13 January in the town of Bonou - 90km east of the economic capital Cotonou - where 66 cases and four deaths were recorded up to 29 January, according to the Health Ministry's director of sanitation Laurent Assogba. Three cases, one resulting in death, have also been recorded in Cotonou, he said.' Quotes Aristide Roch Sossou of WHO-Benin and Claire-Lise Chaignat of WHO Geneva on dry-season transmission. CONFLICT FLAGGED FOR AGENT 5, NOT EXTRACTED: the same article states 'In 2009 during the rainy season at least 70 people died of cholera in Benin, according to the Health Ministry.' WHO/JHU records Benin 2009 as 74 CASES and 1 DEATH. The near-identity of 70 and 74 suggests the article conflated cases with deaths, but the discrepancy is large enough (70 deaths vs 1) that it should be adjudicated rather than silently adopted or discarded.",2010-01-13 to 2010-02-02,UN humanitarian news service report citing Benin Ministry of Health,Active,Level 3,Pending,WebSearch: IRIN Benin Bonou cholera dry season January 2010 66 cases four deaths Cotonou,English,0,"WHO/JHU Benin 2010 annual = 983 cases, 8 deaths; AI rows 31, 32 (Oct 2010)",WebSearch: IRIN Benin Bonou cholera dry season January 2010 66 cases four deaths Cotonou,AI
36,"IRIN/OCHA - West Africa: Cholera kills over 100 in four countries (18 September 2001, Internet Archive)",https://web.archive.org/web/2020/https://www.thenewhumanitarian.org/node/195955,"IRIN News, Abidjan dateline, 18 September 2001. Carries a FULL DEPARTMENTAL BREAKDOWN of Benin's 2001 epidemic attributed directly to the Benin Health Ministry's epidemiological service, verbatim: 'In Benin, which borders on Niger and Burkina Faso, 57 people died from cholera between January and 9 September, according to the Health Ministry's epidemiological service, which said there were 2,176 cases. The worst affected departments are Borgou and Alibori in the northeast, which together had 1,863 cases and 50 deaths. Other affected departments are Zou and Collines in the centre, where 203 cases and four deaths were registered, along with Atlantique and Littoral in the south with 110 cases and three deaths. No cases have been registered in the departments of Atacora and Donga in the northwest, Mono and Couffo in the southwest, and Oueme/Plateau in the southeast thanks to concerted actions by the health sector, sources said.' The breakdown is internally exact: 1863+203+110 = 2176 cases and 50+4+3 = 57 deaths. Rated Level 2 rather than Level 3 because the figures are attributed to the national epidemiological service and reconcile arithmetically. Same-date regional context: Burkina Faso 55 cases/3 deaths (14 Jul-4 Sep, Tenkodogo), Cote d'Ivoire 897/47 (Abidjan, to 12 Aug), Niger 13/3 (27 Aug-2 Sep, Tillaberi). Retrieved from the Internet Archive; live site 403.",2001-01-01 to 2001-09-09,UN humanitarian news service report citing the Benin Health Ministry epidemiological service,Active,Level 2,Pending,"WebSearch: Benin cholera 2,176 cases 57 deaths Borgou Alibori 1863 cases 50 deaths, then Internet Archive retrieval to establish the dateline",English,0,"WHO/JHU Benin 2001 annual = 3943 cases, 71 deaths; AI row 35 (WHO AFRO: 641 cases, 41 deaths to 16 Aug 2001)","WebSearch: Benin cholera 2,176 cases 57 deaths Borgou Alibori 1863 cases 50 deaths, then Internet Archive retrieval to establish the dateline",AI
37,"IRIN/OCHA - BENIN: Recurrent cholera still not a priority (13 August 2008, Internet Archive)",https://web.archive.org/web/2020/https://www.thenewhumanitarian.org/node/242707,"IRIN News, Cotonou dateline, 13 August 2008. Verbatim: 'At least 50 cholera cases have been recorded in Benin's capital Cotonou since 24 July, according to local hospital officials. These cases have been reported in the capital's eastern districts of Enagnon, Dedokpo, and Segbeya, neighbourhoods that lack clean drinking water, waste disposal services, and indoor plumbing. The government has set up a treatment centre next to Ayelawadje health centre in eastern Cotonou.' Quotes Dr Paul Yada of WHO AFRO. DATING TRAP: the article carries a stock photograph captioned '[Date picture taken: 12/20/2005]', and search-engine summaries attach that caption date to the article, presenting this as a December 2005 report. The article header reads 13 August 2008, and the content (24 July start, Enagnon district) matches the documented 2008 Cotonou outbreak whose onset the Med Trop study places at 26 July 2008. Retrieved from the Internet Archive; live site 403.",2008-07-24 to 2008-08-13,UN humanitarian news service report citing local hospital officials,Active,Level 3,Pending,WebSearch: IRIN Benin cholera 2005 2006 report cases deaths Cotonou reliefweb news,English,0,"AI rows 14 (Littoral 2008, 502 cases) and 34 (national 912 cases to 26 Oct 2008); Med Trop 2011 PMID 21695873",WebSearch: IRIN Benin cholera 2005 2006 report cases deaths Cotonou reliefweb news,AI
38,"WHO Weekly Epidemiological Record - Cholera in Africa (WER 1991;66(42), 18 October 1991)",https://iris.who.int/handle/10665/228168,"WHO review of cholera in Africa 1970-1991 (data as at 19 September 1991), published at the height of the 1991 African epidemic wave. CONTAINS THE DECISIVE STATEMENT FOR BENIN'S 1987-1990 ABSENCE, verbatim: 'Countries which had not reported cholera for several years (Benin, Burkina Faso, Chad, Togo) have reported cases in 1991 (Map 2).' French: 'Des pays ont notifie des cas en 1991 (Carte 2), qui ne rapportaient plus de cholera depuis plusieurs annees (Benin, Burkina Faso, Tchad, Togo).' This is WHO NAMING Benin as a country that had not reported cholera for several years before 1991 - a positive statement of prior absence, not an inference from table omission. It matches the WER annual tables and the WHO GHO series exactly: Benin's last notification before 1991 was 243 cases in 1986, i.e. four consecutive silent years 1987-1990. The article also recaps the 1970-71 introduction: 'From Conakry, the disease first surged out eastwards along the coast, reaching Sierra Leone, Liberia, Cote d'Ivoire, Ghana, Togo, Dahomey (now Benin), Nigeria and southern Cameroon successively between September 1970 and February 1971.'",1970-01-01 to 1991-09-19,WHO regional epidemiological review,Active,Level 1,Pending,"IRIS handle scan of WER 1991 vol 66 for all items whose title contains 'chol', then full-text search of each for Benin",English/French,0,WER Cholera in 1987/1988/1989/1990; WHO GHO Benin series; AI rows 21-24,"IRIS handle scan of WER 1991 vol 66 for all items whose title contains 'chol', then full-text search of each for Benin",AI
39,"WHO Cholera Data (country-level cumulative, epi weeks 2025-12-29 to 2026-08-17) via HDX/WHO ArcGIS",https://who.maps.arcgis.com/sharing/rest/content/items/3aa7bfec5da047a7ba7d4f9bcebd0061/data,"The machine-readable country file behind the WHO Global Cholera and AWD Dashboard, published through the Humanitarian Data Exchange (dataset world-health-organization-who-cholera-data). Columns: adm0_name, who_region, iso_3_code, first_epiwk, last_epiwk, case_total, death_total. The file retrieved on 2026-09-19 covers the 2026 reporting year (epidemiological weeks from 2025-12-29 to 2026-08-17) and contains exactly 28 countries: Afghanistan, Angola, Bangladesh, Burundi, Cameroon, Central African Republic, Chad, Congo, DRC, Ethiopia, Haiti, India, Kenya, Malawi, Mozambique, Myanmar, Namibia, Nigeria, Pakistan, Rwanda, Somalia, South Africa, South Sudan, Sudan, United Republic of Tanzania, Yemen, Zambia, Zimbabwe. BENIN IS NOT IN THE FILE - no row, no ISO code BEN. This is the strongest available 2026 evidence for Benin, because it is WHO's own country list rather than a narrative report, but it is still a list of countries WITH cases, so Benin's absence remains an inference rather than a stated zero. NOTE FOR LATER AGENTS: the ReliefWeb API is dead (v1 decommissioned, v2 403) but the HDX CKAN API at data.humdata.org/api/3/action/package_show?id=<slug> works without authentication and is the reliable route to this file.",2025-12-29 to 2026-08-17,WHO machine-readable country-level surveillance dataset,Active,Level 1,Pending,"HDX package_show API for dataset world-health-organization-who-cholera-data, then direct download of the WHO ArcGIS resource",English,0,"WHO epi updates #33, #35, #38; WER 2026;101(35); ECDC cholera worldwide overview","HDX package_show API for dataset world-health-organization-who-cholera-data, then direct download of the WHO ArcGIS resource",AI
40,"UNICEF Benin - Update Cholera, 22 Septembre 2016 (situation report)",https://reliefweb.int/report/benin/benin-update-chol-ra-22-septembre-2016,"UNICEF Benin cholera situation report giving the full commune-by-commune case, death and laboratory-confirmation breakdown for 9 August - 22 September 2016 (508 cases, 10 deaths, 13 communes, 6 departments)",2016-08-09 to 2016-09-22,Situation report (commune-level breakdown),Active,Level 2,Pending,WebSearch: Benin cholera 2016 repartition par commune cas Cotonou Savalou Abomey-Calavi So-Ava Dassa-Zoume tableau epidemie,French,0,IFRC MDRBJ015 final report (metadata 2); JHU UID 3541,WebSearch: Benin cholera 2016 repartition par commune cas Cotonou Savalou Abomey-Calavi So-Ava Dassa-Zoume tableau epidemie,AI
41,UNICEF WCARO - Cholera outbreaks in West and Central Africa: 2016 Regional Update Week 12,https://reliefweb.int/report/democratic-republic-congo/cholera-outbreaks-west-and-central-africa-2016-regional-update-1,"UNICEF West and Central Africa bi-weekly regional cholera update, epi week 12 of 2016. Names the Benin communes in the January-March 2016 wave (Agueges, So-Ava, Ze) with case counts.",2016-01-11 to 2016-03-27,Regional situation report (commune-level),Active,Level 2,Pending,ReliefWeb site search: cholera outbreaks West and Central Africa 2016 regional update (WebSearch budget exhausted; ReliefWeb HTML search used instead),French/English,0,UNICEF Benin sitrep 22 Sep 2016 (metadata 40); IFRC MDRBJ015 (metadata 2),ReliefWeb site search: cholera outbreaks West and Central Africa 2016 regional update (WebSearch budget exhausted; ReliefWeb HTML search used instead),AI
42,UNICEF WCARO - Cholera outbreaks in West and Central Africa: 2016 Regional Update Week 14,https://reliefweb.int/report/democratic-republic-congo/cholera-outbreaks-west-and-central-africa-2016-regional-update-2,"UNICEF West and Central Africa regional cholera update, epi week 14 of 2016. Weekly So-Ava case counts for weeks 13 and 14; Agueges transmission stopped.",2016-03-28 to 2016-04-10,Regional situation report (commune-level),Active,Level 2,Pending,ReliefWeb site search: cholera outbreaks West and Central Africa 2016 regional update (WebSearch budget exhausted; ReliefWeb HTML search used instead),French/English,0,UNICEF Benin sitrep 22 Sep 2016 (metadata 40); IFRC MDRBJ015 (metadata 2),ReliefWeb site search: cholera outbreaks West and Central Africa 2016 regional update (WebSearch budget exhausted; ReliefWeb HTML search used instead),AI
43,UNICEF WCARO - Cholera outbreaks in West and Central Africa: 2016 Regional Update Week 16,https://reliefweb.int/report/democratic-republic-congo/cholera-outbreaks-west-and-central-africa-2016-regional-update-3,"UNICEF West and Central Africa regional cholera update covering epi week 17 of 2016; So-Ava commune, health areas Ahomey Lokpo and Kinto Ague.",2016-04-25 to 2016-05-01,Regional situation report (commune-level),Active,Level 2,Pending,ReliefWeb site search: cholera outbreaks West and Central Africa 2016 regional update (WebSearch budget exhausted; ReliefWeb HTML search used instead),French/English,0,UNICEF Benin sitrep 22 Sep 2016 (metadata 40); IFRC MDRBJ015 (metadata 2),ReliefWeb site search: cholera outbreaks West and Central Africa 2016 regional update (WebSearch budget exhausted; ReliefWeb HTML search used instead),AI
44,UNICEF WCARO - Cholera outbreaks in West and Central Africa: 2016 Regional Update Week 20,https://reliefweb.int/report/democratic-republic-congo/cholera-outbreaks-west-and-central-africa-2016-regional-update-5,"UNICEF West and Central Africa regional cholera update, epi week 20 of 2016. First report of Adjohoun commune (Oueme) transmission.",2016-05-16 to 2016-05-22,Regional situation report (commune-level),Active,Level 2,Pending,ReliefWeb site search: cholera outbreaks West and Central Africa 2016 regional update (WebSearch budget exhausted; ReliefWeb HTML search used instead),French/English,0,UNICEF Benin sitrep 22 Sep 2016 (metadata 40); IFRC MDRBJ015 (metadata 2),ReliefWeb site search: cholera outbreaks West and Central Africa 2016 regional update (WebSearch budget exhausted; ReliefWeb HTML search used instead),AI
45,UNICEF WCARO - Cholera outbreaks in Central and West Africa: 2016 Regional Update Week 34,https://reliefweb.int/report/democratic-republic-congo/cholera-outbreaks-central-and-west-africa-2016-regional-update-1,UNICEF regional cholera update giving the Benin cumulative total and the Cotonou commune total for 9 August - 13 September 2016.,2016-08-09 to 2016-09-13,Regional situation report (commune-level),Active,Level 2,Pending,ReliefWeb site search: cholera outbreaks West and Central Africa 2016 regional update (WebSearch budget exhausted; ReliefWeb HTML search used instead),French/English,0,UNICEF Benin sitrep 22 Sep 2016 (metadata 40); IFRC MDRBJ015 (metadata 2),ReliefWeb site search: cholera outbreaks West and Central Africa 2016 regional update (WebSearch budget exhausted; ReliefWeb HTML search used instead),AI
46,"WHO AFRO Weekly Bulletin on Outbreak and other Emergencies, Week 42: 11-17 October 2021 (OEW42-1117102021)",https://iris.who.int/server/api/core/bitstreams/e17c3a8b-01bd-43b4-b33f-b87652dbba46/content,"WHO Regional Office for Africa weekly bulletin, ongoing-events section on cholera in Benin as of epi week 40 (10 October 2021). Gives the department split of the August-October 2021 wave (Atlantic 104, Littoral 17 of 127) and the health zone of every laboratory-confirmed case. PDF retrieved via the IRIS DSpace REST API (item f3d62e01-a423-4db5-90bb-4e8aec2ba516); the IRIS landing page is JavaScript-rendered and returns no content to a plain fetch.",2021-03-22 to 2021-10-10,WHO regional surveillance bulletin (department-level),Active,Level 1,Pending,"IRIS DSpace discovery API query: ""Week 42"" outbreak emergencies 2021 (WebSearch budget exhausted)",English,0,medecinedesvoyages/MesVaccins French summary 20 Oct 2021; WHO DON Cholera-Benin 25 Jan 2022 (metadata 1),"IRIS DSpace discovery API query: ""Week 42"" outbreak emergencies 2021 (WebSearch budget exhausted)",AI
47,"Makoutode M et al. - Evaluation de la qualite de la riposte a l'epidemie de cholera de 2008 a Cotonou (Benin), Sante Publique 2010;22(4):425-435",https://pubmed.ncbi.nlm.nih.gov/20858341/,Peer-reviewed retrospective evaluation of the 2008 Cotonou cholera response. Gives the Cotonou commune case count and death count for 28 July - 16 October 2008.,2008-07-28 to 2008-10-16,Peer-reviewed epidemiological study (commune-level),Active,Level 1,Pending,PubMed E-utilities esearch: cholera AND Benin[Title/Abstract] (WebSearch budget exhausted),French,0,Gbary 2011 Med Trop PMID 21695873 (metadata 5); Gbary 2011 Sante Publique PMID 22177702,PubMed E-utilities esearch: cholera AND Benin[Title/Abstract] (WebSearch budget exhausted),AI
48,"Gbary AR et al. - Les determinants de la faible letalite de l'epidemie de cholera dans le departement du Littoral au Benin en 2008, Sante Publique 2011;23(5):345-358",https://pubmed.ncbi.nlm.nih.gov/22177702/,"Peer-reviewed study of the 2008 Littoral department cholera epidemic. States 502 cases July-December 2008 in Littoral with a case fatality rate of 0.39%, which fixes the death count Agent 1 left open on AI row 14.",2008-07-01 to 2008-12-31,Peer-reviewed epidemiological study (department-level),Active,Level 1,Pending,PubMed E-utilities esearch: cholera AND Benin[Title/Abstract],French,0,Gbary 2011 Med Trop PMID 21695873 (metadata 5); Makoutode 2010 PMID 20858341,PubMed E-utilities esearch: cholera AND Benin[Title/Abstract],AI
49,UNICEF WCARO Regional Cholera Platform - weekly cases by country 2016 (HDX dataset wca_Cases2016_RegCholeraPlatformWCA.xlsx),https://data.humdata.org/dataset/98b115f6-414f-443d-99c8-72b7c487a0ac/resource/f963a82f-8c60-460e-9eec-98eaee813cd7/download/wca_cases2016_regcholeraplatformwca.xlsx,"UNICEF West and Central Africa Regional Cholera Platform weekly national case series for 2016. Benin row: W1-W24 = 0,1,0,0,2,1,13,17,2,22,15,6,3,4,4,6,15,1,0,33,26,16,8,1 then zero to W52. Used here only as the corroborating national denominator for the commune rows of the January-May 2016 wave, not as a source of rows (it is national).",2016-01-04 to 2016-12-31,Weekly national surveillance series (XLSX),Active,Level 2,Pending,HDX CKAN package_search API: q=cholera benin (WebSearch budget exhausted),English,0,UNICEF WCARO regional updates weeks 12/14/16/20 (metadata 41-44),HDX CKAN package_search API: q=cholera benin (WebSearch budget exhausted),AI
50,"Rapport de la reunion transfrontaliere de lutte contre le cholera entre le Togo et le Benin, Tsevie 22-23 juillet 2014 (UNICEF WCARO / Plateforme Cholera)",https://web.archive.org/web/20201024145050if_/http://www.plateformecholera.info/attachments/article/729/Rapport_Reunion%20transfrontaliere_Togo_Benin_Juillet%202014_VF.pdf,"Official Togo-Benin cross-border cholera coordination meeting report, 13 pages. Delineates Benin's two 2014 epidemic episodes with dates and counts, gives the 2013 epidemic start date and total, and documents the Come health zone (Mono, Benin) / Lacs district (Togo) transmission corridor. Recovered from the Internet Archive; the host site plateformecholera.info is a dead domain.",2013-08-26 to 2014-07-20,Cross-border coordination meeting report,Active,Level 2,Pending,"Internet Archive CDX index of plateformecholera.info (dead UNICEF platform), filtered for Benin documents",French,0,"LINFO/AFP 14 July 2014 (metadata 16, AI row 26); UNICEF WCARO regional updates","Internet Archive CDX index of plateformecholera.info (dead UNICEF platform), filtered for Benin documents",AI
