Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
11,WHO Disease Outbreak News Cholera South Africa 2001 Update 17,https://www.who.int/emergencies/disease-outbreak-news/item/2001_03_05-en,WHO Disease Outbreak News update 17 on South Africa KwaZulu-Natal cholera with 62607 cases as of March 3 2001,2000-08-01 to 2001-03-03,WHO Disease Outbreak News,Active,Level 1,Validated,WebSearch+WebFetch,English,1,WHO DON ZAF 2000-2001,Direct Discovery,AI
12,PMC Cholera KwaZulu-Natal 2001 BMJ,https://pmc.ncbi.nlm.nih.gov/articles/PMC1119381/,BMJ article Cholera sweeps through South African province reporting on KwaZulu-Natal outbreak with early case data and context,2000-08-01 to 2001-01-13,Academic/Peer-reviewed,Active,Level 1,Validated,WebFetch,English,2,WHO DON ZAF 2000-2001,Direct Discovery,AI
13,WHO Disease Outbreak News Cholera South Africa 2003,https://www.who.int/emergencies/disease-outbreak-news/item/2003_05_23a-en,WHO Disease Outbreak News on South Africa 2003 cholera with 2362 cumulative cases and Mpumalanga outbreak details,2003-01-01 to 2003-05-23,WHO Disease Outbreak News,Active,Level 1,Validated,WebSearch+WebFetch,English,1,WHO DON ZAF 2003,Direct Discovery,AI
14,WHO Disease Outbreak News Cholera Africa 2004 South Africa Mpumalanga,https://www.who.int/emergencies/disease-outbreak-news/item/2004_02_18a-en,WHO Disease Outbreak News on 2004 cholera outbreaks in Africa including South Africa Mpumalanga Nkomazi area with 179 cases,2004-01-01 to 2004-02-11,WHO Disease Outbreak News,Active,Level 1,Validated,WebSearch+WebFetch,English,1,WHO DON ZAF 2004,Direct Discovery,AI
15,PMC Ga-Mampuru Limpopo Cholera 2008-2009 Knowledge Attitudes,https://pmc.ncbi.nlm.nih.gov/articles/PMC6014007/,Academic study on cholera preparedness in Ga-Mampuru Limpopo with data on 2008-2009 outbreak in Greater Tubatse Municipality,2008-11-15 to 2009-04-30,Academic/Peer-reviewed,Active,Level 2,Validated,WebSearch+WebFetch,English,2,Mpumalanga 2008-2009 outbreak,Direct Discovery,AI
16,WHO AFRO Monthly Regional Cholera Bulletin April 2025,https://www.afro.who.int/publications/monthly-regional-cholera-bulletin-april-2025,WHO AFRO monthly bulletin April 2025 confirming South Africa had lone confirmed cases in March 2025 with no further cases,2025-01-01 to 2025-04-30,WHO Surveillance Bulletin,Active,Level 1,Validated,WebSearch+WebFetch,English,1,WHO AFRO regional surveillance 2025,Direct Discovery,AI
17,Municipal Services Project Cholera KwaZulu-Natal 2000-2001,https://www.environmentandurbanization.org/still-paying-price-revisiting-cholera-epidemic-2000-2001-south-africa,Academic analysis of 2000-2001 KwaZulu-Natal cholera epidemic with final statistics 116517 cases 265 deaths five provinces; original municipalservicesproject.org URL now redirects to inactive queensu.ca mirror; Environment and Urbanization journal version is live,2000-08-01 to 2001-08-31,Academic/Civil Society Report,Active,Level 2,Validated,WebSearch,English,2,WHO DON ZAF 2000-2001,Direct Discovery,AI
18,ReliefWeb Cholera Death Toll SA 2023,https://reliefweb.int/report/south-africa/cholera-death-toll-sa-rises-43,ReliefWeb report on South Africa cholera deaths rising to 43 in 2023 outbreak with provincial breakdown,2023-05-01 to 2023-06-30,Humanitarian Report,Active,Level 2,Validated,WebSearch,English,2,SA Gov ZAF 2023,Direct Discovery,AI
19,PMC Lab Contamination V.cholerae O1 ZAF 2011,https://pmc.ncbi.nlm.nih.gov/articles/PMC3264189/,PMC article on laboratory contamination incident 2011 documenting zero local cholera cases in South Africa June 2009 to March 2011 except single imported case June 2010,2009-06-01 to 2011-03-17,Academic/Peer-reviewed,Active,Level 1,Validated,WebSearch+WebFetch,English,2,NICD ZAF surveillance,Direct Discovery,AI
20,CDC EID Vibrio cholerae ST75 South Africa 2018-2020 PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC8544974/,CDC EID PMC article documenting emergence of V. cholerae O1 ST75 in South Africa 2018-2020 with detailed case data for each isolate,2018-02-08 to 2020-01-12,Academic/Peer-reviewed,Active,Level 1,Validated,WebSearch+WebFetch,English,2,CDC EID ZAF 2018-2020,Direct Discovery,AI
21,Wikipedia 2023-2024 cholera outbreak in South Africa,https://en.wikipedia.org/wiki/2023%E2%80%942024_cholera_outbreak_in_South_Africa,Wikipedia article on 2023-2024 cholera outbreak in South Africa with comprehensive case statistics and timeline,2023-02-01 to 2024-03-03,Encyclopedia/Aggregated,Active,Level 3,Cross-validated,WebSearch+WebFetch,English,3,WHO AFRO ZAF 2023-2024,Direct Discovery,AI
22,PubMed Cholera Epidemic ZAF 1980-1987 Epidemiological Features,https://pubmed.ncbi.nlm.nih.gov/2024209/,PubMed abstract of South African Medical Journal article documenting 1980-1987 cholera epidemic epidemiological features with 25251 cases,1980-10-01 to 1987-07-31,Academic/Peer-reviewed,Active,Level 1,Validated,WebSearch+WebFetch,English,1,ZAF cholera historical,Direct Discovery,AI
23,HST South Africa Health Review Chapter 18 ZAF Cholera,https://www.hst.org.za/publications/South%20African%20Health%20Reviews/24%20-%20Chapter%2018.pdf,Health Systems Trust South African Health Review chapter on cholera with provincial breakdown statistics for 2001-2002 outbreak,2001-01-01 to 2003-12-31,Government/Health Review,Active,Level 1,Validated,WebSearch,English,2,SA DoH national report,Direct Discovery,AI
24,SA Government Mpumalanga Health Cholera Update Feb 2009,https://www.gov.za/news/mpumalanga-health-cholera-update-12-feb-2009,South African Government official Mpumalanga health cholera update as of February 12 2009 with 5489 cumulative cases and municipal breakdown,2008-12-01 to 2009-02-12,Government Report,Active,Level 1,Validated,WebSearch+WebFetch,English,1,Mpumalanga DoH 2009,Direct Discovery,AI
25,ASM Journal Clinical Microbiology Mpumalanga Cholera 2008 Gold Mine,https://journals.asm.org/doi/10.1128/jcm.00293-11,ASM Journal of Clinical Microbiology article on MDR ESBL cholera strains from illegal miners gold mine Ehlanzeni district Mpumalanga May-July 2008,2008-05-01 to 2008-07-31,Academic/Peer-reviewed,Active,Level 1,Validated,WebSearch,English,2,NICD ZAF 2008,Direct Discovery,AI
26,SAnews Another Imported Cholera Case SA July 2023,https://www.sanews.gov.za/south-africa/another-imported-cholera-case-reported-sa,Government news service article on third imported cholera case in South Africa July 2023 KwaZulu-Natal traveler from Pakistan,2023-07-18 to 2023-07-25,Government News,Active,Level 1,Validated,WebSearch+WebFetch,English,1,SA DoH ZAF 2023,Direct Discovery,AI
27,Citizen Cholera Outbreak uThungulu KwaZulu-Natal 2000-2002,https://www.citizen.org/wp-content/uploads/cholera.pdf,Case study of cholera outbreak in Madlebe Tribal Authority uThungulu Region KwaZulu-Natal with district breakdown 23962 cases,2000-08-01 to 2002-02-07,Academic/Civil Society Report,Active,Level 2,Validated,WebSearch,English,2,WHO DON ZAF 2000-2001,Direct Discovery,AI
28,North West Health Confirms Cholera Rustenburg April 2025,https://newsnote.co.za/north-west-health-confirms-a-case-of-cholera-in-rustenburg/,News article confirming North West Department of Health cholera case in Rustenburg April 7 2025 from Limpopo-traveled miner,2025-04-07 to 2025-04-10,News Media,Active,Level 2,Validated,WebSearch+WebFetch,English,1,NICD ZAF 2025,Direct Discovery,AI
29,Historical ZAF Cholera First Case 1973 Academic Literature,https://jamba.org.za/index.php/jamba/article/view/164/431,Academic article documenting South Africa cholera history confirming first case diagnosed in 1973 and epidemic history context,1973-01-01 to 2009-04-30,Academic/Peer-reviewed,Active,Level 2,Validated,WebSearch,English,2,ZAF cholera historical,Direct Discovery,AI
30,HST South Africa Health Review Annual Epidemic Data 1980-1987,https://www.hst.org.za/publications/South%20African%20Health%20Reviews/24%20-%20Chapter%2018.pdf,HST South African Health Review Chapter 18 with annual epidemic period statistics for 1980-1987 outbreak including cases deaths CFR by period,1980-10-01 to 1987-07-31,Government/Health Review,Active,Level 1,Validated,WebSearch,English,2,SA DoH epidemiology historical,Direct Discovery,AI
31,NICD March 2009 Cholera Update South Africa,https://www.nicd.ac.za/assets/files/NICDCommMar09Vol08_03.pdf,NICD official communicable disease communique March 2009 with cumulative statistics for 2008-2009 cholera outbreak including provincial breakdown; URL is valid and indexed but nicd.ac.za has SSL certificate configuration issues (certificate verification failure); content confirmed via Google search cache,2008-11-01 to 2009-03-22,Government Surveillance Report,Active,Level 1,Validated,WebSearch,English,1,NICD ZAF 2008-2009,Direct Discovery,AI
32,WHO Multi-Country Cholera Outbreak Epidemiological Update 37 May 2026,https://cdn.who.int/media/docs/default-source/documents/emergencies/situation-reports/20260529_multi-country_outbreak-of-cholera_epidemiological_update_37.pdf,"WHO multi-country cholera outbreak epidemiological update #37 dated 29 May 2026 (data cutoff 26 April 2026) with comprehensive by-region and by-country case/death tables; 14 active African Region countries listed (DRC, Mozambique, South Sudan, Angola, Malawi, etc.) with South Africa entirely absent. Corroborated by ECDC cholera worldwide overview May 2026 (data cutoff 26 May 2026) top-5 lists also excluding South Africa",2026-01-01 to 2026-05-29,WHO Surveillance Report,Active,Level 1,Validated,WebSearch+WebFetch,English,1,ECDC cholera monthly May 2026; NICD cholera dashboard,Direct Discovery,AI
