Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
18,WHO Weekly Epidemiological Record - Cholera in 1977 annual global table,https://iris.who.int/handle/10665/221859,"WHO Weekly Epidemiological Record annual global cholera notification report for 1977 (WER 1978, 53(17), pp. 117-118, 28 April 1978). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1977.",1977-01-01 to 1977-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1977' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1977' -> item bitstream PDF text extraction,AI
19,WHO Weekly Epidemiological Record - Cholera in 1978 annual global table,https://iris.who.int/handle/10665/222465,"WHO Weekly Epidemiological Record annual global cholera notification report for 1978 (WER 1979, 54(17), pp. 129-132, 27 April 1979). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1978.",1978-01-01 to 1978-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1978' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1978' -> item bitstream PDF text extraction,AI
20,WHO Weekly Epidemiological Record - Cholera in 1980 annual global table,https://iris.who.int/handle/10665/223434,"WHO Weekly Epidemiological Record annual global cholera notification report for 1980 (WER 1981, 56(13), pp. 97-98, 3 April 1981). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1980.",1980-01-01 to 1980-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1980' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1980' -> item bitstream PDF text extraction,AI
21,WHO Weekly Epidemiological Record - Cholera in 1981 annual global table,https://iris.who.int/handle/10665/223951,"WHO Weekly Epidemiological Record annual global cholera notification report for 1981 (WER 1982, 57(17), pp. 131-132, 30 April 1982). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1981.",1981-01-01 to 1981-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1981' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1981' -> item bitstream PDF text extraction,AI
22,WHO Weekly Epidemiological Record - Cholera in 1983 annual global table,https://iris.who.int/handle/10665/224941,"WHO Weekly Epidemiological Record annual global cholera notification report for 1983 (WER 1984, 59(19), pp. 141-142, 11 May 1984). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1983.",1983-01-01 to 1983-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1983' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1983' -> item bitstream PDF text extraction,AI
23,WHO Weekly Epidemiological Record - Cholera in 1984 annual global table,https://iris.who.int/handle/10665/225369,"WHO Weekly Epidemiological Record annual global cholera notification report for 1984 (WER 1985, 60(20), pp. 149-151, 17 May 1985). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1984.",1984-01-01 to 1984-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1984' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1984' -> item bitstream PDF text extraction,AI
24,WHO Weekly Epidemiological Record - Cholera in 1985 annual global table,https://iris.who.int/handle/10665/225862,"WHO Weekly Epidemiological Record annual global cholera notification report for 1985 (WER 1986, 61(26), pp. 197-198, 27 June 1986). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1985.",1985-01-01 to 1985-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1985' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1985' -> item bitstream PDF text extraction,AI
25,WHO Weekly Epidemiological Record - Cholera in 1986 annual global table,https://iris.who.int/handle/10665/226262,"WHO Weekly Epidemiological Record annual global cholera notification report for 1986 (WER 1987, 62(20), pp. 141-142, 15 May 1987). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1986.",1986-01-01 to 1986-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1986' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1986' -> item bitstream PDF text extraction,AI
26,WHO Weekly Epidemiological Record - Cholera in 1987 annual global table,https://iris.who.int/handle/10665/226718,"WHO Weekly Epidemiological Record annual global cholera notification report for 1987 (WER 1988, 63(20), pp. 145-146, 13 May 1988). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1987.",1987-01-01 to 1987-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1987' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1987' -> item bitstream PDF text extraction,AI
27,WHO Weekly Epidemiological Record - Cholera in 1988 annual global table,https://iris.who.int/handle/10665/227140,"WHO Weekly Epidemiological Record annual global cholera notification report for 1988 (WER 1989, 64(19), pp. 141-142, 12 May 1989). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1988.",1988-01-01 to 1988-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1988' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1988' -> item bitstream PDF text extraction,AI
28,WHO Weekly Epidemiological Record - Cholera in 1989 annual global table,https://iris.who.int/handle/10665/227598,"WHO Weekly Epidemiological Record annual global cholera notification report for 1989 (WER 1990, 65(19), pp. 141-142, 11 May 1990). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1989.",1989-01-01 to 1989-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1989' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1989' -> item bitstream PDF text extraction,AI
29,WHO Weekly Epidemiological Record - Cholera in 1990 annual global table,https://iris.who.int/handle/10665/228010,"WHO Weekly Epidemiological Record annual global cholera notification report for 1990 (WER 1991, 66(19), pp. 133-136, 10 May 1991). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1990.",1990-01-01 to 1990-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1990' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1990' -> item bitstream PDF text extraction,AI
30,WHO Weekly Epidemiological Record - Cholera in 1997 annual global table,https://iris.who.int/handle/10665/230506,"WHO Weekly Epidemiological Record annual global cholera notification report for 1997 (WER 1998, 73(27), pp. 201-208, 3 July 1998 (Cholera in 1997)). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1997.",1997-01-01 to 1997-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1997' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1997' -> item bitstream PDF text extraction,AI
31,WHO Weekly Epidemiological Record - Cholera in 1998 annual global table,https://iris.who.int/handle/10665/230876,"WHO Weekly Epidemiological Record annual global cholera notification report for 1998 (WER 1999, 74(31), pp. 257-263, 6 August 1999 (Cholera, 1998)). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1998.",1998-01-01 to 1998-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1998' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1998' -> item bitstream PDF text extraction,AI
32,WHO Weekly Epidemiological Record - Cholera in 1999 annual global table,https://iris.who.int/handle/10665/231231,"WHO Weekly Epidemiological Record annual global cholera notification report for 1999 (WER 2000, 75(31), pp. 249-256, 4 August 2000 (Cholera, 1999)). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 1999.",1999-01-01 to 1999-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 1999' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 1999' -> item bitstream PDF text extraction,AI
33,WHO Weekly Epidemiological Record - Cholera in 2000 annual global table,https://iris.who.int/handle/10665/231588,"WHO Weekly Epidemiological Record annual global cholera notification report for 2000 (WER 2001, 76(31), pp. 233-240, 3 August 2001 (Cholera, 2000)). Table of cases of cholera notified to WHO by country; used to establish that Cote d'Ivoire notified no cholera cases to WHO in 2000.",2000-01-01 to 2000-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WHO IRIS REST API search: 'cholera in 2000' -> item bitstream PDF text extraction,English/French,1,WHO GHO cholera annual series; JHU baseline,WHO IRIS REST API search: 'cholera in 2000' -> item bitstream PDF text extraction,AI
34,IFRC DREF Operation Ivory Coast Cholera MDRCI018 initial plan June 2025,https://go-api.ifrc.org/api/DownloadFile/91392/MDRCI018do,"IFRC DREF initial operation document for the 2025 Cote d'Ivoire cholera outbreak, published 17 June 2025; gives the Ako Brakre (Port-Bouet/Vridi health district) epicentre counts as of 9 June 2025 and the official outbreak declaration date of 5 June 2025.",2025-05-25 to 2025-06-09,Humanitarian Operation Plan,Active,Level 2,Pending,IFRC GO API appeal_document search=MDRCI018; PDF text extraction,English,0,WHO AFRO June 2025; Africanews 6 June 2025,IFRC GO API appeal_document search=MDRCI018; PDF text extraction,AI
35,IFRC DREF Operational Update 1 Cote d'Ivoire Cholera MDRCI018 August 2025,https://go-api.ifrc.org/api/DownloadFile/92125/MDRCI018du1,"IFRC DREF Operational Update no.1 published 9 August 2025 for the 2025 Cote d'Ivoire cholera outbreak. Contains the health-district breakdown of cases and deaths as of 30 July 2025 sourced to the Institut National d'Hygiene Publique (INHP): national 453 cases / 19 deaths, Port-Bouet-Vridi 200/7, Yopougon Est 228/8, Sassandra 20/3, Jacqueville 5/1.",2025-05-25 to 2025-08-01,Humanitarian Situation Report,Active,Level 2,Pending,IFRC GO API appeal_document search=MDRCI018; PDF text extraction,English,0,INHP Cote d'Ivoire national surveillance data,IFRC GO API appeal_document search=MDRCI018; PDF text extraction,AI
36,IFRC DREF Final Report Ivory Coast Cholera MDRCI018 July 2026,https://go-api.ifrc.org/api/DownloadFile/91393/MDRCI018dfr,IFRC DREF Final Report published 23 July 2026 for the 2025 Cote d'Ivoire cholera outbreak. Records the Ministry of Health and Public Hygiene official declaration of the end of the outbreak on 1 December 2025 and a final epidemic total of 556 cases and 24 deaths across six affected health districts.,2025-05-25 to 2025-12-01,Humanitarian Final Report,Active,Level 2,Pending,IFRC GO API appeal_document search=MDRCI018; PDF text extraction,English,0,WHO multi-country cholera sitrep 33 (503 cases/20 deaths),IFRC GO API appeal_document search=MDRCI018; PDF text extraction,AI
37,WHO Weekly Epidemiological Record 101(35) Multi-country cholera epidemiological update data as of 26 July 2026,https://iris.who.int/handle/10665/387397,"WER vol 101 no 35, 4 September 2026, carrying the WHO monthly multi-country cholera epidemiological update with data as of 26 July 2026. Table 1 lists 19 African Region countries reporting cholera/AWD for 1 January-26 July 2026; Cote d'Ivoire is not among them. Note the report's own caveat that missing data do not imply absence of cases.",2026-01-01 to 2026-07-26,WHO Situation Report,Active,Level 1,Pending,IRIS REST API: Weekly Epidemiological Record 2026 vol 101 issues; PDF text extraction of Table 1,English/French,0,WHO epidemiological update 37 (Jan-Apr 2026); IFRC DREF Final Report MDRCI018,IRIS REST API: Weekly Epidemiological Record 2026 vol 101 issues; PDF text extraction of Table 1,AI
38,WHO Weekly Epidemiological Record Cholera 2020 annual report,https://iris.who.int/handle/10665/345271,"WER vol 96 no 37, 17 September 2021. CRITICAL NEGATIVE FINDING for CIV: footnote b states Cote d'Ivoire did NOT report cholera data to WHO for 2020. The 2020-03-01..2020-12-31 gap is therefore documented NON-REPORTING (a surveillance gap), not validated absence - no zero-transmission row may be written for it.",2020-01-01 to 2020-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,"IRIS REST API search: 'Cholera, 2020'",English/French,0,"JHU baseline 2020 (14 rows, 0 cases, Jan-Feb only)","IRIS REST API search: 'Cholera, 2020'",AI
39,WHO Global situation report for cholera 2024 (WER 100(36)),https://iris.who.int/handle/10665/382542,"WER vol 100 no 36, 5 September 2025. Table 2 'Countries reported 0 cases and deaths in 2024, fulfilling the public health surveillance service of zero reporting' explicitly names Cote d'Ivoire among 32 African countries. Independent Level 1 confirmation of the 2024 documented absence already recorded as row 11.",2024-01-01 to 2024-12-31,WHO Annual Surveillance Report,Active,Level 1,Pending,WebSearch -> who.int/publications/i/item/who-wer10036-347-364 -> IRIS bitstream,English/French,0,WHO AFRO Monthly Cholera Bulletin December 2024 (metadata index 10),WebSearch -> who.int/publications/i/item/who-wer10036-347-364 -> IRIS bitstream,AI
40,MesVaccins.net Cholera en Cote d'Ivoire mise a jour 23 February 2011,https://www.mesvaccins.net/web/news/1140-cholera-en-cote-d-ivoire-mise-a-jour,"French medical information site (MesVaccins.net) update of 23 February 2011 on the Abidjan cholera epidemic, giving commune-level case and death counts as of 16 February 2011 (Adjame 50/8, Attecoube >300/2, Yopougon 32/1, Abidjan total >400/11) and dating the epidemic start to 19 January 2011. Cites Institut Pasteur de Cote d'Ivoire for strain isolation.",2011-01-19 to 2011-02-16,Medical News Update,Active,Level 3,Pending,WebSearch: Cote d'Ivoire cholera Attecoube Adjame Yopougon fevrier 2011 cas deces,French,0,Institut Pasteur de Cote d'Ivoire strain isolation; UNICEF Jan 2011 report (metadata index 5),WebSearch: Cote d'Ivoire cholera Attecoube Adjame Yopougon fevrier 2011 cas deces,AI
41,INHP Cote d'Ivoire Gestion d'une epidemie de cholera en milieu periurbain Cote d'Ivoire 2025,https://www.inhp.ci/public/storage/documents/documents/18-atoh%20tour%C3%A9.pdf,"Outbreak investigation abstract by Ekra KD et al., Service de surveillance epidemiologique, Institut National d'Hygiene Publique (INHP), Ministry of Health Cote d'Ivoire, with Universite Felix Houphouet-Boigny. Covers the investigation of the Vridi-Akobrakre / Port-Bouet-Vridi cholera epidemic from 25 May to 1 July 2025: 109 cases, 7 deaths, CFR 6.4%, Vibrio cholerae O1 isolated, 67.5% of cases resident in Fantikro, Ebriekro and Cailloux neighbourhoods, 60.2% of cases Ghanaian nationality and 28.9% Ivorian, occupations fishing (11.1%) and seafood trade (14.8%).",2025-05-25 to 2025-07-01,National Outbreak Investigation Report,Active,Level 1,Pending,WebSearch: memoireonline investigation epidemie cholera district sanitaire Port-Bouet Vridi Abidjan -> inhp.ci PDF,French,0,IFRC DREF MDRCI018 (metadata index 34-36); WHO sitrep 33,WebSearch: memoireonline investigation epidemie cholera district sanitaire Port-Bouet Vridi Abidjan -> inhp.ci PDF,AI
42,WHO Disease Outbreak News Cholera in Cote d'Ivoire 1 August 2003,https://www.who.int/emergencies/disease-outbreak-news/item/2003DON148,"WHO Disease Outbreak News published 1 August 2003 reporting a cholera outbreak of 70 cases including 15 deaths in the village of Tableguikou-gly, Divo health district, Cote d'Ivoire, from 22 December 2002 to 5 January 2003; laboratory confirmed by Institut Pasteur, Cote d'Ivoire.",2002-12-22 to 2003-01-05,Outbreak Report,Active,Level 1,Pending,WebSearch: Cote d'Ivoire cholera 2003 Disease Outbreak News WHO cases deaths districts,English,0,JHU annual 2002 (4188/143) and 2003 (1034/50),WebSearch: Cote d'Ivoire cholera 2003 Disease Outbreak News WHO cases deaths districts,AI
43,WHO Disease Outbreak News Cholera in West Africa 17 September 2001,https://www.who.int/emergencies/disease-outbreak-news/item/2001_09_17a-en,"WHO Disease Outbreak News of 17 September 2001 covering the West African cholera outbreak in Burkina Faso, Cote d'Ivoire and Niger. Reports 897 cases including 47 deaths in Abidjan as of 12 August 2001 - an earlier time point than the 26 September 2001 DON already in this dataset (2012 cases/51 deaths in Abidjan by 21 September).",2001-05-01 to 2001-08-12,Outbreak Report,Active,Level 1,Pending,WebSearch: Cote d'Ivoire cholera 2003 Disease Outbreak News -> WHO DON index,English,0,WHO DON 26 September 2001 (metadata index 2),WebSearch: Cote d'Ivoire cholera 2003 Disease Outbreak News -> WHO DON index,AI
44,Abidjan.net UNICEF cholera Cote d'Ivoire Sud-Comoe 14 June 2012,http://news.abidjan.net/h/435368.html,"Abidjan.net report of 14 June 2012 on UNICEF's scaled-up cholera response in Cote d'Ivoire: more than 136 cases including 18 children under five and at least 10 deaths since the start of 2012, concentrated in Adiake and Aboisso in the south-east (Sud-Comoe region) with one case in Abidjan.",2012-01-01 to 2012-06-14,News Report,Active,Level 3,Pending,WebSearch: Cote d'Ivoire cholera 2012 1321 cas 34 deces OMS UNICEF rapport situation,French,0,"Africhol Adiake study May-Oct 2012 (161 cases/3 deaths, metadata index 4)",WebSearch: Cote d'Ivoire cholera 2012 1321 cas 34 deces OMS UNICEF rapport situation,AI
45,Government of Cote d'Ivoire INHP press briefing on the cholera epidemic 9 January 2015,https://reliefweb.int/report/c-te-divoire/epid-mie-de-chol-ra-en-c-te-d-ivoire,"Press briefing given on 9 January 2015 by the Director of the Institut National d'Hygiene Publique (INHP) on behalf of the Minister of Health Dr Raymonde Goudou Coffie, published on ReliefWeb with source 'Govt. Cote d'Ivoire'. Reports the epidemic that began in epidemiological week 41 of 2014 in the Koumassi-Port-Bouet-Vridi health district of Abidjan and spread to Yopougon Est, Adjame-Plateau-Attecoube, Yopougon Ouest, Cocody-Bingerville, Fresco, Grand-Lahou and Divo: 264 cases notified with 19 deaths, overall CFR 7.2%, across the eight affected health districts. Also documents the late-2014 Divo focus at Tableguikou, 12 km from Divo, attributed to well and swamp water.",2014-10-06 to 2015-01-09,Government Press Statement,Active,Level 1,Pending,WebSearch: Cote d'Ivoire cholera 2014 epidemie 264 cas 19 deces Grand-Lahou Divo Fresco districts ReliefWeb,French,0,JHU annual 2014 (924/18) and 2015 (437/6); sante.gouv.ci press point,WebSearch: Cote d'Ivoire cholera 2014 epidemie 264 cas 19 deces Grand-Lahou Divo Fresco districts ReliefWeb,AI
