Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
21,WHO Huila province outbreak,WHO provincial surveillance Huila,WHO surveillance for Huila province outbreak June 2025,2025-06-08 to 2025-06-21,Provincial_Outbreak,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,WHO_Provincial,Systematic_Search,AI
22,WHO Zaire province surveillance,WHO Zaire provincial surveillance,WHO Zaire province surveillance June 2025,2025-06-13 to 2025-06-13,Provincial_Surveillance,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,WHO_Provincial,Systematic_Search,AI
23,WHO Bié province historical outbreak,https://reliefweb.int/report/angola/angolabi%C3%A9-cholera-claims-eight-lives-outbreak,Historical cholera outbreak in Bié province 2006,2006-04-01 to 2006-07-31,Provincial_Historical,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,WHO_Provincial,Geographic_Search,AI
24,WHO Cuanza Sul response team,WHO rapid response team deployment,WHO response team deployment to Cuanza Sul province,2025-04-27 to 2025-05-05,Provincial_Response,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,WHO_Emergency,Geographic_Search,AI
25,WHO Icolo e Bengo provincial data,WHO provincial surveillance Icolo e Bengo,WHO surveillance data for Icolo e Bengo province January 2025,2025-01-27 to 2025-01-27,Provincial_Cases,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,WHO_Provincial,Geographic_Search,AI
26,WHO surveillance absence validation,WHO surveillance system validation,WHO surveillance confirming absence between 2016-2017 and 2025 outbreaks,2018-01-01 to 2019-12-31,Zero_Transmission_Period,Validated,Level_1,Cross_Referenced,Literature_Review,English,Primary,WHO_Surveillance,Absence_Validation,AI
27,WHO surveillance pre-outbreak absence,WHO surveillance 2024 validation,WHO surveillance confirming no cases reported in 2024,2022-01-01 to 2024-12-31,Zero_Transmission_Period,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,WHO_Surveillance,Absence_Validation,AI
28,Post-conflict reconstruction absence,WHO post-conflict surveillance,Post-conflict health system reconstruction absence period,2002-01-01 to 2005-12-31,Zero_Transmission_Period,Validated,Level_2,Cross_Referenced,Literature_Review,English,Secondary,WHO_Historical,Absence_Validation,AI
29,WHO 2024 surveillance validation,WHO multi-country cholera surveillance,WHO surveillance confirming no cholera cases reported in 2024,2024-01-01 to 2024-12-31,Zero_Transmission_Period,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,WHO_Surveillance,Source_Permutation,AI
30,Portuguese media Observador April detailed,https://observador.pt/2025/04/14/angola-soma-473-mortes-e-12-368-infecoes-de-colera-desde-janeiro/,Portuguese media detailed reporting on April cholera statistics,2025-04-14 to 2025-04-14,Media_Daily_Report,Validated,Level_3,Cross_Referenced,WebSearch,Portuguese,Primary,Media_Sources,Source_Permutation,AI
31,UNICEF Angola Flash Update January,https://reliefweb.int/report/angola/unicef-angola-flash-update-no-2-cholera-27-january-2025,UNICEF flash update with detailed January cholera statistics,2025-01-27 to 2025-01-27,Humanitarian_Update,Validated,Level_1,Cross_Referenced,WebSearch,English,Primary,UNICEF_Reports,Source_Permutation,AI
32,Academic literature seventh pandemic,Multiple academic sources on seventh pandemic in Africa,Academic research documenting 1974 cholera cases in Angola during seventh pandemic,1974-01-01 to 1974-12-31,Historical_Academic,Validated,Level_2,Cross_Referenced,WebSearch,English,Secondary,Academic_Research,Historical_Search,AI
