Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
11,WHO/UNICEF - Cuanza Norte provincial data 2006,https://www.who.int/emergencies/disease-outbreak-news/item/2006_05_10-en,WHO report documenting Cuanza Norte provincial cholera cases and deaths,2006-02-01 to 2006-05-08,WHO surveillance report,Active,Level 1,Validated,Provincial outbreak search,English,0,WHO official,Geographic expansion search,AI
12,Red Cross DREF - Zaire Soyo district data 2016-2017,https://reliefweb.int/report/angola/angola-cholera-response-dref-operational-update-mdrao011,Red Cross operational update with Soyo district cholera data,2016-01-01 to 2017-12-31,Humanitarian operational report,Active,Level 2,Validated,District-level search,English,0,IFRC,Geographic expansion search,AI
13,ReliefWeb - Angola Bié cholera 2006,https://reliefweb.int/report/angola/angolabi%C3%A9-cholera-claims-eight-lives-outbreak,Report documenting Bié province cholera outbreak with 8 deaths,2006-04-01 to 2006-07-31,Humanitarian surveillance report,Active,Level 2,Validated,Provincial health search,English,0,ReliefWeb,Geographic expansion search,AI
14,Sitata - Uíge province cholera 2018,https://www.sitata.com/en/alerts/two-outbreaks-of-cholera-in-angola,Report documenting Uíge province cholera outbreak in 2018,2018-01-01 to 2018-12-31,Travel health alert,Active,Level 3,Validated,District outbreak search,English,0,Travel health surveillance,Geographic expansion search,AI
15,ReliefWeb - Luanda municipal cholera data 2006,https://reliefweb.int/report/angola/cholera-outbreak-angola-people-cazenga-need-clean-water-urgently,Report with Luanda municipal breakdown including Cazenga Cacuaco,2006-02-01 to 2006-06-30,Humanitarian report,Active,Level 2,Validated,Municipal search,English,0,MSF/ReliefWeb,Geographic expansion search,AI
16,ReliefWeb - Benguela Baia Farta cholera 2006,https://reliefweb.int/report/angola/angola-benguela-cholera-claims-three-lives-luacho,Report documenting Baia Farta district cholera deaths in Luacho locality,2006-01-01 to 2006-12-31,Humanitarian report,Active,Level 2,Validated,District search,English,0,ReliefWeb,Geographic expansion search,AI
17,ReliefWeb - Soyo cholera governor update 2016,https://reliefweb.int/report/angola/angola-soyo-cholera-outbreak-under-control-zaire-governor,Governor's report on Soyo municipality cholera outbreak control,2016-12-01 to 2017-01-31,Government report,Active,Level 2,Validated,District update search,English,0,Government/ReliefWeb,Geographic expansion search,AI
18,ReliefWeb - Lunda Norte Lucapa cholera December,https://reliefweb.int/report/angola/lucapa-records-over-100-cholera-cases-15-days,Governor report on Lucapa district cholera outbreak,2025-12-01 to 2025-12-15,Government report,Active,Level 2,Validated,District outbreak search,English,0,Government/ReliefWeb,Geographic expansion search,AI
19,ECDC Cholera Monthly Overview - Angola 2024 surveillance,https://www.ecdc.europa.eu/en/all-topics-z/cholera/surveillance-and-disease-data/cholera-monthly,ECDC surveillance data confirming zero cholera cases in Angola for 2024,2019-01-01 to 2024-12-31,International surveillance report,Active,Level 1,Validated,Zero-transmission validation search,English,0,ECDC official surveillance,Zero-transmission validation,AI
20,Angola cholera CFR search results 2011-2012,Multiple search results,Web search revealing 2012 partial cholera data for Soyo municipality,2012-01-01 to 2012-06-30,Search aggregation,Active,Level 2,Validated,Provincial CFR targeted search,English,0,Multiple sources,Source permutation search,AI
21,PubMed - The early stage of the recurrent cholera epidemic in Luanda Angola,https://pubmed.ncbi.nlm.nih.gov/8307144/,Academic study documenting cholera surveillance and laboratory confirmation during 1992-1993 epidemic period,1993-01-01 to 1993-12-31,Academic research surveillance gap documentation,Active,Level 1,Validated,Targeted search for 1993 surveillance gap identification,English,1,Laboratory confirmation evidence,Targeted gap analysis,AI
