Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
18,WHO AFRO Surveillance Report (UID: 20649),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20649.csv,JHU cholera database entry with 5 observations. Frequency: Other (259). Updated: 2024-02-09 Source tags: WHOafro,2016-12-13 to 2017-09-08,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
19,JHU Cholera Database (UID: 15948),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection15948.csv,JHU cholera database entry with 129 observations. Frequency: Other (25). Updated: 2024-02-09,2006-02-13 to 2012-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
20,WHO AFRO Surveillance Report (UID: 21035),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection21035.csv,JHU cholera database entry with 3 observations. Frequency: Other (24). Updated: 2024-02-09 Source tags: WHOafro,2018-10-09 to 2018-11-12,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
21,WHO AFRO Surveillance Report (UID: 20627),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20627.csv,JHU cholera database entry with 4 observations. Frequency: Other (222). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-08-11,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
22,WHO AFRO Surveillance Report (UID: 20776),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20776.csv,JHU cholera database entry with 6 observations. Frequency: Other (22). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-01-17,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
23,WHO AFRO Surveillance Report (UID: 20829),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20829.csv,JHU cholera database entry with 5 observations. Frequency: Other (22). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-03-11,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
24,WHO AFRO Surveillance Report (UID: 20924),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20924.csv,JHU cholera database entry with 4 observations. Frequency: Other (22). Updated: 2024-02-09 Source tags: WHOafro,2018-05-22 to 2018-07-08,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
25,WHO AFRO Surveillance Report (UID: 20706),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20706.csv,JHU cholera database entry with 9 observations. Frequency: Other (218). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-10-22,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
26,WHO AFRO Surveillance Report (UID: 20787),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20787.csv,JHU cholera database entry with 2 observations. Frequency: Other (21). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-01-27,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
27,WHO AFRO Surveillance Report (UID: 20516),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20516.csv,JHU cholera database entry with 1 observations. Frequency: Other (192). Updated: 2024-02-09 Source tags: WHOafro,2016-12-13 to 2017-06-23,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
28,WHO AFRO Surveillance Report (UID: 20512),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20512.csv,JHU cholera database entry with 1 observations. Frequency: Other (185). Updated: 2024-02-09 Source tags: WHOafro,2016-12-13 to 2017-06-16,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
29,WHO AFRO Surveillance Report (UID: 20783),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20783.csv,JHU cholera database entry with 2 observations. Frequency: Other (18). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-01-20,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
30,WHO AFRO Surveillance Report (UID: 20821),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20821.csv,JHU cholera database entry with 5 observations. Frequency: Other (18). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-03-04,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
31,JHU Cholera Database (UID: 11985),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection11985.csv,JHU cholera database entry with 1 observations. Frequency: Other (169). Updated: 2024-02-09,2006-01-01 to 2006-06-19,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
32,WHO AFRO Surveillance Report (UID: 20797),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20797.csv,JHU cholera database entry with 7 observations. Frequency: Other (16). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-02-03,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
33,JHU Cholera Database (UID: 12015),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection12015.csv,JHU cholera database entry with 1 observations. Frequency: Other (156). Updated: 2024-02-09,2006-01-01 to 2006-06-06,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
34,JHU Cholera Database (UID: 12031),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection12031.csv,JHU cholera database entry with 1 observations. Frequency: Other (135). Updated: 2024-02-09,2006-01-01 to 2006-05-16,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
35,JHU Cholera Database (UID: 5013),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection5013.csv,JHU cholera database entry with 1 observations. Frequency: Other (13). Updated: 2024-02-09,2017-12-01 to 2017-12-14,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
36,JHU Cholera Database (UID: 830),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection830.csv,JHU cholera database entry with 2 observations. Frequency: Other (129). Updated: 2024-02-09,2013-02-01 to 2013-06-10,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
37,WHO AFRO Surveillance Report (UID: 20545),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20545.csv,JHU cholera database entry with 7 observations. Frequency: Other (127). Updated: 2024-02-09 Source tags: WHOafro,2016-12-01 to 2017-06-28,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
38,JHU Cholera Database (UID: 12032),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection12032.csv,JHU cholera database entry with 1 observations. Frequency: Other (115). Updated: 2024-02-09,2006-02-01 to 2006-05-27,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
39,WHO AFRO Surveillance Report (UID: 20929),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20929.csv,JHU cholera database entry with 4 observations. Frequency: Other (111). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-07-09,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
40,WHO AFRO Surveillance Report (UID: 20483),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20483.csv,JHU cholera database entry with 1 observations. Frequency: Other (107). Updated: 2024-02-09 Source tags: WHOafro,2017-01-04 to 2017-04-21,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
41,WHO AFRO Surveillance Report (UID: 20773),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection20773.csv,JHU cholera database entry with 2 observations. Frequency: Other (10). Updated: 2024-02-09 Source tags: WHOafro,2017-12-21 to 2018-01-10,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
42,WHO Annual Cholera Report (UID: 300),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Angola/ObservationCollection300.csv,JHU cholera database entry with 31 observations. Frequency: Annual. Updated: 2024-02-09 Source tags: WHOannual,1971-01-01 to 2021-12-31,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
