Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes
11,AFR::AGO,2009-01-01,2009-12-31,,2019,,,2010-01-01,5,MSF Angola Cholera Response Historical,0.8,MSF states: "2009: 2019 cases" from WHO official statistics - final year of 2006-2009 epidemic cycle
12,AFR::AGO,2011-01-01,2011-12-31,181,2284,,7.9,2012-01-01,9,BMC Infectious Diseases DRC-Angola Cross-border,0.9,Academic states: "2011 it was hit by a major outbreak which caused 2284 cases and 181 deaths" - resurgence after cholera-free period
13,AFR::AGO,2013-01-01,2013-12-31,190,5600,,3.4,2014-01-01,6,ReliefWeb Angola Cholera 2006 Provincial,0.8,ReliefWeb states: "Since January 2013 the country recorded just over 5600 cholera cases and 190 deaths" - concentrated in southern provinces
14,AFR::AGO::Cabinda,2016-01-01,2017-12-31,3,73,,4.1,2018-01-01,9,BMC Infectious Diseases DRC-Angola Cross-border,0.9,Academic states: "Cabinda (73 cases and 3 deaths)" - 2016-2017 outbreak provincial breakdown
15,AFR::AGO::Zaire,2016-01-01,2017-12-31,8,174,,4.6,2018-01-01,9,BMC Infectious Diseases DRC-Angola Cross-border,0.9,Academic states: "Zaire (174 cases and 8 deaths)" - 2016-2017 outbreak provincial breakdown cross-border with DRC
16,AFR::AGO::Luanda,2016-01-01,2017-12-31,0,5,,0.0,2018-01-01,9,BMC Infectious Diseases DRC-Angola Cross-border,0.9,Academic states: "Luanda (5 cases and zero deaths)" - 2016-2017 outbreak minimal impact in capital
17,AFR::AGO,2006-02-13,2006-05-18,1374,38422,,3.6,2006-05-20,6,ReliefWeb Angola Cholera 2006 Provincial,0.8,ReliefWeb states: "38422 reported cases total of 1374 deaths since outbreak declared on 13th February" - major 2006 outbreak comprehensive data
18,AFR::AGO::Luanda,2006-02-13,2006-04-27,159,9690,,1.6,2006-04-28,8,Portuguese Media Público 2006,0.7,Público states: "Luanda province 9690 cases and 159 deaths" - 2006 provincial breakdown from government data
19,AFR::AGO::Benguela,2006-02-13,2006-04-27,405,5432,,7.5,2006-04-28,8,Portuguese Media Público 2006,0.7,Público states: "Benguela province 5432 cases and 405 deaths" - 2006 provincial breakdown highest CFR
20,AFR::AGO,2025-01-01,2025-06-14,761,27187,,2.8,2025-06-15,7,Africa CDC Angola Cholera Surveillance 2025,1.0,Africa CDC states: "country has accumulated 27187 cases and 761 deaths" - June 2025 updated national totals
21,AFR::AGO::Uige,2018-01-01,2018-04-20,13,873,,1.5,2018-04-21,15,UNICEF Angola Humanitarian Report 2018 Provincial,0.8,UNICEF states: "total of 873 suspected cases of cholera were reported in Uige province including 13 deaths from January to 20 April 2018" - comprehensive 2018 Uige data
22,AFR::AGO::Uige,2018-09-25,2018-10-31,2,88,,2.3,2018-11-01,16,UNICEF Angola October 2018 Surveillance,0.8,UNICEF states: "88 suspected cases and two deaths reported between the end of September and end of October 2018" - second outbreak in Uige 2018
23,AFR::AGO::Cabinda,2018-01-01,2018-04-30,2,50,,4.0,2018-05-01,15,UNICEF Angola Humanitarian Report 2018 Provincial,0.8,UNICEF states: "50 suspected cases of cholera and 2 deaths were reported in Cabinda province" by April 2018 - provincial breakdown
24,AFR::AGO::Luanda,2018-05-01,2018-05-31,6,33,3,18.2,2018-06-01,15,UNICEF Angola Humanitarian Report 2018 Provincial,0.8,UNICEF states: "new cholera outbreak was declared in Luanda province with 33 suspected cases 3 lab-confirmed cases and 6 deaths" - May 2018 Luanda outbreak
25,AFR::AGO,2018-01-01,2018-10-31,17,1038,,1.6,2018-11-01,16,UNICEF Angola October 2018 Surveillance,0.8,UNICEF states: "As of October 31 2018 Angola reported 1038 suspected cholera cases with 17 deaths across Uige Cabinda and Luanda provinces" - cumulative 2018 data
26,AFR::AGO,2019-01-01,2022-12-31,0,0,,0.0,2023-01-01,17,WHO Disease Outbreak News 2018 Angola,1.0,WHO states: "is the country's first cholera outbreak since 2018" confirming zero transmission 2019-2022 - validated cholera-free period
27,AFR::AGO::Cunene,2013-11-01,2013-11-15,48,1000,,4.8,2013-11-20,18,ReliefWeb Cunene Drought Cholera 2013 November,0.8,ReliefWeb states: "over 1000 infections and 48 deaths were recorded during a two-week period in November 2013" - drought-related outbreak in Cunene province
28,AFR::AGO,1987-01-01,1990-12-31,,,87,,1991-01-01,19,PubMed Angola Antibiotic Resistance 1987-1990 Detailed,0.9,PubMed states: "Among 87 strains of Vibrio cholerae 86% exhibited multiple resistance to antimicrobials" - laboratory surveillance data showing high antimicrobial resistance
29,AFR::AGO::Benguela,2007-01-01,2007-06-30,50,2605,,1.9,2007-07-01,20,ReliefWeb Angola Cholera 2007 Benguela Provincial,0.8,ReliefWeb states: "Two thousand 605 cases of cholera which 50 resulted in deaths were registered in the first half of 2007 by the provincial health department of south Benguela province" - provincial surveillance data
30,AFR::AGO,1995-01-01,1995-12-31,,3295,,,1996-01-01,21,WHO Global Health Observatory Angola 1995-1996,1.0,WHO states: "Angola 1995: 3295 cases" - final outbreak year before decade-long absence WHO official surveillance data
31,AFR::AGO,1996-01-01,1996-12-31,,1306,,,1997-01-01,21,WHO Global Health Observatory Angola 1995-1996,1.0,WHO states: "Angola 1996: 1306 cases" - final outbreak year before decade-long absence WHO official surveillance data
32,AFR::AGO,2009-03-22,2009-03-28,,22,,,2009-04-01,22,UN Angola Flood Cholera Report March 2009,0.8,UN states: "From March 22-28 2009 22 cases of cholera were reported in Angola" - limited surveillance during flooding period
33,AFR::AGO::Huila,2025-06-08,2025-06-21,31,1085,,2.9,2025-06-22,23,WHO Angola 2025 Huila Provincial,1.0,WHO states: "Huíla has become the epicentre of the current outbreak during the period of June 8 to June 21 recording as of today 1085 confirmed cases and 31 deaths — a case fatality rate of 2.9%" - provincial surveillance data
34,AFR::AGO::Bie,2025-04-01,2025-07-31,8,46,,17.4,2025-08-01,24,ReliefWeb Angola Bie Province 2025,0.8,ReliefWeb states: "Eight of the 46 people infected by cholera who were detected by health authorities in the southern Bié province died from last April to July" - provincial surveillance data
