iso,source_index,source,url,status_code,status_category,redirect_url,response_time_s,error
BFA,11,Cholera Factsheet Burkina Faso 2017 - Plateforme Choléra,https://plateformecholera.info/sites/default/files/2022-11/Cholera%20Factsheet_Burkina%20Faso_2017_FINAL.pdf,200,OK,https://plateformecholera.info/trainings/,2.43,
BFA,12,UNICEF Burkina Faso Humanitarian Situation Report 2025,https://www.unicef.org/media/170631/file/UNICEF%20Burkina%20Faso%20Humanitarian%20Situation%20Report%20No.%201%20,403,FORBIDDEN,,0.97,
BFA,13,ReliefWeb West and Central Africa Snapshot October 2022,https://reliefweb.int/report/burkina-faso/west-and-central-africa-weekly-regional-humanitarian-snapshot-4-october-10-october-2022,202,OK,,0.95,
BFA,2,WHO Disease Outbreak News 2001 West Africa Cholera,https://www.who.int/emergencies/disease-outbreak-news/item/2001_09_26-en,200,OK,,0.36,
BFA,3,Resolve to Save Lives - Epidemics That Didn't Happen 2022 Cholera Burkina Faso,https://etdh.resolvetosavelives.org/2022/cholera/,200,OK,,1.21,
BFA,4,Xinhua French News - Cholera Epidemic Eastern Burkina Faso 2022,https://french.news.cn/20220707/a90c84cc0b224c14951e7bba35c0505c/c.html,200,OK,,2.2,
BFA,5,WHO AFRO Monthly Regional Cholera Bulletin January 2025,https://www.afro.who.int/publications/monthly-regional-cholera-bulletin-january-2025,200,OK,,1.26,
BFA,6,WHO 1996 Disease Outbreak News Cholera in Africa,https://www.who.int/emergencies/disease-outbreak-news/item/1996_02_15-en,200,OK,,0.37,
BFA,7,Pan African Medical Journal - 2005 Burkina Faso Cholera,https://panafrican-med-journal.com/content/article/8/1/full/,200,OK,,1.37,
BFA,8,Wakat Sera - Cholera Cases in Kantchari 2022,https://www.wakatsera.com/burkina-des-cas-de-cholera-enregistres-a-kantchari/,200,OK,,1.89,
BFA,9,Nations Encyclopedia WHO Cholera Deaths Database,https://www.nationsencyclopedia.com/WorldStats/WHO-cholera-number-deaths.html,200,OK,,1.31,
BWA,1,UN News Cholera Southern Africa Zimbabwe February 2009,https://news.un.org/en/story/2009/02/291152-cholera-southern-africa-could-be-linked-zimbabwe-says-un-health-agency,200,OK,https://news.un.org/en/story/2009/02/291152,1.3,
BWA,2,ReliefWeb Botswana Cholera Increase March 2009,https://reliefweb.int/report/botswana/botswana-cholera-increase,202,OK,,0.97,
BWA,3,WHO AFRO Botswana Diarrhoea Outbreak Response 2018,https://www.afro.who.int/countries/botswana/news/who-supports-botswana-respond-outbreak-diarrhoea-children-below-five-years-age,200,OK,,1.29,
BWA,4,Xinhua Botswana First Suspected Cholera Case June 2023,https://english.news.cn/africa/20230615/c7e2240da0014b209bb4b9f0fa671b4e/c.html,200,OK,,2.51,
BWA,5,Botswana Daily News Cholera Prevention Commitment 2024,https://dailynews.gov.bw/news-detail/77610,404,NOT_FOUND,,1.73,
BWA,6,Lancet Global Health Cholera Seasonality Sub-Saharan Africa 2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9090905/,200,OK,,1.0,
CAF,1,Seventh Pandemic Vibrio cholerae O1 Sublineages Central African Republic EID 2021,https://wwwnc.cdc.gov/eid/article/27/1/20-0375_article,200,OK,https://wwwnc.cdc.gov/eid/404.html?aspxerrorpath=/eid/article/27/1/20-0375_article,2.09,
CAF,2,Seventh Pandemic Vibrio cholerae O1 Sublineages Central African Republic PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC7774542/,200,OK,,1.02,
CAF,3,ReliefWeb Central African Republic Cholera Outbreak October 2011,https://reliefweb.int/disaster/ep-2011-000153-caf,202,OK,,0.35,
CAF,4,UNICEF Central African Republic 2016 Cholera Outbreak Response,https://www.unicef.org/press-releases/unicef-and-partners-respond-cholera-outbreak-central-african-republic,403,FORBIDDEN,,1.03,
CAF,5,WHO Public Health Situation Analysis Central African Republic,https://www.who.int/publications/m/item/public-health-situation-analysis---the-central-african-republic,200,OK,,1.08,
CAF,6,WHO Monthly Regional Cholera Bulletin January 2025,https://www.afro.who.int/publications/monthly-regional-cholera-bulletin-january-2025,200,OK,,0.48,
CAF,7,Emergence of Cholera in the Central African Republic Germani 1998,https://pubmed.ncbi.nlm.nih.gov/10052560/,200,OK,,1.2,
CAF,8,ReliefWeb Central African Republic Cholera Outbreak August 2016,https://reliefweb.int/disaster/ep-2016-000082-caf,202,OK,,0.36,
CIV,1,WHO Disease Outbreak News 1996 Global Cholera Update,https://www.who.int/emergencies/disease-outbreak-news/item/1996_01_22a-en,200,OK,,1.13,
CIV,10,WHO AFRO Monthly Cholera Bulletin December 2024,https://www.afro.who.int/publications/monthly-regional-cholera-bulletin-december-2024,200,OK,,0.42,
CIV,2,WHO Disease Outbreak News 2001 Cholera in West Africa,https://www.who.int/emergencies/disease-outbreak-news/item/2001_09_26-en,200,OK,,1.14,
CIV,3,WHO Disease Outbreak News 2002 Cholera in Côte d'Ivoire,https://www.who.int/emergencies/disease-outbreak-news/item/2002_08_13a-en,200,OK,,1.05,
CIV,4,Cholera Incidence and Mortality in Sub-Saharan African Sites during Multi-country Surveillance - Africhol Study,https://pmc.ncbi.nlm.nih.gov/articles/PMC4871502/,200,OK,,0.32,
CIV,5,UNICEF Report 2011 Cholera Outbreak Abidjan Adjamé,https://m.reliefweb.int/report/382462,202,OK,https://reliefweb.int/report/382462,2.41,
CIV,6,IFRC Cholera Côte d'Ivoire Red Cross Response 2025,https://www.ifrc.org/article/cholera-cote-divoire-bustling-waterside-hub-red-cross-takes-cholera,403,FORBIDDEN,,1.01,
CIV,7,Africanews Report Ivory Coast Cholera Outbreak June 2025,https://www.africanews.com/2025/06/06/ivory-coast-announces-cholera-outbreak-after-7-deaths/,200,OK,,1.45,
CIV,8,UNICEF Press Release 80000 Children at Risk Cholera West Central Africa 2025,https://www.unicef.org/press-releases/80000-children-high-risk-cholera-outbreaks-spread-across-12-countries-west-and,403,FORBIDDEN,,1.0,
CIV,9,Five Years of Cholera Surveillance in Ivory Coast 2001-2005 PubMed,https://pubmed.ncbi.nlm.nih.gov/19583033/,200,OK,,0.52,
CMR,1,Africa CDC Weekly Epidemiological Brief,https://africacdc.org/download/africa-cdc-weekly-event-based-surveillance-report-august-2023/,,CONNECTION_ERROR,,,"HTTPSConnectionPool(host='africacdc.org', port=443): Max retries exceeded with url: /download/africa-cdc-weekly-event-ba"
CMR,10,International Medical Corps Cameroon 2010 Report,https://internationalmedicalcorps.org,200,OK,https://internationalmedicalcorps.org/,1.02,
CMR,11,ECHO Humanitarian Implementation Plan Cameroon 2022,https://ec.europa.eu/echo,200,OK,https://ec.europa.eu/echo/,1.91,
CMR,12,Ministry of Public Health Cameroon Far North Sub-District 2022,https://www.minsante.cm,200,OK,https://www.minsante.cm/,1.86,
CMR,13,North Region Health Delegation 2018-2019 Garoua Epidemic,https://www.minsante.cm,200,OK,https://www.minsante.cm/,1.97,
CMR,14,SouthWest Region 2021-2022 Outbreak Report,https://www.minsante.cm,200,OK,https://www.minsante.cm/,1.85,
CMR,15,Centre Region Yaounde Biyem-Assi Outbreak 2021,https://www.minsante.cm,200,OK,https://www.minsante.cm/,1.88,
CMR,16,South Region Kribi 2020 Outbreak Documentation,https://www.minsante.cm,200,OK,https://www.minsante.cm/,1.86,
CMR,17,Littoral Region 2020 Annual Surveillance,https://www.minsante.cm,200,OK,https://www.minsante.cm/,1.84,
CMR,18,East Region Bertoua Confirmed Cases 2023,https://www.minsante.cm,200,OK,https://www.minsante.cm/,1.84,
CMR,19,WHO AFRO Cholera Annual Summary Cameroon 2008,https://www.afro.who.int,200,OK,https://www.afro.who.int/,1.32,
CMR,2,WHO AFRO Weekly Bulletin 2024,https://www.afro.who.int/health-topics/cholera,200,OK,,1.32,
CMR,3,PLOS NTD Wave Analysis Cameroon 2000-2012,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0001483,200,OK,,1.1,
CMR,4,WHO Weekly Epidemiological Record 2009-2010 Cameroon,https://www.who.int/publications/journals/weekly-epidemiological-record,200,OK,,1.07,
CMR,5,Spatial Analysis Douala 2004 Outbreak (Ngwa et al),https://pubmed.ncbi.nlm.nih.gov/,200,OK,,1.11,
CMR,6,UNICEF Cameroon Far North Cholera Response 2010,https://www.unicef.org/cameroon,403,FORBIDDEN,,0.98,
CMR,7,MSF Field Report Yaounde 2011 Cholera,https://www.msf.org/cameroon,403,FORBIDDEN,,1.01,
CMR,8,Red Cross IFRC Emergency Appeal Cameroon 2011,https://www.ifrc.org/appeals,403,FORBIDDEN,,1.0,
CMR,9,IFRC DREF 2014 Cameroon Cholera Far North,https://www.ifrc.org/dref,403,FORBIDDEN,,1.02,
COD,1,WHO Disease Outbreak News 2023-DON441,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON441,200,OK,,0.36,
COD,10,Cholera Prevention Control Refugee Settings PMC 2019,https://pmc.ncbi.nlm.nih.gov/articles/PMC6586254/,200,OK,,1.01,
COD,11,UNICEF DRC Cholera Worst in 25 Years December 2025,https://www.unicef.org/drc/press-releases/drc-cholera-worst-outbreak-25-years,403,FORBIDDEN,,0.98,
COD,12,Outbreaknewstoday DRC Cholera Haut-Lomami 2025,https://outbreaknewstoday.com/drc-cholera-haut-lomami-2025,200,OK,https://outbreaknewstoday.com,2.34,
COD,13,WHO AFRO DRC Cholera 2025 Provincial Update Mai-Ndombe,https://www.afro.who.int/news/whos-response-cholera-epidemic-democratic-republic-congo,200,OK,,0.69,
COD,14,WHO AFRO DRC Cholera Lualaba Early 2025,https://www.afro.who.int/publications/monthly-regional-cholera-bulletin-january-2025,200,OK,,1.29,
COD,15,WHO AFRO DRC Tshopo Province Epidemic Declaration April 2025,https://www.afro.who.int/publications/monthly-regional-cholera-bulletin-april-2025,200,OK,,1.33,
COD,16,ReliefWeb CATI DRC Cholera Tanganyika 2025,https://reliefweb.int/report/democratic-republic-congo/cholera-drc-tanganyika-2025,202,OK,,1.02,
COD,17,CDC MMWR Cholera DRC Kisangani Ubundu Refugee Camps April 1997,https://www.cdc.gov/mmwr/preview/mmwrhtml/00052860.htm,200,OK,,1.08,
COD,2,WHO Multi-country Cholera Situation Report 2025 DON579,https://www.who.int/emergencies/disease-outbreak-news/item/2025-DON579,200,OK,,1.02,
COD,3,WHO Feature Story DRC Cholera Response 2025,https://www.who.int/news-room/feature-stories/detail/who-response-to-challenging-cholera-outbreak-in-the-democratic-republic-of-the-congo,200,OK,,1.01,
COD,4,WHO Multi-country Cholera Epidemiological Update 33 January 2026,https://cdn.who.int/media/docs/default-source/documents/emergencies/situation-reports/20260127_multi-country_outbreak-of-cholera_epidemiological_update_33.pdf,200,OK,,1.07,
COD,5,WHO AFRO Monthly Cholera Bulletin December 2024,https://www.afro.who.int/publications/monthly-regional-cholera-bulletin-december-2024,200,OK,,1.52,
COD,6,Cholera Epidemics War Disasters Goma Kivu PLoS NTDs 2009,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000436,200,OK,,1.01,
COD,7,WHO DON Cholera Zaire January 1997,https://www.who.int/emergencies/disease-outbreak-news/item/1997_01_20-en,200,OK,,0.36,
COD,8,BMC Infectious Diseases Spatiotemporal Dynamics Cholera DRC 1973-2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC10976723/,200,OK,,0.97,
COD,9,BMC Infectious Diseases Westward Spread DRC Cholera 1973-2018,https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-021-06986-9,200,OK,https://link.springer.com/article/10.1186/s12879-021-06986-9,4.23,
COG,1,MSF Cholera Response Congo-Brazzaville 2007,https://www.msf.org/cholera-intervention-focuses-coastal-city-congo-brazzaville,403,FORBIDDEN,,0.99,
COG,2,WHO AFRO Cholera Congo 2011 DREF Context Report,https://reliefweb.int/report/congo/congo-cholera-outbreak-dref-operation-n%C2%B0-mdrcg009-final-report,202,OK,,1.03,
COG,3,WHO AFRO 2018 Week 12 Cholera Regional Update Congo,https://reliefweb.int/report/democratic-republic-congo/cholera-outbreaks-central-and-west-africa-2018-regional-update-3,202,OK,,1.02,
COG,4,WHO Disease Outbreak News 2023 Congo Triple Outbreak DON488,https://www.who.int/emergencies/disease-outbreak-news/item/2023-DON488,200,OK,,0.37,
COG,5,WHO DON 2025 Multi-Country Cholera Sitrep 28 Congo,https://www.who.int/emergencies/disease-outbreak-news/item/2025-DON579,200,OK,,0.35,
COG,6,WHO AFRO Congo Cholera Outbreak Declining October 2025,https://www.afro.who.int/countries/congo/news/cholera-epidemic-declining-congo,200,OK,https://www.afro.who.int/countries/congo/news/cholera-outbreak-declining-congo,0.85,
COG,7,WHO AFRO Congo Cholera Response Mbamou Island 2025,https://www.afro.who.int/countries/congo/news/cholera-response-congo-mbamou-island-breathes-again,200,OK,,0.43,
COG,8,ProMED/WHO Congo 2016 Cholera Alert Mbamou Island,https://reliefweb.int/disaster/ep-2023-000127-cog,202,OK,,0.33,
COG,9,ReliefWeb Congo Betou Cholera DREF MDRCG010 2012,https://reliefweb.int/report/congo/congo-cholera-outbreak-betou-dref-operation-n%C2%B0-mdrcg010-final-report,202,OK,,0.98,
ETH,1,Ethiopia National Cholera Elimination Plan 2022-2028 (PMC11244260),https://pmc.ncbi.nlm.nih.gov/articles/PMC11244260/,200,OK,,0.34,
ETH,10,Retrospective Analysis Ethiopia Cholera 2001-2023,https://academic.oup.com/cid/article/79/Supplement_1/S8/7712959,403,FORBIDDEN,,1.03,
ETH,11,Epidemiology of Cholera Outbreak Addis Ababa 2016 (PMC9300272),https://pmc.ncbi.nlm.nih.gov/articles/PMC9300272/,200,OK,,0.32,
ETH,12,Ethiopia Cholera Outbreak Flash Update 8 June 2023 OCHA,https://reliefweb.int/report/ethiopia/ethiopia-cholera-outbreak-flash-update-8-20-june-2023,202,OK,,0.31,
ETH,13,Retrospective Analysis of Cholera AWD Outbreaks in Ethiopia 2001-2023 PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC11244192/,200,OK,,0.38,
ETH,2,Spatiotemporal dynamics of cholera epidemics in Ethiopia 2015-2021 (PMC10991303),https://pmc.ncbi.nlm.nih.gov/articles/PMC10991303/,200,OK,,0.35,
ETH,3,Frontiers epidemiology article on Dollo Ado cholera outbreak 2023,https://www.frontiersin.org/journals/epidemiology/articles/10.3389/fepid.2025.1480230/full,200,OK,,1.89,
ETH,4,ReliefWeb OCHA humanitarian reports 2019,https://reliefweb.int/disaster/ep-2019-000080-eth,202,OK,,0.34,
ETH,5,UNICEF Ethiopia cholera response reports 2020,https://reliefweb.int/report/ethiopia/ethiopia-cholera-outbreak-ethiopian-authorities-unicef-dg-echo-partners-echo-daily,202,OK,,0.31,
ETH,6,Infectious Disease Control and Management in Ethiopia A Case Study of Cholera (PMC9197421),https://pmc.ncbi.nlm.nih.gov/articles/PMC9197421/,200,OK,,0.33,
ETH,7,Inferred from baseline surveillance gap analysis,https://academic.oup.com/cid/article/79/Supplement_1/S8/7712959,403,FORBIDDEN,,1.01,
ETH,8,Retrospective Analysis of Cholera in Ethiopia (Oxford Academic),https://academic.oup.com/cid/article/79/Supplement_1/S8/7712959,403,FORBIDDEN,,1.02,
ETH,9,WHO Multi-Country Cholera Situation Report July 2024,https://reliefweb.int/report/ethiopia/multi-country-outbreak-cholera-external-situation-report-16-published-18-july-2024,202,OK,,0.32,
GAB,1,Trends of cholera epidemics and associated mortality factors in Cameroon 2018-2023 BMC Public Health,https://pmc.ncbi.nlm.nih.gov/articles/PMC12082990/,200,OK,,0.99,
GAB,10,WHO Recent Cholera Outbreaks in Africa February 2004,https://www.who.int/emergencies/disease-outbreak-news/item/2004_02_18a-en,200,OK,,0.36,
GAB,2,Cross-Border Cholera Outbreaks in Sub-Saharan Africa PLOS ONE 2016,https://pmc.ncbi.nlm.nih.gov/articles/PMC4892562/,200,OK,,0.35,
GAB,3,WHO Cholera Global Situation Report 2025,https://www.who.int/emergencies/disease-outbreak-news/item/2025-DON579,200,OK,,0.34,
GAB,4,WHO AFRO Cholera Multi-country Outbreak Situation Report February 2024,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20240212_multi-country_outbreak-of-cholera_sitrep_11.pdf,200,OK,,0.36,
GAB,5,Cholera burden in the WHO African Region patterns and trends 2000-2023 PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC11891530/,200,OK,,0.33,
GAB,6,JHU Cholera Database WHO Annual Cholera Report UID 315,https://apps.who.int/gho/data/node.main.174,200,OK,https://www.who.int/data/gho/legacy,2.07,
GAB,7,Cholera seasonality sub-Saharan Africa Lancet Global Health 2022,https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(22)00007-9/fulltext,403,FORBIDDEN,,1.02,
GAB,8,CDC MMWR International Notes Cholera 1981,https://www.cdc.gov/mmwr/preview/mmwrhtml/00001155.htm,200,OK,,0.97,
GAB,9,WHO Disease Outbreak News Gabon Ebola Archive 2001-2002,https://www.who.int/emergencies/disease-outbreak-news/item/2002_01_07-en,200,OK,,0.36,
GHA,1,WHO Disease Outbreak News Ghana Cholera 1999,https://www.who.int/emergencies/disease-outbreak-news/item/1999_09_02-en,200,OK,,0.35,
GHA,10,Ghana Parliament Update Cholera 2025,https://www.parliament.gh/floor?dis=37,200,OK,,1.14,
GHA,11,WHO AFRO How Ghana Beat 2024 Cholera Surge,https://www.afro.who.int/photo-story/outbreak-containment-how-ghana-beat-2024-cholera-surge,200,OK,,0.41,
GHA,12,Africanews Ghana Cholera 2025 February,https://www.africanews.com/2025/02/21/ghana-struggles-to-deal-with-a-cholera-outbreak/,200,OK,,1.13,
GHA,13,GAAC Global Alliance Against Cholera Ghana 2024,https://www.choleraalliance.org/en/news/cholera-outbreak-ghana,200,OK,,1.68,
GHA,14,PMC Cyclical Cholera Outbreaks Ghana Filth Not Myth,https://pmc.ncbi.nlm.nih.gov/articles/PMC6003169/,200,OK,,0.36,
GHA,15,Ghana Health Service Facebook 2024 Cholera Press Release,https://www.facebook.com/GHSofficial1/posts/1184565977007461,200,OK,,1.76,
GHA,16,WHO AFRO Monthly Bulletin January 2025,https://www.afro.who.int/publications/monthly-regional-cholera-bulletin-january-2025,200,OK,,0.44,
GHA,17,Blue Community Ghana Cholera Water Crisis January 2025,https://blue-community.net/2025/01/ghana-cholera-outbreak-amid-water-crisis/,200,OK,,1.87,
GHA,18,PMC Economic Evaluation 2014 Cholera Outbreak Ghana,https://pmc.ncbi.nlm.nih.gov/articles/PMC5714944/,200,OK,,0.35,
GHA,19,GBC Ghana Western Region Cholera 2024,https://www.gbcghanaonline.com/news/health/cholera-western-region/2024/,200,OK,,1.12,
GHA,2,PMC Assessment Response Cholera Two Districts Ghana 2012,https://pmc.ncbi.nlm.nih.gov/articles/PMC5090876/,200,OK,,0.34,
GHA,20,GNA Cholera Sekondi-Takoradi 2024,https://gna.org.gh/2024/11/cholera-outbreak-sekondi-takoradi-records-two-deaths-23-confirmed-cases/,200,OK,,0.97,
GHA,21,GHS Ghana Health Service Initial Cholera Report October 2024,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Ghana-Health-Service-confirms-nine-cholera-cases-in-Greater-Accra-Region-1955373,404,NOT_FOUND,,2.53,
GHA,22,GHS Ghana Health Service Zero Cholera 2017,https://www.graphic.com.gh/news/general-news/nation-records-zero-cholera-cases-since-2020.html,200,OK,,1.07,
GHA,23,WHO Surveillance Gap Ghana 1986-1989,https://www.who.int/emergencies/surveillance/cholera-cases-and-deaths,200,OK,,0.36,
GHA,24,ReliefWeb Ghana Cholera 1999 Annual Total,https://reliefweb.int/report/ghana/ghana-floods-north-worsen-cholera-outbreak,202,OK,,1.09,
GHA,25,SCIRP Retrospective Study Central Region Ghana 2016,https://www.scirp.org/journal/paperinformation?paperid=128033,403,FORBIDDEN,,1.65,
GHA,26,PMC Ghana Cholera Surveillance Assessment 2011,https://pmc.ncbi.nlm.nih.gov/articles/PMC5090876/,200,OK,,0.33,
GHA,3,PMC East Akim Cholera Outbreak 2010,https://pmc.ncbi.nlm.nih.gov/articles/PMC3645159/,200,OK,,0.34,
GHA,4,PMC Brong Ahafo Cholera Outbreak 2014,https://pmc.ncbi.nlm.nih.gov/articles/PMC5553860/,200,OK,,0.36,
GHA,5,Graphic Online Ghana Cholera 720 Cases 2016,https://www.modernghana.com/news/751310/720-cholera-cases-recorded-in-2016.html,200,OK,,1.2,
GHA,6,PMC Protracted Cholera Outbreak Central Region Ghana 2016,https://pmc.ncbi.nlm.nih.gov/articles/PMC7837350/,200,OK,,1.06,
GHA,7,WHO AFRO Ghana Cholera Support 2014,https://www.afro.who.int/news/who-provides-technical-support-fight-cholera-outbreak-ghana,200,OK,,0.43,
