Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
11,WHO AFRO Surveillance Report (UID: 21015),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection21015.csv,JHU cholera database entry with 3 observations. Frequency: Other (68). Updated: 2024-02-09 Source tags: WHOafro,2018-07-13 to 2018-10-21,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
12,WHO AFRO Surveillance Report (UID: 21008),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection21008.csv,JHU cholera database entry with 3 observations. Frequency: Other (65). Updated: 2024-02-09 Source tags: WHOafro,2018-07-13 to 2018-10-18,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
13,WHO AFRO Surveillance Report (UID: 20979),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20979.csv,JHU cholera database entry with 5 observations. Frequency: Other (62). Updated: 2024-02-09 Source tags: WHOafro,2018-07-13 to 2018-09-13,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
14,JHU Cholera Database (UID: 83),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection83.csv,JHU cholera database entry with 8 observations. Frequency: Other (58). Updated: 2024-04-24,2011-03-16 to 2011-11-13,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
15,WHO AFRO Surveillance Report (UID: 21026),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection21026.csv,JHU cholera database entry with 5 observations. Frequency: Other (54). Updated: 2024-02-09 Source tags: WHOafro,2018-07-13 to 2018-11-08,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
16,WHO AFRO Surveillance Report (UID: 21005),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection21005.csv,JHU cholera database entry with 38 observations. Frequency: Other (51). Updated: 2024-02-09 Source tags: WHOafro,2018-07-05 to 2018-10-10,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
17,JHU Cholera Database (UID: 218),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection218.csv,JHU cholera database entry with 8 observations. Frequency: Other (4). Updated: 2024-05-13,2013-05-06 to 2013-06-02,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
18,WHO AFRO Surveillance Report (UID: 20975),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20975.csv,JHU cholera database entry with 13 observations. Frequency: Other (34). Updated: 2024-02-09 Source tags: WHOafro,2018-07-05 to 2018-09-05,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
19,JHU Cholera Database (UID: 82),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection82.csv,JHU cholera database entry with 42 observations. Frequency: Other (285). Updated: 2024-04-24,2008-01-01 to 2008-10-12,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
20,WHO AFRO Surveillance Report (UID: 20948),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20948.csv,JHU cholera database entry with 14 observations. Frequency: Other (27). Updated: 2024-02-09 Source tags: WHOafro,2018-07-05 to 2018-08-05,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
21,WHO AFRO Surveillance Report (UID: 20933),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20933.csv,JHU cholera database entry with 21 observations. Frequency: Other (27). Updated: 2024-02-09 Source tags: WHOafro,2017-07-06 to 2018-07-17,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
22,WHO AFRO Surveillance Report (UID: 21023),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection21023.csv,JHU cholera database entry with 41 observations. Frequency: Other (24). Updated: 2024-02-09 Source tags: WHOafro,2018-07-02 to 2018-11-04,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
23,WHO AFRO Surveillance Report (UID: 20957),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20957.csv,JHU cholera database entry with 8 observations. Frequency: Other (23). Updated: 2024-02-09 Source tags: WHOafro,2018-07-13 to 2018-08-15,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
24,JHU Cholera Database (UID: 20536),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20536.csv,JHU cholera database entry with 1 observations. Frequency: Other (226). Updated: 2024-02-09,2011-01-01 to 2011-08-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
25,JHU Cholera Database (UID: 20561),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20561.csv,JHU cholera database entry with 1 observations. Frequency: Other (196). Updated: 2024-02-09,2012-01-01 to 2012-07-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
26,JHU Cholera Database (UID: 79),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection79.csv,JHU cholera database entry with 5 observations. Frequency: Other (19). Updated: 2024-04-24,2005-07-13 to 2005-09-19,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
27,WHO AFRO Surveillance Report (UID: 20950),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20950.csv,JHU cholera database entry with 4 observations. Frequency: Other (15). Updated: 2024-02-09 Source tags: WHOafro,2018-07-13 to 2018-08-12,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
28,JHU Cholera Database (UID: 217),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection217.csv,JHU cholera database entry with 20 observations. Frequency: Other (15). Updated: 2024-05-13,2012-01-01 to 2012-11-04,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
29,JHU Cholera Database (UID: 84),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection84.csv,JHU cholera database entry with 140 observations. Frequency: Other (147). Updated: 2024-02-09,2004-01-01 to 2012-12-16,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
30,JHU Cholera Database (UID: 20383),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20383.csv,JHU cholera database entry with 8 observations. Frequency: Other (146). Updated: 2024-02-09,2014-01-01 to 2018-10-01,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
31,JHU Cholera Database (UID: 81),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection81.csv,JHU cholera database entry with 90 observations. Frequency: Other (123). Updated: 2024-04-24,2006-01-02 to 2006-12-03,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
32,JHU Cholera Database (UID: 961),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection961.csv,JHU cholera database entry with 1 observations. Frequency: Other (114). Updated: 2024-02-09,2010-05-01 to 2010-08-23,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
33,WHO AFRO Surveillance Report (UID: 20942),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20942.csv,JHU cholera database entry with 1 observations. Frequency: Other (11). Updated: 2024-02-09 Source tags: WHOafro,2018-07-13 to 2018-07-24,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
34,WHO AFRO Surveillance Report (UID: 20968),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20968.csv,JHU cholera database entry with 10 observations. Frequency: Other (11). Updated: 2024-02-09 Source tags: WHOafro,2018-07-05 to 2018-08-28,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
35,WHO AFRO Surveillance Report (UID: 20987),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20987.csv,JHU cholera database entry with 97 observations. Frequency: Other (10). Updated: 2024-02-09 Source tags: WHOafro,2018-07-05 to 2018-09-21,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
36,JHU Cholera Database (UID: 216),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection216.csv,JHU cholera database entry with 2 observations. Frequency: Daily. Updated: 2024-05-13,2013-05-13 to 2013-05-14,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
37,JHU Cholera Database (UID: 10483),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection10483.csv,JHU cholera database entry with 21 observations. Frequency: Annual. Updated: 2024-02-25,2006-01-01 to 2008-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
38,JHU Cholera Database (UID: 20550),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection20550.csv,JHU cholera database entry with 1 observations. Frequency: Annual. Updated: 2024-02-09,2012-01-01 to 2012-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
39,WHO Annual Cholera Report (UID: 331),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Niger/ObservationCollection331.csv,JHU cholera database entry with 35 observations. Frequency: Annual. Updated: 2024-10-03 Source tags: WHOannual,1970-01-01 to 2023-12-31,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
