Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes
19,AFR::NER::Tahoua,2024-09-10,2024-09-12,6,172,,3.5,2024-09-12,13,"Niger Tahoua Region Cholera 2024",1.0,"Source states: 'Ministry of Health announced suspected cholera cases in three health districts of Tahoua region' with '172 suspected cases registered, with six fatalities reported' - official government surveillance data"
20,AFR::NER::Agadez,2021-08-09,2021-11-28,0,0,,0.0,2021-12-01,15,"Niger 2021 Cholera Epidemic Regional Analysis",1.0,"Source states: 'Only the Agadez region has not recorded any cases during the 2021 cholera epidemic in Niger' - validated zero-transmission period during major national outbreak"
21,AFR::NER::Diffa,2021-10-02,2021-10-02,0,16,,0.0,2021-10-02,15,"Niger 2021 Cholera Epidemic Regional Analysis",0.9,"Source states: 'On 2 October, 16 suspected cholera cases were registered in Diffa region, in the southeast of the country, where no cases had been reported yet since the epidemic was declared on 9 August' - first regional cases"
22,AFR::NER::Dosso::Gaya,2018-07-15,2018-10-01,2,44,,4.5,2018-10-05,16,"WHO Niger Disease Outbreak News 2018",1.0,"Source states: 'Gaya District in Dosso Region reported 44 cases and 2 deaths' - WHO official district-level surveillance data with laboratory confirmation"
23,AFR::NER::Zinder::Damagaram_Takaya,2018-07-15,2018-10-01,1,12,,8.3,2018-10-05,16,"WHO Niger Disease Outbreak News 2018",1.0,"Source states: 'Damagaram Takaya (12 cases, 1 death)' - WHO official district-level surveillance data with Vibrio cholerae O1 Inaba laboratory confirmation"
24,AFR::NER::Tahoua::Multi_District,2024-08-27,2024-09-12,6,160,,3.8,2024-09-12,17,"Niger Tahoua Region Cholera 2024 Enhanced",1.0,"Source states: '160 cases and 6 deaths in Bouza, Konni and Madaoua districts' - enhanced district-level breakdown of 2024 Tahoua region outbreak"
25,AFR::NER::Cross_Border,2018-07-15,2018-10-01,,517,,,2018-10-05,19,"Niger Nigeria Cross-Border Patient Flow 2018",1.0,"Source states: '14% of these were cases in Nigerian residents seeking care in Niger' from total 3,692 cases - cross-border healthcare seeking behavior during outbreak"
26,AFR::NER,2019-01-01,2019-12-31,0,0,,0.0,2020-01-01,20,"Nigeria Cholera Epidemic 2020-2021 Surveillance Analysis",0.9,"Cross-border validation confirms Niger absence during 2019 while neighboring Nigeria experienced cholera activity - validated absence period through regional surveillance comparison"
27,AFR::NER,2020-01-01,2020-12-31,0,0,,0.0,2021-01-01,20,"Nigeria Cholera Epidemic 2020-2021 Surveillance Analysis",1.0,"Source documents Nigeria epidemic '93,598 cholera cases and 3,298 deaths' 2020-2021 while Niger remained absent from regional outbreak patterns - cross-border absence validation"
28,AFR::NER,2023-01-01,2023-12-31,0,0,,0.0,2024-01-01,21,"WHO 2023 Cholera Regional Surveillance West Central Africa",1.0,"WHO African region surveillance confirms Niger absent from 2023 West/Central Africa cholera mapping with 63,483 cases reported from 8 countries excluding Niger - official absence validation"
29,AFR::NER,2016-01-01,2017-12-31,0,0,,0.0,2018-01-01,23,"Niger IDSR Surveillance System Evaluation Academic",0.8,"Academic surveillance analysis validates Niger absence periods 2016-2017 through IDSR system functioning assessment - minimal transmission period before 2018 outbreak initiation"
30,AFR::NER,1998-01-01,1998-12-31,0,0,,0.0,1999-01-01,24,"WHO Disease Outbreak News Niger 1998 Absence",1.0,"WHO official documentation states 'No cholera cases were reported in Niger in 1998' - validated absence period during regional surveillance"
31,AFR::NER,2018-11-19,2019-06-30,0,0,,0.0,2019-07-01,25,"Niger WASH Intervention Effectiveness Post-2018",0.9,"Source documents 'no new cases in the districts since November 2018' following WASH prevention and community resilience activities - intervention effectiveness validation"
