Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
30,WHO AFRO Surveillance Report (UID: 20886),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20886.csv,JHU cholera database entry with 6 observations. Frequency: Other (44). Updated: 2024-02-09 Source tags: WHOafro,2018-02-13 to 2018-05-06,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
31,WHO AFRO Surveillance Report (UID: 20754),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20754.csv,JHU cholera database entry with 3 observations. Frequency: Other (43). Updated: 2024-02-09 Source tags: WHOafro,2017-08-14 to 2017-12-10,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
32,WHO AFRO Surveillance Report (UID: 20898),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20898.csv,JHU cholera database entry with 16 observations. Frequency: Other (43). Updated: 2024-02-09 Source tags: WHOafro,2018-02-13 to 2018-06-01,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
33,WHO AFRO Surveillance Report (UID: 20589),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20589.csv,JHU cholera database entry with 3 observations. Frequency: Other (41). Updated: 2024-02-09 Source tags: WHOafro,2017-06-17 to 2017-07-28,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
34,JHU Cholera Database (UID: 20650),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20650.csv,JHU cholera database entry with 145 observations. Frequency: Other (40). Updated: 2024-02-09,2019-05-06 to 2019-10-04,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
35,WHO AFRO Surveillance Report (UID: 21014),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection21014.csv,JHU cholera database entry with 8 observations. Frequency: Other (40). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-10-07,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
36,JHU Cholera Database (UID: 956),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection956.csv,JHU cholera database entry with 3 observations. Frequency: Other (4). Updated: 2024-02-09,2010-09-01 to 2010-09-10,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
37,JHU Cholera Database (UID: 21175),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection21175.csv,JHU cholera database entry with 2115 observations. Frequency: Other (36). Updated: 2024-08-30,2021-01-01 to 2024-03-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
38,WHO AFRO Surveillance Report (UID: 20766),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20766.csv,JHU cholera database entry with 2 observations. Frequency: Other (342). Updated: 2024-02-09 Source tags: WHOafro,2016-01-04 to 2017-12-10,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
39,WHO AFRO Surveillance Report (UID: 20839),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20839.csv,JHU cholera database entry with 1 observations. Frequency: Other (34). Updated: 2024-02-09 Source tags: WHOafro,2018-02-13 to 2018-03-19,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
40,WHO AFRO Surveillance Report (UID: 20843),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20843.csv,JHU cholera database entry with 3 observations. Frequency: Other (34). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-03-25,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
41,WHO AFRO Surveillance Report (UID: 20963),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20963.csv,JHU cholera database entry with 12 observations. Frequency: Other (33). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-08-19,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
42,WHO AFRO Surveillance Report (UID: 20652),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20652.csv,JHU cholera database entry with 4 observations. Frequency: Other (32). Updated: 2024-02-09 Source tags: WHOafro,2017-08-14 to 2017-09-15,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
43,WHO AFRO Surveillance Report (UID: 20949),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20949.csv,JHU cholera database entry with 16 observations. Frequency: Other (32). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-08-07,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
44,WHO AFRO Surveillance Report (UID: 20971),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20971.csv,JHU cholera database entry with 14 observations. Frequency: Other (31). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-08-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
45,JHU Cholera Database (UID: 10329),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection10329.csv,JHU cholera database entry with 1 observations. Frequency: Other (303). Updated: 2024-02-09,2010-01-01 to 2010-10-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
46,WHO AFRO Surveillance Report (UID: 20827),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20827.csv,JHU cholera database entry with 37 observations. Frequency: Other (3). Updated: 2024-02-09 Source tags: WHOafro,2018-02-13 to 2018-03-16,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
47,JHU Cholera Database (UID: 21147),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection21147.csv,JHU cholera database entry with 4 observations. Frequency: Other (286). Updated: 2024-02-09,2019-01-01 to 2020-10-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
48,WHO AFRO Surveillance Report (UID: 20880),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20880.csv,JHU cholera database entry with 5 observations. Frequency: Other (28). Updated: 2024-02-09 Source tags: WHOafro,2018-02-13 to 2018-05-02,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
49,JHU Cholera Database (UID: 955),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection955.csv,JHU cholera database entry with 3 observations. Frequency: Other (276). Updated: 2024-02-09,2010-01-01 to 2010-10-25,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
50,JHU Cholera Database (UID: 20415),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20415.csv,JHU cholera database entry with 1 observations. Frequency: Other (272). Updated: 2024-02-09,2010-01-04 to 2010-10-03,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
51,WHO AFRO Surveillance Report (UID: 20939),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20939.csv,JHU cholera database entry with 56 observations. Frequency: Other (27). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-07-24,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
52,WHO AFRO Surveillance Report (UID: 20902),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20902.csv,JHU cholera database entry with 43 observations. Frequency: Other (26). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2018-06-10,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
53,JHU Cholera Database (UID: 20571),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20571.csv,JHU cholera database entry with 1 observations. Frequency: Other (242). Updated: 2024-02-09,2011-01-01 to 2011-08-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
54,WHO AFRO Surveillance Report (UID: 20514),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20514.csv,JHU cholera database entry with 18 observations. Frequency: Other (24). Updated: 2024-02-09 Source tags: WHOafro,2017-04-10 to 2017-06-14,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
55,WHO AFRO Surveillance Report (UID: 20646),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20646.csv,JHU cholera database entry with 7 observations. Frequency: Other (24). Updated: 2024-02-09 Source tags: WHOafro,2017-05-01 to 2017-09-08,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
56,WHO AFRO Surveillance Report (UID: 20934),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20934.csv,JHU cholera database entry with 9 observations. Frequency: Other (24). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-07-17,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
57,JHU Cholera Database (UID: 957),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection957.csv,JHU cholera database entry with 3 observations. Frequency: Other (23). Updated: 2024-02-09,2010-08-01 to 2010-09-06,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
58,WHO AFRO Surveillance Report (UID: 20985),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20985.csv,JHU cholera database entry with 25 observations. Frequency: Other (227). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-09-18,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
59,JHU Cholera Database (UID: 20537),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20537.csv,JHU cholera database entry with 1 observations. Frequency: Other (226). Updated: 2024-02-09,2011-01-01 to 2011-08-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
60,WHO AFRO Surveillance Report (UID: 20628),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20628.csv,JHU cholera database entry with 1 observations. Frequency: Other (222). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-08-11,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
61,JHU Cholera Database (UID: 954),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection954.csv,JHU cholera database entry with 3 observations. Frequency: Other (22). Updated: 2024-02-09,2010-08-01 to 2010-08-26,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
62,WHO AFRO Surveillance Report (UID: 20548),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20548.csv,JHU cholera database entry with 2 observations. Frequency: Other (20). Updated: 2024-02-09 Source tags: WHOafro,2017-06-07 to 2017-06-27,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
63,JHU Cholera Database (UID: 951),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection951.csv,JHU cholera database entry with 4 observations. Frequency: Other (2). Updated: 2024-02-09,2010-05-19 to 2010-09-07,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
64,WHO AFRO Surveillance Report (UID: 20810),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20810.csv,JHU cholera database entry with 2 observations. Frequency: Other (199). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2018-02-04,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
65,JHU Cholera Database (UID: 949),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection949.csv,JHU cholera database entry with 6 observations. Frequency: Other (19). Updated: 2024-04-24,2009-09-10 to 2009-11-17,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
66,WHO AFRO Surveillance Report (UID: 20729),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20729.csv,JHU cholera database entry with 7 observations. Frequency: Other (161). Updated: 2024-02-09 Source tags: WHOafro,2016-01-01 to 2017-11-24,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
67,WHO AFRO Surveillance Report (UID: 20629),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20629.csv,JHU cholera database entry with 25 observations. Frequency: Other (16). Updated: 2024-02-09 Source tags: WHOafro,2017-04-03 to 2017-07-30,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
68,WHO AFRO Surveillance Report (UID: 20747),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20747.csv,JHU cholera database entry with 8 observations. Frequency: Other (158). Updated: 2024-02-09 Source tags: WHOafro,2016-01-04 to 2017-12-04,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
69,JHU Cholera Database (UID: 802),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection802.csv,JHU cholera database entry with 4 observations. Frequency: Other (157). Updated: 2024-02-09,2010-01-01 to 2014-03-30,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
70,JHU Cholera Database (UID: 21414),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection21414.csv,JHU cholera database entry with 28 observations. Frequency: Other (155). Updated: 2025-01-12,2023-01-01 to 2024-11-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
71,WHO AFRO Surveillance Report (UID: 20737),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Nigeria/ObservationCollection20737.csv,JHU cholera database entry with 10 observations. Frequency: Other (148). Updated: 2024-02-09 Source tags: WHOafro,2016-01-01 to 2017-11-24,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
