Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
16,WHO Multi-country Outbreak of Cholera Epidemiological Update No. 34,https://cdn.who.int/media/docs/default-source/documents/emergencies/situation-reports/20260221_multi-country_outbreak-of-cholera_epidemiological_update_34.pdf,WHO GTFCC multi-country cholera epidemiological update No. 34 published 21 February 2026 - Table 1 reports Namibia cumulative 42 cases 0 deaths CFR 0.0% for 1-25 January 2026,2026-01-01 to 2026-01-25,Surveillance Data,Active,Level 1,Validated,WebFetch and PDF read,English,Primary,WHO Global Cholera and AWD Dashboard,Systematic web search,AI
17,WHO Multi-country Outbreak of Cholera Epidemiological Update No. 37,https://cdn.who.int/media/docs/default-source/documents/emergencies/situation-reports/20260529_multi-country_outbreak-of-cholera_epidemiological_update_37.pdf,WHO GTFCC multi-country cholera epidemiological update No. 37 published 29 May 2026 - Table 1 reports Namibia cumulative 213 cases 0 deaths CFR 0.0% for 1 January to 26 April 2026,2026-01-01 to 2026-04-26,Surveillance Data,Active,Level 1,Validated,WebFetch and PDF read,English,Primary,WHO Global Cholera and AWD Dashboard,Systematic web search,AI
18,The Water Diplomat Southern Africa Floods Cholera February 2026,https://www.waterdiplomat.org/story/2026/02/floods-trigger-humanitarian-crisis-southern-africa-battle-against-cholera-and-malaria,The Water Diplomat report 23 February 2026 on Southern Africa flood-driven cholera surge - Namibia 32 confirmed and 99 suspected cases centered in Grootfontein district Otjozondjupa region by mid-February 2026,2026-01-12 to 2026-02-15,News Report,Active,Level 3,Validated,WebFetch,English,Secondary,WHO AFRO Press Release African Health Report,Systematic web search,AI
19,WHO Weekly Epidemiological Record - Cholera in 1990 (WER 66(19):133-136),https://iris.who.int/handle/10665/228010,"WHO annual cholera report for 1990. Table 2 'Cases of cholera notified to WHO, 1990' lists every country that notified cholera cases; Namibia does not appear in the Africa block (alphabetical run Malawi/Mozambique -> Sao Tome and Principe).",1990-01-01 to 1990-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
20,WHO Weekly Epidemiological Record - Cholera in 1991 (WER 67(34):253-260),https://iris.who.int/handle/10665/228456,WHO annual cholera report for 1991. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,1991-01-01 to 1991-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
21,WHO Weekly Epidemiological Record - Cholera in 1992 (WER 68(21):149-155),https://iris.who.int/handle/10665/228720,WHO annual cholera report for 1992. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,1992-01-01 to 1992-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
22,WHO Weekly Epidemiological Record - Cholera in 1993 (WER 69(28):205-212),https://iris.who.int/handle/10665/229109,WHO annual cholera report for 1993. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,1993-01-01 to 1993-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
23,WHO Weekly Epidemiological Record - Cholera in 1994 (WER 70(28):201-208),https://iris.who.int/handle/10665/229467,WHO annual cholera report for 1994. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,1994-01-01 to 1994-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
24,WHO Weekly Epidemiological Record - Cholera in 1995 (WER 71(21):157-163),https://iris.who.int/handle/10665/229774,WHO annual cholera report for 1995. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,1995-01-01 to 1995-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
25,WHO Weekly Epidemiological Record - Cholera in 1996 (WER 72(31):229-235),https://iris.who.int/handle/10665/230202,WHO annual cholera report for 1996. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,1996-01-01 to 1996-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
26,WHO Weekly Epidemiological Record - Cholera in 1997 (WER 73(27):201-208),https://iris.who.int/handle/10665/230506,WHO annual cholera report for 1997. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,1997-01-01 to 1997-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
27,WHO Weekly Epidemiological Record - Cholera in 1998 (WER 74(31):257-263),https://iris.who.int/handle/10665/230876,WHO annual cholera report for 1998. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,1998-01-01 to 1998-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
28,WHO Weekly Epidemiological Record - Cholera in 1999 (WER 75(31):249-256),https://iris.who.int/handle/10665/231231,WHO annual cholera report for 1999. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,1999-01-01 to 1999-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
29,WHO Weekly Epidemiological Record - Cholera in 2000 (WER 76(31):233-240),https://iris.who.int/handle/10665/231588,WHO annual cholera report for 2000. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,2000-01-01 to 2000-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
30,WHO Weekly Epidemiological Record - Cholera in 2001 (WER 77(31):257-265),https://iris.who.int/handle/10665/231929,WHO annual cholera report for 2001. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,2001-01-01 to 2001-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
31,WHO Weekly Epidemiological Record - Cholera in 2002 (WER 78(31):269-276),https://iris.who.int/handle/10665/232224,WHO annual cholera report for 2002. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,2002-01-01 to 2002-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
32,WHO Weekly Epidemiological Record - Cholera in 2003 (WER 79(31):281-288),https://iris.who.int/handle/10665/232546,WHO annual cholera report for 2003. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,2003-01-01 to 2003-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
33,WHO Weekly Epidemiological Record - Cholera in 2004 (WER 80(31):261-268),https://iris.who.int/handle/10665/232852,WHO annual cholera report for 2004. Table 1 lists every country that notified cholera cases and deaths to WHO that year; Namibia does not appear anywhere in the table (Africa block runs ...Malawi/Mali/Mauritania/Mozambique -> Niger/Nigeria...).,2004-01-01 to 2004-12-31,Annual national cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles; PDF retrieved via IRIS bitstream API; full-text grep for Namibia/South West Africa,AI
34,WHO Weekly Epidemiological Record - Cholera in 1970 (WER 46(32):325-328),https://iris.who.int/handle/10665/218451,"WHO annual cholera report for 1970. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1970 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1970-01-01 to 1970-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
35,WHO Weekly Epidemiological Record - Cholera in 1971 (WER 47(30):281-283),https://iris.who.int/handle/10665/218990,"WHO annual cholera report for 1971. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1971 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1971-01-01 to 1971-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
36,WHO Weekly Epidemiological Record - Cholera in 1972 (WER 48(30):297-299),https://iris.who.int/handle/10665/219467,"WHO annual cholera report for 1972. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1972 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1972-01-01 to 1972-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
37,WHO Weekly Epidemiological Record - Cholera in 1973 (WER 49(27):229-231),https://iris.who.int/handle/10665/219928,"WHO annual cholera report for 1973. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1973 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1973-01-01 to 1973-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
38,WHO Weekly Epidemiological Record - Cholera in 1974 (WER 50(29):261-262),https://iris.who.int/handle/10665/220437,"WHO annual cholera report for 1974. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1974 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1974-01-01 to 1974-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
39,WHO Weekly Epidemiological Record - Cholera in 1975 (WER 51(18):137-138),https://iris.who.int/handle/10665/220822,"WHO annual cholera report for 1975. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1975 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1975-01-01 to 1975-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
40,WHO Weekly Epidemiological Record - Cholera in 1977 (WER 53(17):117-118),https://iris.who.int/handle/10665/221859,"WHO annual cholera report for 1977. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1977 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1977-01-01 to 1977-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
41,WHO Weekly Epidemiological Record - Cholera in 1978 (WER 54(17):129-132),https://iris.who.int/handle/10665/222465,"WHO annual cholera report for 1978. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1978 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1978-01-01 to 1978-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
42,WHO Weekly Epidemiological Record - Cholera in 1979 (WER 55(18):129-130),https://iris.who.int/handle/10665/223030,"WHO annual cholera report for 1979. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1979 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1979-01-01 to 1979-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
43,WHO Weekly Epidemiological Record - Cholera in 1980 (WER 56(13):97-98),https://iris.who.int/handle/10665/223434,"WHO annual cholera report for 1980. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1980 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1980-01-01 to 1980-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
