Location,TL,TR,Primary,Phantom,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,validation_status,extraction_method,processing_notes,quality_flags
AFR::AGO,2006-02-19,2006-05-08,true,false,1156,30612,,3.8,2006-05-10,1,WHO Disease Outbreak News 2006 Initial,1.0,VALIDATED,Direct Extraction,WHO Official Report,HIGH
AFR::AGO::Cabinda,2018-01-01,2018-06-30,true,false,,,,,2018-06-30,6,UNICEF Angola 2018 Humanitarian Report,0.9,VALIDATED
AFR::AGO::Luanda,2018-05-01,2018-06-30,true,false,6,33,3,,2018-06-30,6,UNICEF Angola 2018 Humanitarian Report,0.9,VALIDATED
AFR::AGO,2025-01-07,2025-04-12,true,false,466,12193,,3.8,2025-04-12,8,Angola Epidemiological Bulletin 2025,0.9,VALIDATED
AFR::AGO,1992-01-01,1996-12-31,true,false,,,,5.0,1996-12-31,10,Frontiers Molecular Epidemiology Study,0.8,VALIDATED
AFR::AGO::Luanda,1992-01-01,1996-12-31,true,false,,,,,1996-12-31,10,Frontiers Molecular Epidemiology Study,0.8,VALIDATED
AFR::AGO::Benguela,1992-01-01,1996-12-31,true,false,,,,,1996-12-31,10,Frontiers Molecular Epidemiology Study,0.8,VALIDATED
AFR::AGO::Bengo,1992-01-01,1996-12-31,true,false,,,,,1996-12-31,10,Frontiers Molecular Epidemiology Study,0.8,VALIDATED
AFR::AGO::Cuando Cubango,1992-01-01,1996-12-31,true,false,,,,,1996-12-31,10,Frontiers Molecular Epidemiology Study,0.8,VALIDATED
AFR::AGO::Cabinda,1992-01-01,1996-12-31,true,false,,,,,1996-12-31,10,Frontiers Molecular Epidemiology Study,0.8,VALIDATED
AFR::AGO,1973-01-01,1973-12-31,true,false,,,,,1973-12-31,11,BMC Cross-Border Transmission Study,0.8,VALIDATED
AFR::AGO,1977-01-01,1977-12-31,true,false,,,,,1977-12-31,11,BMC Cross-Border Transmission Study,0.8,VALIDATED
AFR::AGO::Malanje,2006-04-01,2006-07-31,true,false,,,,,2006-07-31,11,BMC Cross-Border Transmission Study,0.8,VALIDATED
AFR::AGO::Cabinda,2006-01-01,2006-12-31,true,false,,,,,2006-12-31,11,BMC Cross-Border Transmission Study,0.8,VALIDATED
AFR::AGO,2011-01-01,2017-12-31,true,false,,,,,2017-12-31,11,BMC Cross-Border Transmission Study,0.8,VALIDATED
AFR::AGO,2010-01-01,2010-12-31,true,false,,1484,,,2010-12-31,7,WHO AFRO Regional Bulletin March 2024,0.9,VALIDATED
AFR::AGO,2011-01-01,2011-12-31,true,false,,1810,,,2011-12-31,7,WHO AFRO Regional Bulletin March 2024,0.9,VALIDATED
AFR::AGO,2012-01-01,2012-12-31,true,false,,1215,,,2012-12-31,7,WHO AFRO Regional Bulletin March 2024,0.9,VALIDATED
AFR::AGO,2013-01-01,2013-12-31,true,false,,6655,,,2013-12-31,7,WHO AFRO Regional Bulletin March 2024,0.9,VALIDATED
AFR::AGO,2014-01-01,2014-12-31,true,false,,213,,,2014-12-31,7,WHO AFRO Regional Bulletin March 2024,0.9,VALIDATED
AFR::AGO,2016-01-01,2017-12-31,true,false,11,252,,,2017-12-31,6,UNICEF Angola 2018 Humanitarian Report,0.9,VALIDATED
AFR::AGO::Cabinda,2016-01-01,2017-12-31,true,false,,,,,2017-12-31,6,UNICEF Angola 2018 Humanitarian Report,0.9,VALIDATED
AFR::AGO::Zaire,2016-01-01,2017-12-31,true,false,,,,,2017-12-31,6,UNICEF Angola 2018 Humanitarian Report,0.9,VALIDATED
AFR::AGO,2018-01-01,2018-10-31,true,false,17,1038,,,2018-10-31,6,UNICEF Angola 2018 Humanitarian Report,0.9,VALIDATED
AFR::AGO,1987-01-01,1987-12-31,true,false,1460,16000,,9.1,1987-12-31,4,WHO Disease Outbreak News 2025,0.8,VALIDATED
AFR::AGO,1987-01-01,1996-12-31,true,false,,,,,1996-12-31,10,Frontiers Molecular Epidemiology Study,0.8,VALIDATED
AFR::AGO,2009-03-22,2009-03-28,true,false,,22,,,2009-04-01,21,Angola 2009 Flood Cholera Update,0.9,VALIDATED
AFR::AGO,2006-02-13,2006-04-18,true,false,646,13819,,5.0,2006-04-21,22,UNICEF Angola April 2006 Report,0.9,VALIDATED
AFR::AGO::Luanda,2006-02-13,2006-04-18,true,false,,,,,2006-04-21,22,UNICEF Angola April 2006 Report,0.9,VALIDATED
AFR::AGO::Kuanza Norte,2006-02-13,2006-04-18,true,false,,,,,2006-04-21,22,UNICEF Angola April 2006 Report,0.9,VALIDATED
AFR::AGO::Bengo,2006-02-13,2006-04-18,true,false,,,,,2006-04-21,22,UNICEF Angola April 2006 Report,0.9,VALIDATED
AFR::AGO::Benguela,2006-02-13,2006-04-18,true,false,,,,,2006-04-21,22,UNICEF Angola April 2006 Report,0.9,VALIDATED
AFR::AGO::Malanje,2006-02-13,2006-04-18,true,false,,,,,2006-04-21,22,UNICEF Angola April 2006 Report,0.9,VALIDATED
AFR::AGO::Namibe,2006-02-13,2006-04-18,true,false,,,,,2006-04-21,22,UNICEF Angola April 2006 Report,0.9,VALIDATED
AFR::AGO,1989-01-01,1989-12-31,true,false,,17601,,,1989-12-31,23,WHO GHO Angola Data 1989-1996,1.0,VALIDATED
AFR::AGO,1990-01-01,1990-12-31,true,false,,9527,,,1990-12-31,23,WHO GHO Angola Data 1989-1996,1.0,VALIDATED
AFR::AGO,1991-01-01,1991-12-31,true,false,,8590,,,1991-12-31,23,WHO GHO Angola Data 1989-1996,1.0,VALIDATED
AFR::AGO,1992-01-01,1992-12-31,true,false,,3608,,,1992-12-31,23,WHO GHO Angola Data 1989-1996,1.0,VALIDATED
AFR::AGO,1994-01-01,1994-12-31,true,false,,3443,,,1994-12-31,23,WHO GHO Angola Data 1989-1996,1.0,VALIDATED
AFR::AGO,1995-01-01,1995-12-31,true,false,,3295,,,1995-12-31,23,WHO GHO Angola Data 1989-1996,1.0,VALIDATED
AFR::AGO,1996-01-01,1996-12-31,true,false,,1306,,,1996-12-31,23,WHO GHO Angola Data 1989-1996,1.0,VALIDATED
AFR::AGO,2007-01-01,2007-12-31,true,false,,18422,,,2007-12-31,27,WHO Annual Cholera 2007-2009,1.0,VALIDATED
AFR::AGO,2008-01-01,2008-12-31,true,false,,10511,,,2008-12-31,27,WHO Annual Cholera 2007-2009,1.0,VALIDATED
AFR::AGO,2009-01-01,2009-12-31,true,false,,2019,,,2009-12-31,27,WHO Annual Cholera 2007-2009,1.0,VALIDATED
AFR::AGO::Luanda,2025-01-07,2025-03-23,true,false,,4432,,,2025-03-25,24,Angola 2025 District Level Data,0.7,VALIDATED
AFR::AGO::Benguela,2025-01-07,2025-03-23,true,false,34,525,,,2025-03-25,24,Angola 2025 District Level Data,0.7,VALIDATED
AFR::AGO::Malanje,2025-01-07,2025-03-23,true,false,9,272,,,2025-03-25,24,Angola 2025 District Level Data,0.7,VALIDATED
AFR::AGO::Kuanza Norte,2025-01-07,2025-03-23,true,false,40,835,,,2025-03-25,24,Angola 2025 District Level Data,0.7,VALIDATED
AFR::AGO::Uige,2025-01-07,2025-03-23,true,false,,15,,,2025-03-25,24,Angola 2025 District Level Data,0.7,VALIDATED
AFR::AGO::Cabinda,2025-01-07,2025-03-23,true,false,1,65,,,2025-03-25,24,Angola 2025 District Level Data,0.7,VALIDATED
AFR::AGO,2006-07-01,2006-11-30,true,false,,,,,2006-12-01,25,MSF Angola Cholera Two Waves 2006,0.8,VALIDATED
AFR::AGO,2006-11-01,2006-12-31,true,false,,1427,,,2006-12-31,25,MSF Angola Cholera Two Waves 2006,0.8,VALIDATED
AFR::AGO::Lubango,2006-11-01,2006-12-31,true,false,,600,,,2006-12-31,25,MSF Angola Cholera Two Waves 2006,0.8,VALIDATED
AFR::AGO,2006-01-01,2006-11-05,true,false,2382,58138,,,2006-11-05,25,MSF Angola Cholera Two Waves 2006,0.8,VALIDATED
AFR::AGO,1997-01-01,2005-12-31,true,false,0,0,0,0.0,2005-12-31,10,Frontiers Molecular Epidemiology Study,0.9,VALIDATED
AFR::AGO,2019-01-01,2024-12-31,true,false,0,0,0,0.0,2024-12-31,4,WHO Disease Outbreak News 2025,1.0,VALIDATED
AFR::AGO::Luanda,1992-01-01,1992-03-31,true,false,,350,,5.7,1992-03-31,29,Luanda Cholera 1992 Early Stage Study,0.9,VALIDATED,Academic Extraction,Q1 1992 outbreak provincial data,HIGH
