Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
29,JHU Cholera Database (UID: 21419),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection21419.csv,JHU cholera database entry with 32 observations. Frequency: Other (246). Updated: 2025-01-20,2023-01-01 to 2024-11-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
30,WHO AFRO Surveillance Report (UID: 20877),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20877.csv,JHU cholera database entry with 7 observations. Frequency: Other (24). Updated: 2024-02-09 Source tags: WHOafro,2018-03-23 to 2018-05-03,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
31,WHO AFRO Surveillance Report (UID: 20834),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20834.csv,JHU cholera database entry with 4 observations. Frequency: Other (23). Updated: 2025-03-17 Source tags: WHOafro,2018-01-08 to 2018-03-13,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
32,JHU Cholera Database (UID: 11396),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11396.csv,JHU cholera database entry with 1 observations. Frequency: Other (228). Updated: 2024-02-24,2008-08-01 to 2009-03-17,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
33,JHU Cholera Database (UID: 11291),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11291.csv,JHU cholera database entry with 1 observations. Frequency: Other (220). Updated: 2024-02-24,2008-08-20 to 2009-03-28,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
34,WHO AFRO Surveillance Report (UID: 20792),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20792.csv,JHU cholera database entry with 2 observations. Frequency: Other (22). Updated: 2025-03-17 Source tags: WHOafro,2018-01-08 to 2018-01-30,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
35,JHU Cholera Database (UID: 11368),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11368.csv,JHU cholera database entry with 1 observations. Frequency: Other (211). Updated: 2024-02-24,2008-08-01 to 2009-02-28,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
36,JHU Cholera Database (UID: 11224),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11224.csv,JHU cholera database entry with 1 observations. Frequency: Other (211). Updated: 2024-02-24,2008-08-01 to 2009-02-28,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
37,WHO AFRO Surveillance Report (UID: 20876),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20876.csv,JHU cholera database entry with 5 observations. Frequency: Other (21). Updated: 2024-02-09 Source tags: WHOafro,2018-04-05 to 2018-04-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
38,JHU Cholera Database (UID: 20430),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20430.csv,JHU cholera database entry with 1 observations. Frequency: Other (201). Updated: 2024-02-09,2008-08-01 to 2009-02-18,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
39,WHO AFRO Surveillance Report (UID: 21047),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection21047.csv,JHU cholera database entry with 5 observations. Frequency: Other (20). Updated: 2025-03-17 Source tags: WHOafro,2018-09-06 to 2018-12-12,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
40,JHU Cholera Database (UID: 21389),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection21389.csv,JHU cholera database entry with 2 observations. Frequency: Other (2). Updated: 2024-02-09,2022-11-22 to 2022-11-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
41,WHO AFRO Surveillance Report (UID: 20982),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20982.csv,JHU cholera database entry with 35 observations. Frequency: Other (2). Updated: 2025-03-17 Source tags: WHOafro,2018-09-01 to 2018-09-14,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
42,WHO AFRO Surveillance Report (UID: 20856),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20856.csv,JHU cholera database entry with 47 observations. Frequency: Other (2). Updated: 2025-03-17 Source tags: WHOafro,2018-03-22 to 2018-04-11,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
43,JHU Cholera Database (UID: 11431),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11431.csv,JHU cholera database entry with 1 observations. Frequency: Other (198). Updated: 2024-02-09,2008-08-01 to 2009-02-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
44,JHU Cholera Database (UID: 11435),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11435.csv,JHU cholera database entry with 1 observations. Frequency: Other (196). Updated: 2024-02-24,2008-08-01 to 2009-02-13,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
45,JHU Cholera Database (UID: 11413),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11413.csv,JHU cholera database entry with 1 observations. Frequency: Other (195). Updated: 2024-02-24,2008-08-01 to 2009-02-12,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
46,JHU Cholera Database (UID: 10846),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection10846.csv,JHU cholera database entry with 1 observations. Frequency: Other (191). Updated: 2024-02-19,2008-08-01 to 2009-02-08,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
47,WHO AFRO Surveillance Report (UID: 21043),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection21043.csv,JHU cholera database entry with 59 observations. Frequency: Other (19). Updated: 2025-03-17 Source tags: WHOafro,2018-09-04 to 2018-12-02,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
48,JHU Cholera Database (UID: 20429),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20429.csv,JHU cholera database entry with 1 observations. Frequency: Other (181). Updated: 2024-02-09,2008-08-01 to 2009-01-29,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
49,WHO AFRO Surveillance Report (UID: 21046),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection21046.csv,JHU cholera database entry with 5 observations. Frequency: Other (18). Updated: 2025-03-17 Source tags: WHOafro,2018-09-06 to 2018-12-07,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
50,JHU Cholera Database (UID: 12119),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection12119.csv,JHU cholera database entry with 1 observations. Frequency: Other (17). Updated: 2024-02-24,2005-12-20 to 2006-01-06,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
51,JHU Cholera Database (UID: 20389),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20389.csv,JHU cholera database entry with 89 observations. Frequency: Other (17). Updated: 2025-03-17,2018-09-04 to 2018-10-05,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
52,JHU Cholera Database (UID: 11433),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11433.csv,JHU cholera database entry with 1 observations. Frequency: Other (152). Updated: 2024-02-24,2008-08-01 to 2008-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
53,JHU Cholera Database (UID: 11408),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11408.csv,JHU cholera database entry with 1 observations. Frequency: Other (136). Updated: 2024-02-24,2008-08-01 to 2008-12-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
54,JHU Cholera Database (UID: 11387),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11387.csv,JHU cholera database entry with 1 observations. Frequency: Other (130). Updated: 2024-02-24,2008-08-01 to 2008-12-09,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
55,WHO AFRO Surveillance Report (UID: 20446),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20446.csv,JHU cholera database entry with 2 observations. Frequency: Other (130). Updated: 2024-02-09 Source tags: WHOafro,2018-09-06 to 2019-05-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
56,WHO AFRO Surveillance Report (UID: 20986),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20986.csv,JHU cholera database entry with 35 observations. Frequency: Other (13). Updated: 2025-03-17 Source tags: WHOafro,2018-09-01 to 2018-09-21,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
57,WHO AFRO Surveillance Report (UID: 20991),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20991.csv,JHU cholera database entry with 80 observations. Frequency: Other (13). Updated: 2025-03-17 Source tags: WHOafro,2018-09-01 to 2018-09-28,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
58,UNICEF Country Programme Report (UID: 21066),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection21066.csv,JHU cholera database entry with 413 observations. Frequency: Other (128). Updated: 2024-05-15 Source tags: UNICEFcp,2016-04-17 to 2022-05-12,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
59,JHU Cholera Database (UID: 11479),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11479.csv,JHU cholera database entry with 2 observations. Frequency: Other (126). Updated: 2024-02-24,2008-08-01 to 2008-12-09,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
60,JHU Cholera Database (UID: 20614),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20614.csv,JHU cholera database entry with 1 observations. Frequency: Other (124). Updated: 2024-02-09,2009-09-01 to 2010-01-03,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
61,JHU Cholera Database (UID: 11487),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11487.csv,JHU cholera database entry with 1 observations. Frequency: Other (122). Updated: 2024-02-24,2008-08-01 to 2008-12-01,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
62,JHU Cholera Database (UID: 20426),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20426.csv,JHU cholera database entry with 3 observations. Frequency: Other (122). Updated: 2025-03-17,2008-08-01 to 2008-12-01,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
63,WHO AFRO Surveillance Report (UID: 20781),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20781.csv,JHU cholera database entry with 3 observations. Frequency: Other (12). Updated: 2025-03-17 Source tags: WHOafro,2018-01-08 to 2018-01-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
64,JHU Cholera Database (UID: 11498),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11498.csv,JHU cholera database entry with 1 observations. Frequency: Other (106). Updated: 2024-02-24,2008-08-01 to 2008-11-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
65,JHU Cholera Database (UID: 20432),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20432.csv,JHU cholera database entry with 3 observations. Frequency: Other (104). Updated: 2024-02-09,2008-08-01 to 2009-05-30,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
66,WHO AFRO Surveillance Report (UID: 20889),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20889.csv,JHU cholera database entry with 61 observations. Frequency: Other (1). Updated: 2024-02-09 Source tags: WHOafro,2018-03-22 to 2018-05-16,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
67,WHO AFRO Surveillance Report (UID: 20973),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection20973.csv,JHU cholera database entry with 10 observations. Frequency: Other (1). Updated: 2024-02-09 Source tags: WHOafro,2018-09-06 to 2018-09-08,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
68,JHU Cholera Database (UID: 21390),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection21390.csv,JHU cholera database entry with 2 observations. Frequency: Daily. Updated: 2024-02-09,2022-01-19 to 2022-01-19,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
69,JHU Cholera Database (UID: 11147),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11147.csv,JHU cholera database entry with 1 observations. Frequency: Annual. Updated: 2024-03-15,2008-08-01 to 2009-07-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
70,JHU Cholera Database (UID: 10825),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection10825.csv,JHU cholera database entry with 18 observations. Frequency: Annual. Updated: 2024-02-18,1992-01-01 to 2009-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
71,JHU Cholera Database (UID: 11184),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11184.csv,JHU cholera database entry with 1 observations. Frequency: Annual. Updated: 2024-02-24,2008-08-01 to 2009-07-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
72,JHU Cholera Database (UID: 11282),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zimbabwe/ObservationCollection11282.csv,JHU cholera database entry with 1 observations. Frequency: Annual. Updated: 2024-02-24,2008-08-01 to 2009-07-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
