Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
23,JHU Cholera Database (UID: 21424),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection21424.csv,JHU cholera database entry with 74 observations. Frequency: Other (35). Updated: 2024-02-09,2017-01-01 to 2019-05-17,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
24,WHO AFRO Surveillance Report (UID: 20458),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20458.csv,JHU cholera database entry with 3 observations. Frequency: Other (31). Updated: 2024-02-09 Source tags: WHOafro,2017-01-05 to 2017-03-24,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
25,JHU Cholera Database (UID: 854),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection854.csv,JHU cholera database entry with 2 observations. Frequency: Other (31). Updated: 2024-02-09,2013-01-01 to 2013-03-03,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
26,JHU Cholera Database (UID: 848),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection848.csv,JHU cholera database entry with 1 observations. Frequency: Other (27). Updated: 2024-02-09,2010-01-13 to 2010-02-09,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
27,JHU Cholera Database (UID: 21146),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection21146.csv,JHU cholera database entry with 2 observations. Frequency: Other (263). Updated: 2024-02-09,2020-01-01 to 2020-09-20,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
28,JHU Cholera Database (UID: 833),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection833.csv,JHU cholera database entry with 30 observations. Frequency: Other (26). Updated: 2024-02-09,2006-01-01 to 2006-02-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
29,JHU Cholera Database (UID: 20386),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20386.csv,JHU cholera database entry with 30 observations. Frequency: Other (26). Updated: 2024-02-09,2017-01-01 to 2018-02-11,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
30,WHO AFRO Surveillance Report (UID: 20918),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20918.csv,JHU cholera database entry with 3 observations. Frequency: Other (258). Updated: 2024-02-09 Source tags: WHOafro,2017-08-17 to 2018-06-17,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
31,WHO AFRO Surveillance Report (UID: 20925),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20925.csv,JHU cholera database entry with 4 observations. Frequency: Other (244). Updated: 2024-02-09 Source tags: WHOafro,2017-08-12 to 2018-07-02,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
32,JHU Cholera Database (UID: 21401),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection21401.csv,JHU cholera database entry with 2 observations. Frequency: Other (222). Updated: 2024-08-25,2020-01-01 to 2021-03-21,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
33,WHO AFRO Surveillance Report (UID: 20830),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20830.csv,JHU cholera database entry with 3 observations. Frequency: Other (215). Updated: 2024-02-09 Source tags: WHOafro,2017-08-12 to 2018-03-15,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
34,JHU Cholera Database (UID: 21413),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection21413.csv,JHU cholera database entry with 26 observations. Frequency: Other (213). Updated: 2025-01-11,2022-09-01 to 2024-11-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
35,JHU Cholera Database (UID: 837),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection837.csv,JHU cholera database entry with 1 observations. Frequency: Other (21). Updated: 2024-02-09,2008-01-01 to 2008-01-22,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
36,JHU Cholera Database (UID: 844),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection844.csv,JHU cholera database entry with 2 observations. Frequency: Other (21). Updated: 2024-02-09,2008-12-01 to 2009-01-13,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
37,WHO AFRO Surveillance Report (UID: 20824),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20824.csv,JHU cholera database entry with 1 observations. Frequency: Other (208). Updated: 2024-02-09 Source tags: WHOafro,2017-08-12 to 2018-03-08,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
38,WHO AFRO Surveillance Report (UID: 20862),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20862.csv,JHU cholera database entry with 3 observations. Frequency: Other (191). Updated: 2024-02-09 Source tags: WHOafro,2017-08-12 to 2018-04-08,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
39,WHO AFRO Surveillance Report (UID: 20809),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20809.csv,JHU cholera database entry with 1 observations. Frequency: Other (190). Updated: 2024-02-09 Source tags: WHOafro,2017-08-12 to 2018-02-18,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
40,JHU Cholera Database (UID: 852),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection852.csv,JHU cholera database entry with 1 observations. Frequency: Other (19). Updated: 2024-02-09,2012-02-01 to 2012-02-20,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
41,WHO AFRO Surveillance Report (UID: 20804),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20804.csv,JHU cholera database entry with 1 observations. Frequency: Other (183). Updated: 2024-02-09 Source tags: WHOafro,2017-08-12 to 2018-02-11,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
42,WHO AFRO Surveillance Report (UID: 20853),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20853.csv,JHU cholera database entry with 3 observations. Frequency: Other (176). Updated: 2024-02-09 Source tags: WHOafro,2017-08-17 to 2018-03-31,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
43,WHO AFRO Surveillance Report (UID: 20790),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20790.csv,JHU cholera database entry with 1 observations. Frequency: Other (167). Updated: 2024-02-09 Source tags: WHOafro,2017-08-12 to 2018-01-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
44,JHU Cholera Database (UID: 21461),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection21461.csv,JHU cholera database entry with 8 observations. Frequency: Other (158). Updated: 2024-08-25,2022-09-14 to 2023-02-19,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
45,JHU Cholera Database (UID: 838),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection838.csv,JHU cholera database entry with 2 observations. Frequency: Other (155). Updated: 2024-02-09,2007-10-01 to 2008-03-04,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
46,JHU Cholera Database (UID: 20597),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20597.csv,JHU cholera database entry with 1 observations. Frequency: Other (13). Updated: 2024-02-09,2005-09-19 to 2005-10-02,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
47,WHO AFRO Surveillance Report (UID: 20760),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20760.csv,JHU cholera database entry with 1 observations. Frequency: Other (125). Updated: 2024-02-09 Source tags: WHOafro,2017-08-12 to 2017-12-15,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
48,WHO AFRO Surveillance Report (UID: 20746),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection20746.csv,JHU cholera database entry with 1 observations. Frequency: Other (117). Updated: 2024-02-09 Source tags: WHOafro,2017-08-12 to 2017-12-07,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
49,JHU Cholera Database (UID: 845),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection845.csv,JHU cholera database entry with 1 observations. Frequency: Other (112). Updated: 2024-02-09,2008-10-01 to 2009-01-21,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
50,JHU Cholera Database (UID: 846),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection846.csv,JHU cholera database entry with 3 observations. Frequency: Other (109). Updated: 2024-02-09,2008-12-20 to 2009-10-06,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
51,JHU Cholera Database (UID: 21404),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection21404.csv,JHU cholera database entry with 7 observations. Frequency: Other (102). Updated: 2024-08-25,2022-09-14 to 2023-02-19,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
52,JHU Cholera Database (UID: 834),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection834.csv,JHU cholera database entry with 5 observations. Frequency: Other (10). Updated: 2024-02-09,2006-03-09 to 2006-04-03,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
53,JHU Cholera Database (UID: 21130),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection21130.csv,JHU cholera database entry with 40 observations. Frequency: Monthly. Updated: 2024-02-09,2017-08-14 to 2018-04-11,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
54,JHU Cholera Database (UID: 10065),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection10065.csv,JHU cholera database entry with 10 observations. Frequency: Annual. Updated: 2024-02-09,2000-01-01 to 2009-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
55,WHO Annual Cholera Report (UID: 326),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Mozambique/ObservationCollection326.csv,JHU cholera database entry with 55 observations. Frequency: Annual. Updated: 2024-09-26 Source tags: WHOannual,1973-01-01 to 2023-12-31,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
