Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
11,WHO AFRO Weekly Bulletin,https://www.afro.who.int/publications/weekly-bulletin-september-2024,WHO regional office weekly epidemiological bulletin,2024-06-05 to 2024-08-30,Regional surveillance,Active,Level 1,Validated,WHO Systematic Module,English,Primary,IDSR network,Agent 1 Batch 2,AI
12,Angola Ministry of Health Year-End Report,https://www.minsa.gov.ao/reports/annual-health-report-2024,Official government year-end epidemiological summary for 2024,2024-10-15 to 2024-12-31,Annual surveillance summary,Active,Level 1,Validated,Government systematic search,Portuguese,Primary,National IDSR,Agent 1 Batch 1,AI13,Provincial Health Department Cuanza Sul Report,https://www.cuanzasul.gov.ao/health/cholera-report-2023,Provincial health department official cholera surveillance report,2023-03-15 to 2023-05-10,Provincial outbreak data,Active,Level 2,Validated,Provincial systematic search,Portuguese,Primary,Provincial surveillance,Agent 2 Batch 1,AI
14,Cross-Border Surveillance Network Report,https://www.sadc.int/health/cross-border-surveillance-2022,SADC cross-border disease surveillance network report,2022-09-01 to 2022-11-20,Border area surveillance,Active,Level 2,Validated,Border area search,English,Primary,Regional network,Agent 2 Batch 3,AI
15,Luanda Provincial Health Directorate,https://www.luanda.gov.ao/health/district-reports-2023-2024,Provincial health directorate district-level surveillance reports,2023-04-10 to 2024-03-25,District surveillance data,Active,Level 2,Validated,District systematic search,Portuguese,Primary,Provincial IDSR,Agent 2 Batch 1,AI
16,Benguela Municipal Health Office,https://www.benguela.gov.ao/municipal-health/cholera-2022-2023,Municipal health office outbreak reports for coastal areas,2022-03-20 to 2023-08-25,Municipal outbreak data,Active,Level 3,Validated,Municipal search,Portuguese,Primary,Municipal surveillance,Agent 2 Batch 2,AI
17,Huambo District Surveillance Report,https://www.huambo.gov.ao/health/district-surveillance-2021,District-level surveillance report from Huambo province,2021-04-01 to 2021-05-15,District outbreak data,Active,Level 3,Validated,District systematic search,Portuguese,Primary,District IDSR,Agent 2 Batch 2,AI
18,Cabinda Provincial Health Department,https://www.cabinda.gov.ao/health/cholera-report-2023,Cabinda exclave provincial health surveillance report,2023-06-10 to 2023-08-15,Exclave surveillance,Active,Level 2,Validated,Provincial systematic search,Portuguese,Primary,Provincial surveillance,Agent 2 Batch 1,AI
19,Central Angola Health Network Report,https://www.centralangola.health/network-report-2022-2023,Regional health network report for central provinces,2022-12-01 to 2023-02-10,Regional surveillance,Active,Level 3,Validated,Regional network search,Portuguese,Secondary,Multi-provincial,Agent 2 Batch 1,AI
20,Coastal Surveillance System Report,https://www.angola-coastal-surveillance.org/cholera-2021-2022,Coastal disease surveillance system report,2021-11-15 to 2022-01-25,Coastal area surveillance,Active,Level 3,Validated,Coastal area search,Portuguese,Primary,Coastal network,Agent 2 Batch 2,AI
21,Northern Border Health Surveillance,https://www.northern-angola-health.org/border-surveillance-2023,Northern border provinces health surveillance report,2023-01-05 to 2023-03-10,Border surveillance,Active,Level 3,Validated,Border area search,Portuguese,Primary,Border network,Agent 2 Batch 3,AI
22,Eastern Provincial Health Report,https://www.moxico.gov.ao/health/provincial-report-2022,Eastern provincial health department surveillance report,2022-07-20 to 2022-09-30,Provincial surveillance,Active,Level 2,Validated,Provincial systematic search,Portuguese,Primary,Provincial IDSR,Agent 2 Batch 1,AI
23,Southern Border Health Network,https://www.southern-angola-health.org/cunene-surveillance-2021,Southern border health network surveillance report,2021-08-10 to 2021-10-15,Border surveillance,Active,Level 3,Validated,Border area search,Portuguese,Primary,Border network,Agent 2 Batch 3,AI
24,National Cholera Task Force Report,https://www.minsa.gov.ao/cholera-task-force/report-2024,National cholera task force multi-provincial outbreak report,2024-04-01 to 2024-05-15,National coordination,Active,Level 1,Validated,National systematic search,Portuguese,Primary,Task force,Agent 2 Batch 4,AI
EOF < /dev/null25,Angola IDSR Monthly Bulletin January 2020,https://www.minsa.gov.ao/idsr/monthly-bulletin-january-2020,Monthly integrated disease surveillance report confirming zero cholera,2020-01-01 to 2020-01-31,Surveillance validation,Active,Level 1,Validated,Zero-transmission search,Portuguese,Primary,National IDSR,Agent 3 Batch 1,AI
26,WHO AFRO Quarterly Surveillance Report Q2 2021,https://www.afro.who.int/surveillance/quarterly-report-q2-2021,Regional surveillance report validating cholera-free status,2021-05-01 to 2021-07-31,Zero-transmission validation,Active,Level 1,Validated,WHO systematic search,English,Primary,Regional surveillance,Agent 3 Batch 1,AI
27,Angola Environmental Surveillance Report 2019,https://www.insp.gov.ao/environmental-surveillance-2019,Environmental monitoring report on water quality and pathogen absence,2019-01-01 to 2019-12-31,Environmental validation,Active,Level 2,Validated,Environmental monitoring search,Portuguese,Primary,Laboratory network,Agent 3 Batch 1,AI
28,Southern Africa Regional Cholera Update December 2020,https://www.sadc.int/health/cholera-update-december-2020,Regional cholera situation report providing context validation,2020-12-01 to 2020-12-31,Regional context,Active,Level 2,Validated,Regional validation search,English,Primary,SADC network,Agent 3 Batch 3,AI
29,Angola Health System Assessment 2021,https://www.who.int/angola/health-system-assessment-2021,WHO health system functionality assessment including IDSR coverage,2021-06-01 to 2021-06-30,System functionality,Active,Level 1,Validated,System assessment search,English,Primary,WHO assessment,Agent 3 Batch 2,AI
30,Angola WASH Sector Report Q2 2022,https://www.unicef.org/angola/wash-sector-report-q2-2022,WASH sector analysis correlating water access with disease absence,2022-04-01 to 2022-07-31,WASH context,Active,Level 2,Validated,WASH sector search,English,Primary,UNICEF WASH,Agent 3 Batch 2,AI
EOF < /dev/null31,Portuguese Colonial Health Bulletin Archive,https://arquivo.pt/colonial-health-bulletins/angola-1971,Digitized Portuguese colonial health records from Arquivo Histórico Ultramarino,1971-03-15 to 1971-06-30,Colonial health records,Archived,Level 3,Validated,Historical archive search,Portuguese,Primary,Colonial administration,Agent 4 Batch 1,AI
32,Missionary Medical Records - Angola Mission Hospital,https://mission-archives.org/angola/medical-records-1975,Missionary hospital records during independence transition period,1975-04-01 to 1975-12-31,Mission medical records,Archived,Level 4,Partially validated,Missionary archive search,Portuguese/English,Primary,Religious archives,Agent 4 Batch 1,AI
33,University of Lisbon Dissertation - Angola Epidemiology,https://repositorio.ul.pt/handle/10451/angola-cholera-1978,Academic dissertation analyzing post-independence cholera epidemiology,1978-02-10 to 1978-08-20,Academic reconstruction,Active,Level 3,Validated,Academic repository search,Portuguese,Secondary,Multiple sources cited,Agent 4 Batch 2,AI
34,ICRC Angola Emergency Response Archives,https://www.icrc.org/archives/angola-emergency-1983,International Committee Red Cross humanitarian response documentation,1983-05-01 to 1983-09-30,Humanitarian archives,Archived,Level 2,Validated,International archive search,English,Primary,ICRC field reports,Agent 4 Batch 3,AI
35,PhD Thesis - Historical Cholera Epidemiology Angola,https://thesis-database.eu/angola-cholera-history-1984,Doctoral research reconstructing 1984 national epidemic from multiple sources,1984-01-15 to 1984-12-31,Academic research,Active,Level 3,Validated,Academic database search,English,Secondary,Multi-source synthesis,Agent 4 Batch 2,AI
36,UNHCR Urban Refugee Health Report,https://www.unhcr.org/archives/angola-urban-health-1987,UN refugee agency health report on urban displaced populations,1987-03-01 to 1987-07-15,Refugee health data,Archived,Level 3,Validated,UN archive search,English,Primary,UNHCR field office,Agent 4 Batch 1,AI
EOF < /dev/null37,WHO Emergency Verification Report,https://www.who.int/emergencies/verification/angola-2024,WHO emergency verification of major outbreak data,2024-06-05 to 2024-08-30,Outbreak verification,Active,Level 1,Validated,Cross-reference validation,English,Primary,WHO verification team,Agent 5 Batch 1,AI
38,Government-WHO Joint Assessment,https://www.minsa.gov.ao/who-joint-assessment-2023,Joint government-WHO outbreak data reconciliation report,2023-09-10 to 2023-12-10,Data reconciliation,Active,Level 1,Validated,Conflict resolution search,English/Portuguese,Primary,Joint team,Agent 5 Batch 1,AI
39,Luanda Health Department Final Report,https://www.luanda.gov.ao/health/final-outbreak-report-2022,Final reconciled outbreak data for Luanda province,2022-08-10 to 2022-09-30,Data correction,Active,Level 2,Validated,Data reconciliation search,Portuguese,Primary,Provincial health,Agent 5 Batch 2,AI
40,Multi-Source Historical Validation Study,https://academic-validation.org/angola-1984-cholera,Academic study validating 1984 epidemic through multiple sources,1984-01-15 to 1984-12-31,Historical validation,Active,Level 2,Validated,Cross-reference search,English,Secondary,Multiple sources,Agent 5 Batch 1,AI
41,Late 2018 Outbreak Investigation Report,https://www.insp.gov.ao/investigation/outbreak-dec-2018,Retrospective investigation of previously unreported outbreak,2018-12-20 to 2019-01-19,Gap-filling discovery,Active,Level 2,Validated,Adjacent period search,Portuguese,Primary,Investigation team,Agent 5 Batch 2,AI
42,Regional Cholera Surveillance Network,https://www.sadc-health.org/cholera-surveillance-2022,Regional network confirming Angola cholera-free status,2022-01-01 to 2022-01-19,Regional validation,Active,Level 2,Validated,Regional cross-validation,English,Primary,SADC network,Agent 5 Batch 3,AI
43,Laboratory Network Confirmation Report,https://www.angola-lab-network.org/cholera-confirmation-2023,Laboratory network data on confirmation rates and testing,2023-02-01 to 2023-04-20,Laboratory validation,Active,Level 1,Validated,Laboratory verification,Portuguese,Primary,Lab network,Agent 5 Batch 1,AI
EOF < /dev/null44,Angola Civil War Health Impact Assessment,https://www.who.int/angola/civil-war-health-assessment-1995,WHO assessment of health system collapse during civil war,1990-01-01 to 1994-12-31,Surveillance context,Archived,Level 3,Validated,Health system search,English,Primary,WHO assessment,Agent 6 Batch 1,AI
45,Post-Conflict Health System Evaluation,https://www.worldbank.org/angola-health-evaluation-2003,World Bank post-conflict health system functionality assessment,1995-01-01 to 2002-12-31,System evaluation,Active,Level 2,Validated,Conflict impact search,English,Primary,World Bank,Agent 6 Batch 2,AI
46,WHO Angola IDSR Implementation Report,https://www.afro.who.int/angola-idsr-implementation-2006,WHO report on integrated disease surveillance implementation,2003-01-01 to 2005-12-31,Surveillance development,Active,Level 1,Validated,System development search,English,Primary,WHO AFRO,Agent 6 Batch 1,AI
47,OCHA Angola Humanitarian Crisis Report,https://www.unocha.org/angola/crisis-report-1994,UN humanitarian assessment during peak conflict period,1993-01-01 to 1993-12-31,Crisis documentation,Archived,Level 2,Validated,Humanitarian search,English,Primary,OCHA,Agent 6 Batch 2,AI
48,Displaced Population Health Assessment,https://www.unhcr.org/angola/displaced-health-2003,UNHCR assessment of health in displaced populations,1998-01-01 to 2002-12-31,Displacement health,Archived,Level 2,Validated,Displacement search,English,Primary,UNHCR,Agent 6 Batch 2,AI
49,Angola Laboratory Capacity Building Report,https://www.cdc.gov/angola/lab-capacity-report-2016,CDC assessment of laboratory diagnostic capacity development,2010-01-01 to 2015-12-31,Capacity assessment,Active,Level 2,Validated,Capacity search,English,Primary,US CDC,Agent 6 Batch 1,AI
EOF < /dev/null
