Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
31,WHO AFRO Surveillance Report (UID: 20907),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection20907.csv,JHU cholera database entry with 2 observations. Frequency: Other (26). Updated: 2024-02-09 Source tags: WHOafro,2018-04-29 to 2018-06-20,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
32,WHO AFRO Surveillance Report (UID: 20697),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection20697.csv,JHU cholera database entry with 1 observations. Frequency: Other (22). Updated: 2024-02-09 Source tags: WHOafro,2017-09-25 to 2017-10-17,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
33,JHU Cholera Database (UID: 20477),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection20477.csv,JHU cholera database entry with 2 observations. Frequency: Other (20). Updated: 2024-02-09,2010-04-16 to 2010-05-22,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
34,JHU Cholera Database (UID: 20599),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection20599.csv,JHU cholera database entry with 1 observations. Frequency: Other (20). Updated: 2024-02-09,2005-09-26 to 2005-10-16,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
35,JHU Cholera Database (UID: 21420),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection21420.csv,JHU cholera database entry with 12 observations. Frequency: Other (199). Updated: 2025-01-13,2023-01-01 to 2024-11-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
36,WHO AFRO Surveillance Report (UID: 20723),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection20723.csv,JHU cholera database entry with 4 observations. Frequency: Other (19). Updated: 2024-02-09 Source tags: WHOafro,2015-11-06 to 2017-11-16,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
37,UNICEF Country Programme Report (UID: 20373),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection20373.csv,JHU cholera database entry with 107 observations. Frequency: Other (17). Updated: 2024-05-14 Source tags: UNICEFcp,2017-01-02 to 2019-06-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
38,JHU Cholera Database (UID: 21456),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection21456.csv,JHU cholera database entry with 1 observations. Frequency: Other (17). Updated: 2024-08-17,2023-07-07 to 2023-07-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
39,WHO AFRO Surveillance Report (UID: 20686),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection20686.csv,JHU cholera database entry with 1 observations. Frequency: Other (15). Updated: 2024-02-09 Source tags: WHOafro,2017-09-25 to 2017-10-10,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
40,JHU Cholera Database (UID: 801),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection801.csv,JHU cholera database entry with 3 observations. Frequency: Other (134). Updated: 2024-05-03,2013-04-18 to 2013-08-30,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
41,JHU Cholera Database (UID: 4901),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection4901.csv,JHU cholera database entry with 60 observations. Frequency: Other (13). Updated: 2024-05-03,2015-04-06 to 2015-12-27,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
42,JHU Cholera Database (UID: 5098),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection5098.csv,JHU cholera database entry with 115 observations. Frequency: Other (12). Updated: 2024-05-03,2015-04-06 to 2016-01-06,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
43,JHU Cholera Database (UID: 20619),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection20619.csv,JHU cholera database entry with 3 observations. Frequency: Other (11). Updated: 2024-02-09,2012-03-21 to 2012-04-14,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
44,JHU Cholera Database (UID: 20557),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection20557.csv,JHU cholera database entry with 2 observations. Frequency: Other (100). Updated: 2024-02-09,2012-02-01 to 2012-07-19,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
45,WHO AFRO Surveillance Report (UID: 20836),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection20836.csv,JHU cholera database entry with 40 observations. Frequency: Other (1). Updated: 2024-02-09 Source tags: WHOafro,2018-02-11 to 2018-03-21,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
46,JHU Cholera Database (UID: 21134),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection21134.csv,JHU cholera database entry with 72 observations. Frequency: Other (1). Updated: 2024-02-09,2018-02-11 to 2018-04-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
47,WHO AFRO Surveillance Report (UID: 20857),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection20857.csv,JHU cholera database entry with 62 observations. Frequency: Other (1). Updated: 2024-02-09 Source tags: WHOafro,2018-02-12 to 2018-04-15,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
48,JHU Cholera Database (UID: 20259),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection20259.csv,JHU cholera database entry with 285 observations. Frequency: Monthly. Updated: 2024-05-03,1997-01-01 to 2010-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
49,JHU Cholera Database (UID: 11983),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection11983.csv,JHU cholera database entry with 30 observations. Frequency: Monthly. Updated: 2024-05-03,2002-08-01 to 2003-01-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
50,JHU Cholera Database (UID: 5099),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection5099.csv,JHU cholera database entry with 47 observations. Frequency: Daily. Updated: 2024-05-03,2015-12-06 to 2016-01-21,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
51,JHU Cholera Database (UID: 10678),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection10678.csv,JHU cholera database entry with 65 observations. Frequency: Daily. Updated: 2024-05-03,2010-04-21 to 2010-06-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
52,JHU Cholera Database (UID: 10461),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection10461.csv,JHU cholera database entry with 7 observations. Frequency: Annual. Updated: 2024-05-03,2001-01-01 to 2007-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
53,JHU Cholera Database (UID: 5015),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection5015.csv,JHU cholera database entry with 678 observations. Frequency: Annual. Updated: 2024-02-09,2011-01-01 to 2016-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
54,JHU Cholera Database (UID: 10054),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Uganda/ObservationCollection10054.csv,JHU cholera database entry with 14 observations. Frequency: Annual. Updated: 2024-05-03,2007-01-01 to 2011-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
