Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
32,PHIM Malawi IDSR Weekly Epidemiological Bulletin Week 20 2026,https://phim.health.gov.mw/idsr-epidemiological-bulletin-week-20/,"Public Health Institute of Malawi weekly IDSR bulletin, epi-week 20 of 2026, cholera section",2026 epi-week 20,National/Weekly/Cases/Deaths/CFR,Active,Level 1,Pending,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 20 2026 cholera,English,0,,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 20 2026 cholera,AI
33,PHIM Malawi IDSR Weekly Epidemiological Bulletin Week 21 2026,https://phim.health.gov.mw/idsr-epidemiological-bulletin-week-21/,"Public Health Institute of Malawi weekly IDSR bulletin, epi-week 21 of 2026, cholera section",2026 epi-week 21,National/Weekly/Cases/Deaths/CFR,Active,Level 1,Pending,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 21 2026 cholera,English,0,,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 21 2026 cholera,AI
34,PHIM Malawi IDSR Weekly Epidemiological Bulletin Week 22 2026,https://phim.health.gov.mw/idsr-epidemiological-bulletin-week-22/,"Public Health Institute of Malawi weekly IDSR bulletin, epi-week 22 of 2026, cholera section",2026 epi-week 22,National/Weekly/Cases/Deaths/CFR,Active,Level 1,Pending,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 22 2026 cholera,English,0,,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 22 2026 cholera,AI
35,PHIM Malawi IDSR Weekly Epidemiological Bulletin Week 23 2026,https://phim.health.gov.mw/idsr-epidemiological-bulletin-week-23/,"Public Health Institute of Malawi weekly IDSR bulletin, epi-week 23 of 2026, cholera section",2026 epi-week 23,National/Weekly/Cases/Deaths/CFR,Active,Level 1,Pending,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 23 2026 cholera,English,0,,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 23 2026 cholera,AI
36,PHIM Malawi IDSR Weekly Epidemiological Bulletin Week 24 2026,https://phim.health.gov.mw/idsr-epidemiological-bulletin-week-24/,"Public Health Institute of Malawi weekly IDSR bulletin, epi-week 24 of 2026, cholera section",2026 epi-week 24,National/Weekly/Cases/Deaths/CFR,Active,Level 1,Pending,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 24 2026 cholera,English,0,,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 24 2026 cholera,AI
37,PHIM Malawi IDSR Weekly Epidemiological Bulletin Week 25 2026,https://phim.health.gov.mw/idsr-epidemiological-bulletin-week-25/,"Public Health Institute of Malawi weekly IDSR bulletin, epi-week 25 of 2026, cholera section",2026 epi-week 25,National/Weekly/Cases/Deaths/CFR,Active,Level 1,Pending,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 25 2026 cholera,English,0,,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 25 2026 cholera,AI
38,PHIM Malawi IDSR Weekly Epidemiological Bulletin Week 26 2026,https://phim.health.gov.mw/idsr-epidemiological-bulletin-week-26/,"Public Health Institute of Malawi weekly IDSR bulletin, epi-week 26 of 2026, cholera section",2026 epi-week 26,National/Weekly/Cases/Deaths/CFR,Active,Level 1,Pending,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 26 2026 cholera,English,0,,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 26 2026 cholera,AI
39,PHIM Malawi IDSR Weekly Epidemiological Bulletin Week 27 2026,https://phim.health.gov.mw/idsr-epidemiological-bulletin-week-27/,"Public Health Institute of Malawi weekly IDSR bulletin, epi-week 27 of 2026, cholera section",2026 epi-week 27,National/Weekly/Cases/Deaths/CFR,Active,Level 1,Pending,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 27 2026 cholera,English,0,,WebSearch+WebFetch: phim.health.gov.mw IDSR Epidemiological Bulletin Week 27 2026 cholera,AI
40,"WHO Weekly Epidemiological Record No. 29, 18 July 1975 - Cholera in 1974, Table 1",https://iris.who.int/items/2c2cdd15-dfc7-433e-ad1b-cba48b24ca09,"WER 50(29):261-262, annual cholera review 'CHOLERA IN 1974'. Table 1 'Cases of Cholera Notified to WHO, 1974' gives the country-level notification totals; Table 2 gives the 1970-1974 global series. Africa total 7,877; world total 99,141.",1974,National/Annual/Cases,Active,Level 1,Pending,WHO IRIS discovery API query 'cholera in 1974' -> item 2c2cdd15 -> ORIGINAL bitstream PDF -> pdftotext -layout,English/French,0,WHO GHO CHOLERA_0000000001 (which omits Malawi 1974); CDC MMWR 25(27) Cholera in 1975,WHO IRIS discovery API query 'cholera in 1974' -> item 2c2cdd15 -> ORIGINAL bitstream PDF -> pdftotext -layout,AI
41,"WHO Global Health Observatory - Number of reported cases of cholera (CHOLERA_0000000001), Malawi series",https://ghoapi.azureedge.net/api/CHOLERA_0000000001,"WHO official annual cholera notification series for Malawi as published in the Global Health Observatory. Years present: 1973, 1976-1978, 1981, 1983, 1988-2012, 2015, 2016. Years absent (no notification recorded): 1970-1972, 1974, 1975, 1979, 1980, 1982, 1984-1987, 2013, 2014.",1973-2016,National/Annual/Cases/Deaths,Active,Level 1,Pending,WHO GHO OData API filtered SpatialDim eq 'MWI' for indicators CHOLERA_0000000001 and CHOLERA_0000000002,English,0,WER annual cholera reviews; JHU cholera database,WHO GHO OData API filtered SpatialDim eq 'MWI' for indicators CHOLERA_0000000001 and CHOLERA_0000000002,AI
42,"CDC MMWR 25(27), 16 July 1976 - Cholera in 1975 Worldwide, Table 2",https://stacks.cdc.gov/view/cdc/1094/cdc_1094_DS1.pdf,"MMWR International Notes reproducing the WHO annual cholera notification table for 1975. Table 2 'Cases of cholera notified to WHO, 1975' lists the 14 African countries reporting; Malawi is NOT among them. Africa total 5,586; world total 87,475.",1974-1975,Regional/Annual/Cases,Active,Level 1,Pending,WebSearch: MMWR cholera in 1974 worldwide cases notified to WHO table stacks.cdc.gov,English,0,WER Cholera in 1974; WHO GHO cholera series,WebSearch: MMWR cholera in 1974 worldwide cases notified to WHO table stacks.cdc.gov,AI
43,"WHO Weekly Epidemiological Record No. 27, 1974 - Cholera in 1973 (WER 49:229-231)",https://iris.who.int/items/68a120f0-57ba-451c-9e10-900462644da5,"WER annual cholera review for 1973. States that Malawi reported cholera for the FIRST TIME in October 1973, establishing that Malawi was free of notified cholera through 1970-1972. Table 1 'Cases of Cholera Notified to WHO, 1973' gives Malawi 371 (Africa total 8,850).",1970-1973,National/Annual/Cases/First-notification,Active,Level 1,Pending,WHO IRIS discovery API query 'CHOLERA IN 1973' -> item 68a120f0 -> ORIGINAL bitstream WER4927_229-231.PDF -> pdftotext -layout,English/French,0,WER Cholera in 1972 (48:297-299); WER Cholera in 1974 (50:261-262); WHO GHO CHOLERA_0000000001,WHO IRIS discovery API query 'CHOLERA IN 1973' -> item 68a120f0 -> ORIGINAL bitstream WER4927_229-231.PDF -> pdftotext -layout,AI
44,"WHO Weekly Epidemiological Record No. 30, 27 July 1973 - Cholera in 1972, Table 1 (WER 48:297-299)",https://iris.who.int/items/db7c265d-971f-4eb6-aae5-cce48ee14d8e,"WER annual cholera review for 1972. Table 1 enumerates the 18 African countries that notified cholera in 1972 (Algeria, Angola, Cameroon, Chad, Dahomey, French Territory of the Afars and the Issas, Ghana, Kenya, Liberia, Mali, Mauritania, Morocco, Niger, Nigeria, Senegal, Togo, Tunisia, Upper Volta; Africa total 6,891). Malawi is NOT among them.",1972,Regional/Annual/Cases,Active,Level 1,Pending,WHO IRIS discovery API query 'CHOLERA IN 1972' -> item db7c265d -> ORIGINAL bitstream WER4830_297-299.PDF,English/French,0,WER Cholera in 1973; WER Cholera in 1971,WHO IRIS discovery API query 'CHOLERA IN 1972' -> item db7c265d -> ORIGINAL bitstream WER4830_297-299.PDF,AI
45,"WHO Weekly Epidemiological Record No. 18, 30 April 1976 - Cholera in 1975, Table 1 (WER 51:137-138)",https://iris.who.int/items/707929f0-4347-431a-aa11-8aad6320d669,"WER annual cholera review for 1975. Table 1 enumerates the African countries that notified cholera in 1975 (Algeria, Angola, Benin, Cape Verde, Comoros, Ghana, Kenya, Liberia, Mozambique, Nigeria, Southern Rhodesia, Uganda, United Republic of Cameroon, Upper Volta; Africa total 5,586). Malawi is NOT among them. Independently reproduced by CDC MMWR 25(27) Table 2.",1975,Regional/Annual/Cases,Active,Level 1,Pending,WHO IRIS discovery API query 'CHOLERA IN 1975' -> item 707929f0 -> ORIGINAL bitstream WER5118_137-138.PDF,English/French,0,CDC MMWR 25(27) 16 July 1976; WHO GHO CHOLERA_0000000001,WHO IRIS discovery API query 'CHOLERA IN 1975' -> item 707929f0 -> ORIGINAL bitstream WER5118_137-138.PDF,AI
