Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
24,JHU Cholera Database (UID: 21245),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21245.csv,JHU cholera database entry with 5 observations. Frequency: Other (4). Updated: 2024-02-09,2012-12-30 to 2013-01-04,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
25,JHU Cholera Database (UID: 21373),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21373.csv,JHU cholera database entry with 51 observations. Frequency: Other (4). Updated: 2024-02-09,2022-04-08 to 2022-04-19,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
26,WHO AFRO Surveillance Report (UID: 20779),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20779.csv,JHU cholera database entry with 2 observations. Frequency: Other (38). Updated: 2024-02-09 Source tags: WHOafro,2017-11-04 to 2018-01-20,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
27,WHO AFRO Surveillance Report (UID: 20835),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20835.csv,JHU cholera database entry with 15 observations. Frequency: Other (38). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04 to 2018-03-19,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
28,JHU Cholera Database (UID: 12434),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection12434.csv,JHU cholera database entry with 1 observations. Frequency: Other (37). Updated: 2024-02-09,2003-11-28 to 2004-01-04,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
29,JHU Cholera Database (UID: 20612),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20612.csv,JHU cholera database entry with 2 observations. Frequency: Other (36). Updated: 2024-02-09,2010-01-01 to 2010-02-06,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
30,WHO AFRO Surveillance Report (UID: 20765),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20765.csv,JHU cholera database entry with 14 observations. Frequency: Other (36). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04 to 2017-12-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
31,WHO AFRO Surveillance Report (UID: 20750),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20750.csv,JHU cholera database entry with 4 observations. Frequency: Other (35). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04 to 2017-12-12,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
32,JHU Cholera Database (UID: 225),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection225.csv,JHU cholera database entry with 27 observations. Frequency: Other (35). Updated: 2024-02-09,2016-01-03 to 2016-05-09,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
33,WHO AFRO Surveillance Report (UID: 20782),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20782.csv,JHU cholera database entry with 25 observations. Frequency: Other (31). Updated: 2024-02-09 Source tags: WHOafro,2017-10-02 to 2018-01-23,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
34,JHU Cholera Database (UID: 21246),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21246.csv,JHU cholera database entry with 2 observations. Frequency: Other (3). Updated: 2024-02-09,2017-03-15 to 2017-03-20,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
35,WHO AFRO Surveillance Report (UID: 20707),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20707.csv,JHU cholera database entry with 7 observations. Frequency: Other (27). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04 to 2017-10-31,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
36,JHU Cholera Database (UID: 21240),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21240.csv,JHU cholera database entry with 1 observations. Frequency: Other (265). Updated: 2024-02-09,2012-01-02 to 2012-09-23,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
37,WHO AFRO Surveillance Report (UID: 21233),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21233.csv,JHU cholera database entry with 1 observations. Frequency: Other (26). Updated: 2024-02-09 Source tags: WHOafro,2019-01-27 to 2019-02-22,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
38,WHO AFRO Surveillance Report (UID: 20717),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20717.csv,JHU cholera database entry with 3 observations. Frequency: Other (25). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04 to 2017-11-12,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
39,WHO AFRO Surveillance Report (UID: 20445),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20445.csv,JHU cholera database entry with 2 observations. Frequency: Other (24). Updated: 2024-02-09 Source tags: WHOafro,2019-04-03 to 2019-05-22,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
40,JHU Cholera Database (UID: 21248),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21248.csv,JHU cholera database entry with 1 observations. Frequency: Other (24). Updated: 2024-02-09,2012-08-03 to 2012-08-27,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
41,JHU Cholera Database (UID: 21236),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21236.csv,JHU cholera database entry with 51 observations. Frequency: Other (215). Updated: 2024-02-09,2017-10-04 to 2018-06-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
42,JHU Cholera Database (UID: 21252),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21252.csv,JHU cholera database entry with 1 observations. Frequency: Other (21). Updated: 2024-02-09,2013-09-29 to 2013-10-20,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
43,JHU Cholera Database (UID: 11288),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection11288.csv,JHU cholera database entry with 2 observations. Frequency: Other (209). Updated: 2024-02-09,2003-11-28 to 2006-04-09,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
44,JHU Cholera Database (UID: 20385),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20385.csv,JHU cholera database entry with 71 observations. Frequency: Other (2). Updated: 2024-02-09,2017-09-28 to 2017-12-11,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
45,WHO AFRO Surveillance Report (UID: 20878),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20878.csv,JHU cholera database entry with 2 observations. Frequency: Other (193). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04 to 2018-04-15,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
46,JHU Cholera Database (UID: 11539),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection11539.csv,JHU cholera database entry with 1 observations. Frequency: Other (193). Updated: 2024-02-09,2003-11-28 to 2004-06-08,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
47,WHO AFRO Surveillance Report (UID: 20870),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20870.csv,JHU cholera database entry with 2 observations. Frequency: Other (189). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04 to 2018-04-11,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
48,JHU Cholera Database (UID: 21132),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21132.csv,JHU cholera database entry with 29 observations. Frequency: Other (18). Updated: 2024-02-09,2017-10-02 to 2018-04-11,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
49,JHU Cholera Database (UID: 21242),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21242.csv,JHU cholera database entry with 1 observations. Frequency: Other (18). Updated: 2024-02-09,2017-03-10 to 2017-03-28,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
50,JHU Cholera Database (UID: 21387),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21387.csv,JHU cholera database entry with 1 observations. Frequency: Other (163). Updated: 2024-02-09,2022-01-01 to 2022-06-13,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
51,WHO AFRO Surveillance Report (UID: 20802),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20802.csv,JHU cholera database entry with 24 observations. Frequency: Other (16). Updated: 2024-02-09 Source tags: WHOafro,2017-10-02 to 2018-02-12,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
52,WHO AFRO Surveillance Report (UID: 20698),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20698.csv,JHU cholera database entry with 8 observations. Frequency: Other (16). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04 to 2017-10-20,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
53,JHU Cholera Database (UID: 21250),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21250.csv,JHU cholera database entry with 7 observations. Frequency: Other (157). Updated: 2024-02-09,2013-01-01 to 2016-11-25,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
54,JHU Cholera Database (UID: 11540),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection11540.csv,JHU cholera database entry with 3 observations. Frequency: Other (155). Updated: 2024-02-09,2003-11-24 to 2006-04-09,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
55,JHU Cholera Database (UID: 21254),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21254.csv,JHU cholera database entry with 1 observations. Frequency: Other (151). Updated: 2024-02-09,2012-09-01 to 2013-01-30,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
56,JHU Cholera Database (UID: 21418),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21418.csv,JHU cholera database entry with 38 observations. Frequency: Other (140). Updated: 2025-01-20,2023-01-01 to 2024-11-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
57,JHU Cholera Database (UID: 21255),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21255.csv,JHU cholera database entry with 5 observations. Frequency: Other (139). Updated: 2024-02-09,2011-01-03 to 2011-05-22,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
58,JHU Cholera Database (UID: 21237),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21237.csv,JHU cholera database entry with 1 observations. Frequency: Other (136). Updated: 2024-02-09,2016-02-04 to 2016-06-19,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
59,JHU Cholera Database (UID: 14207),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection14207.csv,JHU cholera database entry with 24 observations. Frequency: Other (13). Updated: 2024-02-09,1990-11-04 to 1991-04-30,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
60,JHU Cholera Database (UID: 21249),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21249.csv,JHU cholera database entry with 2 observations. Frequency: Other (12). Updated: 2024-02-09,2012-09-30 to 2012-10-12,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
61,JHU Cholera Database (UID: 21386),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21386.csv,JHU cholera database entry with 1 observations. Frequency: Other (111). Updated: 2024-02-09,2022-04-11 to 2022-07-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
62,WHO AFRO Surveillance Report (UID: 20681),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20681.csv,JHU cholera database entry with 15 observations. Frequency: Other (1). Updated: 2024-02-09 Source tags: WHOafro,2017-10-01 to 2017-10-12,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
63,JHU Cholera Database (UID: 21256),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21256.csv,JHU cholera database entry with 1 observations. Frequency: Monthly. Updated: 2024-02-09,2011-10-01 to 2011-10-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
64,WHO AFRO Surveillance Report (UID: 20732),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20732.csv,JHU cholera database entry with 66 observations. Frequency: Daily. Updated: 2024-02-09 Source tags: WHOafro,2017-09-28 to 2017-12-01,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
65,WHO AFRO Surveillance Report (UID: 20742),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20742.csv,JHU cholera database entry with 421 observations. Frequency: Daily. Updated: 2024-02-09 Source tags: WHOafro,2017-09-26 to 2017-12-07,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
66,JHU Cholera Database (UID: 21374),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21374.csv,JHU cholera database entry with 20 observations. Frequency: Daily. Updated: 2024-02-09,2023-01-11 to 2023-01-29,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
67,JHU Cholera Database (UID: 3801),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection3801.csv,JHU cholera database entry with 1 observations. Frequency: Annual. Updated: 2024-02-09,2016-01-01 to 2016-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
68,JHU Cholera Database (UID: 21247),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21247.csv,JHU cholera database entry with 2 observations. Frequency: Annual. Updated: 2024-02-09,2014-01-01 to 2014-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
69,JHU Cholera Database (UID: 21270),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21270.csv,JHU cholera database entry with 12 observations. Frequency: Annual. Updated: 2024-02-09,2011-01-01 to 2013-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
70,JHU Cholera Database (UID: 21243),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21243.csv,JHU cholera database entry with 792 observations. Frequency: Annual. Updated: 2024-02-09,2008-01-01 to 2018-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
71,JHU Cholera Database (UID: 20296),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20296.csv,JHU cholera database entry with 34 observations. Frequency: Annual. Updated: 2024-02-09,1977-01-01 to 2010-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
72,WHO Annual Cholera Report (UID: 344),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection344.csv,JHU cholera database entry with 43 observations. Frequency: Annual. Updated: 2024-09-30 Source tags: WHOannual,1978-01-01 to 2023-12-31,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
73,WHO Cholera Surveillance Dashboard (2023),https://extranet.who.int/publicemergency/,WHO cholera surveillance data for ZAMBIA in 2023. Weekly reporting from WHO emergency surveillance dashboard. 51 weekly observations.,2023-01-09 to 2023-12-31,Surveillance,Validated,Level 1,WHO_Dashboard,Database_Import,English,Primary,WHO_Emergency_Dashboard,WHO_Integration,WHO
