Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
11,WHO AFRO How Ghana Beat 2024 Cholera Surge,https://www.afro.who.int/photo-story/outbreak-containment-how-ghana-beat-2024-cholera-surge,WHO AFRO photo story documenting Ghana's successful response to 2024-2025 cholera outbreak with OCV campaign results,2024-08-01 to 2025-02-28,WHO_Report,Active,Level 1,Validated,WebFetch,English,Primary,"GHS,UNICEF",Systematic_Search,AI
12,Africanews Ghana Cholera 2025 February,https://www.africanews.com/2025/02/21/ghana-struggles-to-deal-with-a-cholera-outbreak/,News report on Ghana cholera situation in February 2025 with 6100+ cases and 51 deaths,2025-01-01 to 2025-02-21,News_Report,Active,Level 2,Validated,WebFetch,English,Secondary,"Parliament,WHO_AFRO",Systematic_Search,AI
13,GAAC Global Alliance Against Cholera Ghana 2024,https://www.choleraalliance.org/en/news/cholera-outbreak-ghana,Global Alliance Against Cholera report on 2024 Ghana outbreak initial data and 2014-2015 historical reference,2024-10-04 to 2024-10-11,NGO_Report,Active,Level 2,Validated,WebFetch,English,Secondary,"WHO_AFRO,GHS",Systematic_Search,AI
14,PMC Cyclical Cholera Outbreaks Ghana Filth Not Myth,https://pmc.ncbi.nlm.nih.gov/articles/PMC6003169/,Peer-reviewed commentary on cyclical cholera outbreaks in Ghana including 2014-2015 outbreak data and historical context,2014-01-01 to 2015-12-31,Academic_Research,Active,Level 1,Validated,WebFetch,English,Primary,"PMC5090876,PMC7837350",Systematic_Search,AI
15,Ghana Health Service Facebook 2024 Cholera Press Release,https://www.facebook.com/GHSofficial1/posts/1184565977007461,Ghana Health Service official press release on cholera situation December 2024 with 35 deaths confirmed,2024-10-01 to 2024-12-25,Government_Report,Active,Level 1,Validated,WebSearch,English,Primary,"RGGNews,Parliament",Systematic_Search,AI
16,WHO AFRO Monthly Bulletin January 2025,https://www.afro.who.int/publications/monthly-regional-cholera-bulletin-january-2025,WHO AFRO monthly cholera bulletin January 2025 listing Ghana among top five most affected countries,2025-01-01 to 2025-01-31,WHO_Report,Active,Level 1,Validated,WebFetch,English,Primary,"WHO_AFRO,GHS",Systematic_Search,AI
17,Blue Community Ghana Cholera Water Crisis January 2025,https://blue-community.net/2025/01/ghana-cholera-outbreak-amid-water-crisis/,NGO report on Ghana cholera and water crisis January 2025 with 1929 cases and 14 deaths in Central Region,2025-01-01 to 2025-01-29,NGO_Report,Active,Level 2,Validated,WebFetch,English,Secondary,"WHO_AFRO,GHS",Systematic_Search,AI
18,PMC Economic Evaluation 2014 Cholera Outbreak Ghana,https://pmc.ncbi.nlm.nih.gov/articles/PMC5714944/,Peer-reviewed economic evaluation of 2014 cholera outbreak in Ghana including district-level case data for La-Dadekotopon and Shai-Osudoku in Greater Accra,2014-06-01 to 2014-12-31,Academic_Research,Active,Level 1,Validated,WebFetch,English,Primary,"PMC6003169,JHU",Systematic_Search,AI
19,GBC Ghana Western Region Cholera 2024,https://www.gbcghanaonline.com/news/health/cholera-western-region/2024/,Ghana Broadcasting Corporation news report on Western Region cholera outbreak December 2024 with 789 cases and 8 deaths,2024-10-01 to 2024-12-07,News_Report,Active,Level 3,Validated,WebFetch,English,Secondary,"GHS,RGGNews",Systematic_Search,AI
20,GNA Cholera Sekondi-Takoradi 2024,https://gna.org.gh/2024/11/cholera-outbreak-sekondi-takoradi-records-two-deaths-23-confirmed-cases/,Ghana News Agency report on cholera in Sekondi-Takoradi Metropolis November 2024 with 79 suspected and 23 confirmed cases,2024-11-03 to 2024-11-20,News_Report,Active,Level 2,Validated,WebFetch,English,Primary,"GHS,RGGNews",Systematic_Search,AI
21,GHS Ghana Health Service Initial Cholera Report October 2024,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Ghana-Health-Service-confirms-nine-cholera-cases-in-Greater-Accra-Region-1955373,Ghana Health Service initial report confirming first 9 confirmed cholera cases in Greater Accra October 2024,2024-10-04 to 2024-10-11,Government_Report,Active,Level 1,Validated,WebSearch,English,Primary,"WHO_AFRO,Parliament",Systematic_Search,AI
22,GHS Ghana Health Service Zero Cholera 2017,https://www.graphic.com.gh/news/general-news/nation-records-zero-cholera-cases-since-2020.html,Multiple Ghana Health Service sources confirming zero cholera outbreaks 2017-2023 with sporadic cases only - includes Graphic Online article and academic sources,2017-01-01 to 2023-12-31,Government_Report,Active,Level 2,Validated,WebSearch,English,Primary,"WHO_AFRO,JHU",Systematic_Search,AI
23,WHO Surveillance Gap Ghana 1986-1989,https://www.who.int/emergencies/surveillance/cholera-cases-and-deaths,WHO documents Ghana reporting cholera cases every year since 1990 but not 1986-1989 suggesting surveillance reporting gap not disease absence,1986-01-01 to 1989-12-31,WHO_Report,Active,Level 1,Validated,WebSearch,English,Primary,"JHU,PMC2628349",Systematic_Search,AI
24,ReliefWeb Ghana Cholera 1999 Annual Total,https://reliefweb.int/report/ghana/ghana-floods-north-worsen-cholera-outbreak,ReliefWeb report on 1999 Ghana cholera outbreak with annual total of 9000+ cases and 250 deaths plus Builsa and Kassena Nankana district data via Ghanaian Red Cross,1999-07-01 to 1999-12-31,Humanitarian_Report,Active,Level 2,Validated,WebSearch,English,Primary,"WHO_DON,PMC2628349",Cross_Reference,AI
25,SCIRP Retrospective Study Central Region Ghana 2016,https://www.scirp.org/journal/paperinformation?paperid=128033,Retrospective study of cholera outbreak in Central Region Ghana 2016 with 731 cases October-December 2016,2016-10-01 to 2016-12-31,Academic_Research,Active,Level 1,Validated,WebFetch,English,Primary,PMC7837350,Cross_Reference,AI
26,PMC Ghana Cholera Surveillance Assessment 2011,https://pmc.ncbi.nlm.nih.gov/articles/PMC5090876/,Assessment of cholera response in two districts Ghana citing national 2011 total of 10628 cases and 100 deaths,2011-01-01 to 2011-12-31,Academic_Research,Active,Level 1,Validated,WebSearch,English,Primary,"JHU,PMC5881562",Cross_Reference,AI
