Index,Source,URL,Description,TL,TR,Reliability_Level,source_database
11,JHU Cholera Database (UID: 930),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection930.csv,JHU cholera database entry with 1 observations. Frequency: Other (5). Updated: 2024-02-09,2012-05-13,2012-05-18,2,JHU
12,JHU Cholera Database (UID: 816),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection816.csv,JHU cholera database entry with 4 observations. Frequency: Other (49). Updated: 2024-02-09,2012-04-01,2012-08-31,2,JHU
13,JHU Cholera Database (UID: 807),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection807.csv,JHU cholera database entry with 10 observations. Frequency: Other (45). Updated: 2024-04-24,2012-12-01,2013-05-31,2,JHU
14,JHU Cholera Database (UID: 11550),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection11550.csv,JHU cholera database entry with 1 observations. Frequency: Other (363). Updated: 2024-02-09,2006-01-02,2006-12-31,2,JHU
15,JHU Cholera Database (UID: 944),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection944.csv,JHU cholera database entry with 1 observations. Frequency: Other (3). Updated: 2024-02-09,2014-08-27,2014-08-30,2,JHU
16,JHU Cholera Database (UID: 943),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection943.csv,JHU cholera database entry with 10 observations. Frequency: Other (26). Updated: 2024-04-24,2014-08-01,2014-09-30,2,JHU
17,JHU Cholera Database (UID: 11480),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection11480.csv,JHU cholera database entry with 1 observations. Frequency: Other (2556). Updated: 2024-02-09,1999-01-01,2005-12-31,2,JHU
18,JHU Cholera Database (UID: 11561),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection11561.csv,JHU cholera database entry with 1 observations. Frequency: Other (2556). Updated: 2024-02-09,1999-01-01,2005-12-31,2,JHU
19,JHU Cholera Database (UID: 939),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection939.csv,JHU cholera database entry with 5 observations. Frequency: Other (22). Updated: 2024-04-24,2014-07-22,2014-09-24,2,JHU
20,JHU Cholera Database (UID: 931),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection931.csv,JHU cholera database entry with 2 observations. Frequency: Other (20). Updated: 2024-02-09,2012-05-01,2012-06-06,2,JHU
21,JHU Cholera Database (UID: 924),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection924.csv,JHU cholera database entry with 3 observations. Frequency: Other (2). Updated: 2024-02-09,2011-07-01,2011-07-11,2,JHU
22,JHU Cholera Database (UID: 934),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection934.csv,JHU cholera database entry with 4 observations. Frequency: Other (194). Updated: 2024-02-09,2010-10-27,2012-11-06,2,JHU
23,JHU Cholera Database (UID: 938),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection938.csv,JHU cholera database entry with 5 observations. Frequency: Other (180). Updated: 2024-04-24,2011-01-01,2014-08-19,2,JHU
24,JHU Cholera Database (UID: 21500),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection21500.csv,JHU cholera database entry with 7 observations. Frequency: Other (174). Updated: 2025-04-29,2024-01-01,2024-11-24,2,JHU
25,JHU Cholera Database (UID: 941),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection941.csv,JHU cholera database entry with 1 observations. Frequency: Other (17). Updated: 2024-02-09,2014-08-01,2014-08-18,2,JHU
26,JHU Cholera Database (UID: 932),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection932.csv,JHU cholera database entry with 5 observations. Frequency: Other (16). Updated: 2024-02-09,2012-05-01,2012-07-05,2,JHU
27,JHU Cholera Database (UID: 922),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection922.csv,JHU cholera database entry with 1 observations. Frequency: Other (14). Updated: 2024-02-09,2010-10-23,2010-11-06,2,JHU
28,JHU Cholera Database (UID: 942),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection942.csv,JHU cholera database entry with 2 observations. Frequency: Other (13). Updated: 2024-02-09,2014-08-01,2014-08-29,2,JHU
29,UNICEF Country Programme Report (UID: 5109),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection5109.csv,JHU cholera database entry with 476 observations. Frequency: Other (13). Updated: 2024-07-08 Source tags: UNICEFcp,2014-01-01,2024-03-31,2,JHU
30,JHU Cholera Database (UID: 925),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection925.csv,JHU cholera database entry with 2 observations. Frequency: Other (115). Updated: 2024-02-09,2011-01-10,2011-08-26,2,JHU
31,JHU Cholera Database (UID: 21514),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection21514.csv,JHU cholera database entry with 96 observations. Frequency: Other (1). Updated: 2025-08-25,2024-09-30,2024-12-31,2,JHU
32,JHU Cholera Database (UID: 926),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection926.csv,JHU cholera database entry with 3 observations. Frequency: Monthly. Updated: 2024-02-09,2011-06-01,2011-09-06,2,JHU
33,JHU Cholera Database (UID: 10414),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection10414.csv,JHU cholera database entry with 1 observations. Frequency: Annual. Updated: 2024-02-09,2005-01-01,2005-12-31,2,JHU
34,WHO Annual Cholera Report (UID: 316),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ghana/ObservationCollection316.csv,JHU cholera database entry with 53 observations. Frequency: Annual. Updated: 2025-10-02 Source tags: WHOannual,1970-01-01,2024-12-31,1,JHU
