Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database,retracted_on,retracted_reason
49,AFR::GHA,2025-06-01,2025-06-29,0,0,,0.0,2025-06-29,37,WHO AFRO Monthly Regional Cholera Bulletin June 2025,0.9,"Source confirms zero cholera transmission 2025-06-01..2025-06-29. Source states: 'In 2025, a cumulative total of 2 325 cases and 13 deaths were reported in Ghana, with a CFR of 0.6%. The last report from the country was in April with 74 cases, no deaths reported as of 27 April 2025.'. Evidence type: Inferred_Absence. Surveillance system status during absence: operational. Inferred rather than documented: the June bulletin's data window is 1-29 June 2025 and Ghana's 2025 cumulative is unchanged at 2325/13, which implies zero incident cases in June, but the bulletin frames this as 'the last report from the country was in April' - i.e. it does not distinguish zero incidence from non-reporting as cleanly as the May issue does. Corroborated by the WHO AFRO Weekly Bulletin Week 26 (23-29 June 2025), whose Ghana cholera row is frozen at the 27 April cumulative and which states 'there has been a significant decline in the number of cases since the beginning of April and there are no patients in admission'. [AGENT Agent 1 baseline collector REVISION 2026-09-19] CORROBORATED by WHO HQ multi-country cholera situation report #28 (24 July 2025), whose data window is 1-29 June 2025 and whose Ghana row holds the 2025 cumulative unchanged at 2480 cases / 14 deaths with no last-28-day increment - i.e. zero incident cases in June 2025 on the WHO HQ series as well as the AFRO series. (reason: Agent 1: independent WHO HQ corroboration of the June 2025 absence) [AGENT Agent 2 geographic expansion REVISION 2026-09-19] DOUBLE-COUNTING LABEL added by Agent 2: National total - includes provinces not individually listed. This national zero for June 2025 now overlaps a sub-national row, the Abura-Asebu-Kwamankese District record of 16 suspected and 5 confirmed cases for calendar 2025 to 18 July (index 136). The district row is cumulative for the year, so it does not by itself prove cases fell in June; but the same contradiction that has been recorded against the July zero (index 51) applies here in weaker form, since the district's five confirmations are dated 'early July' rather than June. Flagged for Agent 3, which owns absence rows. No value changed. (reason: Agent 2: adding the double-counting label and noting the overlap with the new Abura-Asebu-Kwamankese district row)",AI,2026-09-19,"Agent 3 adjudication: the June 2025 national zero is NON-REPORTING, not absence, and is retracted for the same reason as the July row 51. Agent 3 downloaded the WHO AFRO Monthly Regional Cholera Bulletin for June 2025 from IRIS and read the Ghana section directly. It states: 'In 2025, a cumulative total of 2 325 cases and 13 deaths were reported in Ghana, with a CFR of 0.6%. THE LAST REPORT FROM THE COUNTRY WAS IN APRIL with 74 cases, no deaths reported as of 27 April 2025.' The bulletin's country table gives Ghana a last-update date of 27-Apr-25 while the eleven other listed countries carry June dates (29-Jun-25, 22-Jun-25, 15-Jun-25), and both Ghana figures in the bulletin are captioned 'as of 27 April 2025'. A frozen cumulative in a bulletin that says in terms that the country had not reported since April is evidence of silence, not of zero incidence. The corroboration Agent 1 added - WHO HQ situation report #28 holding the cumulative at 2480/14 - has the same defect: Agent 3 read sitrep #28 directly and Ghana's last-28-day cells are BLANK, not 0, exactly like the section-marked non-reporters. Two further facts weigh against a June zero: WHO retrospectively added about 59 cases to Ghana's pre-August 2025 cumulative between sitreps #29 and #30, and the AFRO May 2025 bulletin's parallel claim that 'in May, no new cases were reported' is already known to be wrong, since WHO HQ recorded 6 cases for 1-25 May (row 50). The countervailing evidence - AFRO Weekly Bulletin week 26 reporting 'there are no patients in admission' - shows treatment centres were empty in late June, which is consistent with very low transmission but is not a case-reporting return and cannot carry a documented or inferred zero. June 2025 is left genuinely empty as a surveillance gap."
41,AFR::GHA,1986-01-01,1986-12-31,0,0,,0.0,1987-05-15,30,"WHO Weekly Epidemiological Record - Cholera in 1986 (WER 62/20, 141-142)",0.7,"Source confirms zero cholera transmission 1986-01-01..1986-12-31. Source states: 'Table 2. Cases of cholera notified to WHO, 1986 - AFRICA: Burundi, Cameroon, Guinea, Guinea Bissau, Liberia, Mali, Mauritania, Mozambique, Nigeria, Senegal, Sierra Leone, Somalia, South Africa, United Republic of Tanzania, Zaire. [...] 5 countries that had reported cases in 1985 apparently remained free of cholera in 1986.'. Evidence type: Inferred_Absence. Surveillance system status during absence: partial. Ghana is NOT in the WER 1986 Table 2 enumeration of African countries notifying cholera, although Ghana IS listed in the equivalent Table 2 of WER 'Cholera in 1985' (60 cases) - so the omission is a real nil return, not an OCR or transcription artefact. Corroborated by WER 'Cholera in 1990' (WER 66/19): 'the disease reappeared in Ghana, which had not reported an outbreak since 1986' / 'la maladie est reapparue au Ghana qui n'avait signale aucune flambee depuis 1986'. CAVEAT: the same WER articles warn generically that some countries fail to notify; surveillance recorded as partial because Ghana's participation in WHO IHR cholera notification is established before (1985) and after (1990) but not directly evidenced within 1986-1989. WHO GHO annual series for Ghana likewise runs 1970-1985 then resumes 1990. Regional context: the Gulf-of-Guinea coastal belt (Cote d'Ivoire, Togo, Burkina Faso, Benin) was near-silent over the same interval while the Sahel and western coast reported heavily. [AGENT 3 REVISION 2026-09-19] AGENT 3 AUDIT - EVIDENCE LABEL DOWNGRADED Documented_Absence -> Inferred_Absence, confidence 0.90 -> 0.70. Agent 3 re-verified the four WER annual tables independently and MORE strictly than Agent 1, by downloading the ORIGINAL-bundle PDFs from the IRIS DSpace API and running pdftotext -layout rather than reading the lossy OCR TEXT bundle. Two things this established that the OCR could not. (1) The OCR of the 1986 table silently DROPS two country names (the rows for 839 and 226 cases, which by alphabetical position are Kenya and Rwanda); Agent 1's OCR-fidelity control was therefore weaker than it appeared. (2) Reading the layout PDFs, each African table is nonetheless demonstrably COMPLETE: 1986 has 17 value rows against the narrative's stated 17 reporting countries and the rows sum to exactly the stated African total of 40 626; 1987 has 17 named rows summing to 30 929; 1988 has 12 rows summing to 23 223; 1989 has 16 rows summing to 35 606. No African row is missing from any of the four tables, and Ghana's alphabetical slot (between Cameroon and Guinea, or between Cameroon and Kenya/Liberia) is occupied by no unnamed row in any of them. Ghana is genuinely not among the countries that notified cholera to WHO in 1986, 1987, 1988 or 1989, and the tables capture single-case reporters (Togo 1 in 1988, Rwanda 1 in 1989, Cameroon 4 in both 1988 and 1989), so this is not a size threshold. WHY THE LABEL IS STILL ONLY INFERRED. Documented_Absence means a functioning surveillance system looked and affirmatively returned nothing. WHO published no zero-reporting list in this era - the explicit 'countries reported 0 cases and deaths, fulfilling the vital public health surveillance service of zero reporting' list that makes Ghana's 2017, 2022 and 2023 zeros documented did not yet exist - so absence from Table 2 cannot distinguish a nil return from silence. WHO itself declines to assert more: the 1986 article says only that 5 countries that had reported cases in 1985 'apparently remained free of cholera in 1986', and the 1990 article repeats the hedge ('Seven countries that had experienced cholera in 1989 apparently remained free in 1990'). The affirmative sentence Agent 1 relied on - WER 'Cholera in 1990', read by Agent 3 from the layout PDF as 'the disease reappeared in Ghana, which had not reported an outbreak since 1986' / 'la maladie est reapparue au Ghana qui n avait signale aucune flambee depuis 1986' - is a statement about REPORTING an OUTBREAK, not about zero CASES, and its English and French wording are both ambiguous as to whether 1986 itself is inside or outside the outbreak-free interval. Every one of these articles also carries the standing caveat that 'allowance must be made for the failure to report cholera by a number of countries'. No Ghana-sourced series covering 1986-1989 exists (Agent 1 searched for one across two batches and found that every Ghanaian and UNICEF product starts at 1970 or 1990, and that de Magny et al. is itself WER-derived). Surveillance stays 'partial'. WHAT IS UNCHANGED: the zeros themselves stand, and the four rows remain the right rows to have. Absence is still much the most likely truth - four consecutive complete tables, a WHO statement that the disease 'reappeared' in 1990, and a quiet Gulf-of-Guinea neighbourhood (Cote d'Ivoire absent from the tables 1984-1990, Burkina Faso absent 1986-1990, Togo present only in 1988 with a single case). Only the strength of the claim is corrected: py/build_weekly_timeseries.py grades a Documented_Absence as a documented_zero at full confidence and an Inferred_Absence as an inferred_zero capped at 0.6, and the latter is the honest weight for a four-year absence known only from a country's non-appearance in someone else's table. (reason: Agent 3 audit: WER published no zero-reporting list before 2017, so Ghana's non-appearance in the 1986-1989 tables cannot be graded a documented nil return)",AI,2026-09-20,"Agent 3: the 1986 zero is no longer defensible and is retracted rather than downgraded. Agent 3 read the WHO 'Infected Areas' registers published in the Weekly Epidemiological Record - the register of areas a State Party has notified to WHO as cholera-infected under the International Health Regulations and has not yet certified free. Ghana's track, read with pdftotext -raw from the ORIGINAL PDFs (metadata index 107): ABSENT on 29 August 1985; listed on 26 September and 5 December 1985 with five whole regions (Central, Eastern, Greater Accra excluding the port area, Volta, Western); NARROWED by 13 February 1986 to two districts of Central Region, Mfantsiman and Breman Asikuma; those two districts still listed on 15 May 1986, 4 December 1986 and in every register checked thereafter to 14 December 1989; Ghana absent again by 22 February 1990. Two things follow. First, WHO's own IHR register carried Ghanaian cholera foci throughout calendar 1986, so WHO did not regard Ghana as cholera-free that year, and an sCh=0 row for 1986 asserts the opposite of WHO's register. Second, the narrowing from five regions to two districts between December 1985 and February 1986 is an ACT OF NOTIFICATION - Ghana was actively telling WHO which areas had become free - so the residual two-district listing cannot be dismissed as a country that had simply stopped communicating. Set against this, the evidence for the 1986 zero was only Ghana's non-appearance from the WER 1986 annual case table, which the same article hedges ('5 countries that had reported cases in 1985 APPARENTLY remained free of cholera in 1986'), plus the WER 1990 sentence 'the disease reappeared in Ghana, which had not reported an outbreak since 1986' - and that sentence's most natural reading makes 1986 the LAST outbreak year, not the first clear one, which now fits the register exactly. Whether cases actually occurred in 1986 or the listing was residual from the outbreak that ran into the end of 1985 cannot be determined from the sources available, and that is precisely why this must not be a zero: it is missing data. 1986 is left genuinely empty. Rows 42, 43 and 44 (1987, 1988, 1989) are retained as Inferred_Absence but downweighted, because for those years WHO states affirmatively that Ghana had reported no outbreak."
157,AFR::GHA,2017-01-19,2017-12-31,0,0,,0.0,,102,"WHO Weekly Epidemiological Record - Cholera, 2017 (WER 93/38)",0.85,"Source confirms zero cholera transmission 2017-01-19..2017-12-31. Source states: 'The following countries reported 0 cases and deaths in 2017, fulfilling the vital public health surveillance service of ""zero reporting"": Bahrain, Brunei Darussalam, Cambodia, Central African Republic, Democratic People's Republic of Korea, Egypt, Fiji, Ghana, Jordan, Kiribati, Kuwait, Lao People's Democratic Republic, Lebanon, Liberia, Maldives, Mali, Marshall Islands, Micronesia (Federated States of), Mongolia, Morocco, Myanmar, Nauru, New Zealand, Oman, Palau, Papua New Guinea, Samoa, Sierra Leone, Solomon Islands, Sri Lanka, State of Libya, Syrian Arab Republic, Timor-Leste, Tonga, Tuvalu, Vanuatu, Viet Nam.'. Evidence type: Documented_Absence. Surveillance system status during absence: operational. AGENT 3 REPLACEMENT for retracted row 27. Ghana actively submitted a nil annual cholera return to WHO for 2017 - it is named in the WER zero-reporting list, which is a positive act of reporting, not an absence from a case table - so surveillance is recorded as OPERATIONAL. Verified by Agent 3 directly from the WER 93/38 PDF via pdftotext -layout, independently of Agent 1's reading. PERIOD DELIBERATELY NARROWED: the row starts 19 January 2017, not 1 January. The nil return cannot be true for the whole calendar year because PMC 'Protracted cholera outbreak in Central Region, Ghana' records 12 cholera cases in Cape Coast Metropolis between 1 and 18 January 2017 (row 11), the tail of the 17 October 2016 outbreak. The same paper counts 704 cases in Cape Coast alone for 17 Oct 2016 - 4 Jan 2017 while Ghana's WHO return for 2016 was only 175, so Ghana's annual returns in this era demonstrably under-ascertain; confidence is therefore 0.85 rather than the 0.95 the previous row carried. REGIONAL CONTEXT: this is absence during a regionally quiet period, not against an epidemic backdrop - WER Cholera 2017 also lists Mali, Liberia and Sierra Leone among the zero-reporters, and none of Ghana's three land neighbours (Burkina Faso, Cote d'Ivoire, Togo) appears in the 2017 African case table with a substantial outbreak. National total - includes provinces not individually listed.",AI,2026-09-20,"FALSIFIED by Ghana Health Service own national surveillance. The Ghana Weekly Epidemiological Report Vol. 2 No. 33 (week ending 21 August 2017) gives a 2017 year-to-date cholera cumulative of 15 cases, and Vol. 2 No. 52 (week ending 31 December 2017) gives 16 cases for the full year, 0 deaths. Only 12 of those (index 11) fall inside 1-18 January 2017, so at least four cholera cases occurred inside the 2017-01-19..2017-12-31 window this row asserted to be cholera-free. Ghana's zero appears in WER 93/38 because Ghana filed a nil return to WHO, not because there was no cholera. Replaced by national rows sourced to the GWER (2017-01-01..2017-08-21 = 15, 2017-09-12..2017-09-18 = 1, 2017-01-01..2017-12-31 = 16)."
581,AFR::GHA::Greater_Accra,1998-01-01,2013-12-31,,27953,,,2015-07-31,229,"UNICEF / Plateforme Cholera WCA - Cholera Epidemiology and Response Factsheet: Ghana (2015), Table I regional totals 1998-2013",0.5,"Source states: 'Table I. Epidemiological parameters of cholera outbreaks by main affected region in Ghana, 1998-2013: GREATER ACCRA  27,953 / 120  53.4% of total cases  8 outbreaks  65 weeks average duration' - interpreted as 27953 sCh cases. SIXTEEN-YEAR CUMULATIVE regional total, 1998-2013, from UNICEF/Plateforme Cholera Table I. THIS IS NOT PERIOD INCIDENCE: it is the sum of all cholera cases the Ghanaian surveillance system attributed to this region over sixteen years, published to rank hotspots. It must NOT be treated as a rate over the period, must NOT be summed with the JHU annual national rows, and must NOT be summed with the district or regional rows already in this file for 2010-2013. The source itself states ""Missing data for 2003, 2006, 2008 and 2009"", so the denominator years are incomplete. The published death column is not credible (Central Region is printed as 5032 cases and 0 deaths), so deaths are omitted from these rows rather than recorded as zero. Confidence deliberately set to 0.5.",AI,2026-09-20,"WITHDRAWN BY THE AGENT THAT ADDED IT, one step after adding it. The value is a SIXTEEN-YEAR cumulative regional total (1998-2013) published by UNICEF to rank cholera hotspots, not period incidence. As a row it spans 192 months, so py/analyze_effective_gaps.py would credit every one of those months as covered for that region on the strength of a single descriptive figure - precisely the 'high coverage driven by a handful of long rows' failure CLAUDE.md warns about - and py/build_weekly_timeseries.py has no way to read the caveat in processing_notes. The table is recorded verbatim in ./data/GHA/search_log_agent_4.txt under BATCH 10 so the information is not lost. Source: UNICEF/Plateforme Cholera WCA Ghana factsheet (2015) Table I, recovered from the Internet Archive."
582,AFR::GHA::Ashanti,1998-01-01,2013-12-31,,5146,,,2015-07-31,229,"UNICEF / Plateforme Cholera WCA - Cholera Epidemiology and Response Factsheet: Ghana (2015), Table I regional totals 1998-2013",0.5,"Source states: 'Table I ... ASHANTI  5,146 / 99  9.8% of total cases  10 outbreaks  12 weeks' - interpreted as 5146 sCh cases. SIXTEEN-YEAR CUMULATIVE regional total, 1998-2013, from UNICEF/Plateforme Cholera Table I. THIS IS NOT PERIOD INCIDENCE: it is the sum of all cholera cases the Ghanaian surveillance system attributed to this region over sixteen years, published to rank hotspots. It must NOT be treated as a rate over the period, must NOT be summed with the JHU annual national rows, and must NOT be summed with the district or regional rows already in this file for 2010-2013. The source itself states ""Missing data for 2003, 2006, 2008 and 2009"", so the denominator years are incomplete. The published death column is not credible (Central Region is printed as 5032 cases and 0 deaths), so deaths are omitted from these rows rather than recorded as zero. Confidence deliberately set to 0.5.",AI,2026-09-20,"WITHDRAWN BY THE AGENT THAT ADDED IT, one step after adding it. The value is a SIXTEEN-YEAR cumulative regional total (1998-2013) published by UNICEF to rank cholera hotspots, not period incidence. As a row it spans 192 months, so py/analyze_effective_gaps.py would credit every one of those months as covered for that region on the strength of a single descriptive figure - precisely the 'high coverage driven by a handful of long rows' failure CLAUDE.md warns about - and py/build_weekly_timeseries.py has no way to read the caveat in processing_notes. The table is recorded verbatim in ./data/GHA/search_log_agent_4.txt under BATCH 10 so the information is not lost. Source: UNICEF/Plateforme Cholera WCA Ghana factsheet (2015) Table I, recovered from the Internet Archive."
583,AFR::GHA::Central,1998-01-01,2013-12-31,,5032,,,2015-07-31,229,"UNICEF / Plateforme Cholera WCA - Cholera Epidemiology and Response Factsheet: Ghana (2015), Table I regional totals 1998-2013",0.5,"Source states: 'Table I ... CENTRAL  5,032 / 0  9.6% of total cases  9 outbreaks  35 weeks' - interpreted as 5032 sCh cases. SIXTEEN-YEAR CUMULATIVE regional total, 1998-2013, from UNICEF/Plateforme Cholera Table I. THIS IS NOT PERIOD INCIDENCE: it is the sum of all cholera cases the Ghanaian surveillance system attributed to this region over sixteen years, published to rank hotspots. It must NOT be treated as a rate over the period, must NOT be summed with the JHU annual national rows, and must NOT be summed with the district or regional rows already in this file for 2010-2013. The source itself states ""Missing data for 2003, 2006, 2008 and 2009"", so the denominator years are incomplete. The published death column is not credible (Central Region is printed as 5032 cases and 0 deaths), so deaths are omitted from these rows rather than recorded as zero. Confidence deliberately set to 0.5.",AI,2026-09-20,"WITHDRAWN BY THE AGENT THAT ADDED IT, one step after adding it. The value is a SIXTEEN-YEAR cumulative regional total (1998-2013) published by UNICEF to rank cholera hotspots, not period incidence. As a row it spans 192 months, so py/analyze_effective_gaps.py would credit every one of those months as covered for that region on the strength of a single descriptive figure - precisely the 'high coverage driven by a handful of long rows' failure CLAUDE.md warns about - and py/build_weekly_timeseries.py has no way to read the caveat in processing_notes. The table is recorded verbatim in ./data/GHA/search_log_agent_4.txt under BATCH 10 so the information is not lost. Source: UNICEF/Plateforme Cholera WCA Ghana factsheet (2015) Table I, recovered from the Internet Archive."
584,AFR::GHA::Eastern,1998-01-01,2013-12-31,,4194,,,2015-07-31,229,"UNICEF / Plateforme Cholera WCA - Cholera Epidemiology and Response Factsheet: Ghana (2015), Table I regional totals 1998-2013",0.5,"Source states: 'Table I ... EASTERN  4,194 / 8  8% of total cases  9 outbreaks  26 weeks' - interpreted as 4194 sCh cases. SIXTEEN-YEAR CUMULATIVE regional total, 1998-2013, from UNICEF/Plateforme Cholera Table I. THIS IS NOT PERIOD INCIDENCE: it is the sum of all cholera cases the Ghanaian surveillance system attributed to this region over sixteen years, published to rank hotspots. It must NOT be treated as a rate over the period, must NOT be summed with the JHU annual national rows, and must NOT be summed with the district or regional rows already in this file for 2010-2013. The source itself states ""Missing data for 2003, 2006, 2008 and 2009"", so the denominator years are incomplete. The published death column is not credible (Central Region is printed as 5032 cases and 0 deaths), so deaths are omitted from these rows rather than recorded as zero. Confidence deliberately set to 0.5.",AI,2026-09-20,"WITHDRAWN BY THE AGENT THAT ADDED IT, one step after adding it. The value is a SIXTEEN-YEAR cumulative regional total (1998-2013) published by UNICEF to rank cholera hotspots, not period incidence. As a row it spans 192 months, so py/analyze_effective_gaps.py would credit every one of those months as covered for that region on the strength of a single descriptive figure - precisely the 'high coverage driven by a handful of long rows' failure CLAUDE.md warns about - and py/build_weekly_timeseries.py has no way to read the caveat in processing_notes. The table is recorded verbatim in ./data/GHA/search_log_agent_4.txt under BATCH 10 so the information is not lost. Source: UNICEF/Plateforme Cholera WCA Ghana factsheet (2015) Table I, recovered from the Internet Archive."
585,AFR::GHA::Upper_East,1998-01-01,2013-12-31,,3688,,,2015-07-31,229,"UNICEF / Plateforme Cholera WCA - Cholera Epidemiology and Response Factsheet: Ghana (2015), Table I regional totals 1998-2013",0.5,"Source states: 'Table I ... UPPER EAST  3,688 / 5  7% of total cases  5 outbreaks  8 weeks' - interpreted as 3688 sCh cases. SIXTEEN-YEAR CUMULATIVE regional total, 1998-2013, from UNICEF/Plateforme Cholera Table I. THIS IS NOT PERIOD INCIDENCE: it is the sum of all cholera cases the Ghanaian surveillance system attributed to this region over sixteen years, published to rank hotspots. It must NOT be treated as a rate over the period, must NOT be summed with the JHU annual national rows, and must NOT be summed with the district or regional rows already in this file for 2010-2013. The source itself states ""Missing data for 2003, 2006, 2008 and 2009"", so the denominator years are incomplete. The published death column is not credible (Central Region is printed as 5032 cases and 0 deaths), so deaths are omitted from these rows rather than recorded as zero. Confidence deliberately set to 0.5.",AI,2026-09-20,"WITHDRAWN BY THE AGENT THAT ADDED IT, one step after adding it. The value is a SIXTEEN-YEAR cumulative regional total (1998-2013) published by UNICEF to rank cholera hotspots, not period incidence. As a row it spans 192 months, so py/analyze_effective_gaps.py would credit every one of those months as covered for that region on the strength of a single descriptive figure - precisely the 'high coverage driven by a handful of long rows' failure CLAUDE.md warns about - and py/build_weekly_timeseries.py has no way to read the caveat in processing_notes. The table is recorded verbatim in ./data/GHA/search_log_agent_4.txt under BATCH 10 so the information is not lost. Source: UNICEF/Plateforme Cholera WCA Ghana factsheet (2015) Table I, recovered from the Internet Archive."
586,AFR::GHA::Volta,1998-01-01,2013-12-31,,2703,,,2015-07-31,229,"UNICEF / Plateforme Cholera WCA - Cholera Epidemiology and Response Factsheet: Ghana (2015), Table I regional totals 1998-2013",0.5,"Source states: 'Table I ... VOLTA  2,703 / 9  5.2% of total cases  13 outbreaks  15 weeks' - interpreted as 2703 sCh cases. SIXTEEN-YEAR CUMULATIVE regional total, 1998-2013, from UNICEF/Plateforme Cholera Table I. THIS IS NOT PERIOD INCIDENCE: it is the sum of all cholera cases the Ghanaian surveillance system attributed to this region over sixteen years, published to rank hotspots. It must NOT be treated as a rate over the period, must NOT be summed with the JHU annual national rows, and must NOT be summed with the district or regional rows already in this file for 2010-2013. The source itself states ""Missing data for 2003, 2006, 2008 and 2009"", so the denominator years are incomplete. The published death column is not credible (Central Region is printed as 5032 cases and 0 deaths), so deaths are omitted from these rows rather than recorded as zero. Confidence deliberately set to 0.5.",AI,2026-09-20,"WITHDRAWN BY THE AGENT THAT ADDED IT, one step after adding it. The value is a SIXTEEN-YEAR cumulative regional total (1998-2013) published by UNICEF to rank cholera hotspots, not period incidence. As a row it spans 192 months, so py/analyze_effective_gaps.py would credit every one of those months as covered for that region on the strength of a single descriptive figure - precisely the 'high coverage driven by a handful of long rows' failure CLAUDE.md warns about - and py/build_weekly_timeseries.py has no way to read the caveat in processing_notes. The table is recorded verbatim in ./data/GHA/search_log_agent_4.txt under BATCH 10 so the information is not lost. Source: UNICEF/Plateforme Cholera WCA Ghana factsheet (2015) Table I, recovered from the Internet Archive."
587,AFR::GHA::Western,1998-01-01,2013-12-31,,1702,,,2015-07-31,229,"UNICEF / Plateforme Cholera WCA - Cholera Epidemiology and Response Factsheet: Ghana (2015), Table I regional totals 1998-2013",0.5,"Source states: 'Table I ... WESTERN  1,702 / 6  3.2% of total cases  10 outbreaks  16 weeks' - interpreted as 1702 sCh cases. SIXTEEN-YEAR CUMULATIVE regional total, 1998-2013, from UNICEF/Plateforme Cholera Table I. THIS IS NOT PERIOD INCIDENCE: it is the sum of all cholera cases the Ghanaian surveillance system attributed to this region over sixteen years, published to rank hotspots. It must NOT be treated as a rate over the period, must NOT be summed with the JHU annual national rows, and must NOT be summed with the district or regional rows already in this file for 2010-2013. The source itself states ""Missing data for 2003, 2006, 2008 and 2009"", so the denominator years are incomplete. The published death column is not credible (Central Region is printed as 5032 cases and 0 deaths), so deaths are omitted from these rows rather than recorded as zero. Confidence deliberately set to 0.5.",AI,2026-09-20,"WITHDRAWN BY THE AGENT THAT ADDED IT, one step after adding it. The value is a SIXTEEN-YEAR cumulative regional total (1998-2013) published by UNICEF to rank cholera hotspots, not period incidence. As a row it spans 192 months, so py/analyze_effective_gaps.py would credit every one of those months as covered for that region on the strength of a single descriptive figure - precisely the 'high coverage driven by a handful of long rows' failure CLAUDE.md warns about - and py/build_weekly_timeseries.py has no way to read the caveat in processing_notes. The table is recorded verbatim in ./data/GHA/search_log_agent_4.txt under BATCH 10 so the information is not lost. Source: UNICEF/Plateforme Cholera WCA Ghana factsheet (2015) Table I, recovered from the Internet Archive."
588,AFR::GHA::Brong_Ahafo,1998-01-01,2013-12-31,,997,,,2015-07-31,229,"UNICEF / Plateforme Cholera WCA - Cholera Epidemiology and Response Factsheet: Ghana (2015), Table I regional totals 1998-2013",0.5,"Source states: 'Table I ... BRONGA-AHAFO  997 / 13  1.9% of total cases  6 outbreaks  11 weeks' - interpreted as 997 sCh cases. SIXTEEN-YEAR CUMULATIVE regional total, 1998-2013, from UNICEF/Plateforme Cholera Table I. THIS IS NOT PERIOD INCIDENCE: it is the sum of all cholera cases the Ghanaian surveillance system attributed to this region over sixteen years, published to rank hotspots. It must NOT be treated as a rate over the period, must NOT be summed with the JHU annual national rows, and must NOT be summed with the district or regional rows already in this file for 2010-2013. The source itself states ""Missing data for 2003, 2006, 2008 and 2009"", so the denominator years are incomplete. The published death column is not credible (Central Region is printed as 5032 cases and 0 deaths), so deaths are omitted from these rows rather than recorded as zero. Confidence deliberately set to 0.5.",AI,2026-09-20,"WITHDRAWN BY THE AGENT THAT ADDED IT, one step after adding it. The value is a SIXTEEN-YEAR cumulative regional total (1998-2013) published by UNICEF to rank cholera hotspots, not period incidence. As a row it spans 192 months, so py/analyze_effective_gaps.py would credit every one of those months as covered for that region on the strength of a single descriptive figure - precisely the 'high coverage driven by a handful of long rows' failure CLAUDE.md warns about - and py/build_weekly_timeseries.py has no way to read the caveat in processing_notes. The table is recorded verbatim in ./data/GHA/search_log_agent_4.txt under BATCH 10 so the information is not lost. Source: UNICEF/Plateforme Cholera WCA Ghana factsheet (2015) Table I, recovered from the Internet Archive."
589,AFR::GHA::Northern,1998-01-01,2013-12-31,,954,,,2015-07-31,229,"UNICEF / Plateforme Cholera WCA - Cholera Epidemiology and Response Factsheet: Ghana (2015), Table I regional totals 1998-2013",0.5,"Source states: 'Table I ... NORTHERN  954 / 3  1.8% of total cases  8 outbreaks  8 weeks' - interpreted as 954 sCh cases. SIXTEEN-YEAR CUMULATIVE regional total, 1998-2013, from UNICEF/Plateforme Cholera Table I. THIS IS NOT PERIOD INCIDENCE: it is the sum of all cholera cases the Ghanaian surveillance system attributed to this region over sixteen years, published to rank hotspots. It must NOT be treated as a rate over the period, must NOT be summed with the JHU annual national rows, and must NOT be summed with the district or regional rows already in this file for 2010-2013. The source itself states ""Missing data for 2003, 2006, 2008 and 2009"", so the denominator years are incomplete. The published death column is not credible (Central Region is printed as 5032 cases and 0 deaths), so deaths are omitted from these rows rather than recorded as zero. Confidence deliberately set to 0.5.",AI,2026-09-20,"WITHDRAWN BY THE AGENT THAT ADDED IT, one step after adding it. The value is a SIXTEEN-YEAR cumulative regional total (1998-2013) published by UNICEF to rank cholera hotspots, not period incidence. As a row it spans 192 months, so py/analyze_effective_gaps.py would credit every one of those months as covered for that region on the strength of a single descriptive figure - precisely the 'high coverage driven by a handful of long rows' failure CLAUDE.md warns about - and py/build_weekly_timeseries.py has no way to read the caveat in processing_notes. The table is recorded verbatim in ./data/GHA/search_log_agent_4.txt under BATCH 10 so the information is not lost. Source: UNICEF/Plateforme Cholera WCA Ghana factsheet (2015) Table I, recovered from the Internet Archive."
308,AFR::GHA::Northern::Western_Dagomba,1970-11-01,1970-11-26,0,1,,0.00,1970-11-26,151,"WHO Weekly Epidemiological Record 1970;45(48), Cholera (Ghana second imported case, Western Dagomba District)",0.6,"Source states: 'GHANA. - An imported case has been reported from the Western Dagomba District in the Northern Region. This case, believed to have come from the Ivory Coast, is under investigation and all necessary precautions to prevent the spread of infection have been taken. The attention of health administrations is drawn to the fact that no part of Ghana should be considered as infected on the basis of this imported case.' - interpreted as 1 sCh cases, 0 deaths. DISTRICT-LEVEL row, ONE imported case, Western Dagomba District, Northern Region (today Tolon and Kumbungu districts). POSSIBLE DOUBLE COUNT: WER 1971;46(05) retrospectively describes only TWO imported cases into Ghana, ""on 1 September 1970 from Guinea and on 9 November 1970 from Ivory Coast"", while WER 1970;45(46) tabulates the 9 November Ivory Coast importation at Accra (PA). It cannot be determined from the WER whether the Western Dagomba case is a third importation or the same 9 November case reported under a different location. Confidence set to 0.6 for that reason; do not sum with the Accra 1970-11-09 row without resolving the identity. Exact TL is not printed; 1970-11-01 to 1970-11-26 brackets the WER issue.",AI,2026-09-20,"Agent 5 citation audit: metadata 151's IRIS handle 10665/218035 is off by one and resolves to the article 'Infected Areas as on 3 December 1970', not to the WER 1970;45(48) full issue named in the Source field. Re-added verbatim against handle 10665/218034, which Agent 5 downloaded and confirmed carries the exact quoted sentence on page 535."
