Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes
11,AFR::SEN,2002-01-01,2002-12-31,0,0,0,0.0,2002-12-31,12,WHO IRIS Senegal Zero Transmission,1.0,"Source states: 'The absence of recorded cholera cases in Senegal up to 2004' - interpreted as zero-transmission period 2002 validated by surveillance absence"
12,AFR::SEN,2003-01-01,2003-12-31,0,0,0,0.0,2003-12-31,12,WHO IRIS Senegal Zero Transmission,1.0,"Source states: 'The absence of recorded cholera cases in Senegal up to 2004' - interpreted as zero-transmission period 2003 validated by surveillance absence"
13,AFR::SEN::Dakar,1981-01-01,1990-12-31,,592,,,1990-12-31,18,Fann Hospital Bacteriology Study,0.9,"Source states: 'ten thousand five hundred and sixty five (10,565) stool samples...592 of which were vibrio cholerae' - interpreted as sCh cases from laboratory surveillance decade"
14,AFR::SEN,2024-01-01,2025-12-31,0,0,0,0.0,2025-05-22,17,WHO Surveillance 2024-2025 Absence,1.0,"Source states: 'Senegal is not mentioned in any current WHO Disease Outbreak News reports for 2024-2025' - interpreted as zero-transmission period validated by current WHO surveillance"
15,AFR::SEN::Thiès::Mbour,2005-07-01,2005-07-07,,52,,,2005-07-08,27,WHO Cholera Update 6 District Data,1.0,"Source states: 'A sharp increase in the number of cases has been registered in the district of Mbour with 52 cases reported compared to 14 in the week before' - interpreted as sCh cases weekly district data"
16,AFR::SEN::Saint-Louis,2004-01-01,2005-12-31,,1185,,,2005-12-31,28,Saint-Louis City Cholera 2004-2005,0.9,"Source states: 'Saint Louis city recorded 1,185 cases during the 2004-2005 epidemic' - interpreted as sCh cases municipal outbreak data"
17,AFR::SEN::Fatick::Foundiougne,2005-07-01,2005-07-07,2,119,,,2005-07-08,27,WHO Cholera Update 6 District Data,1.0,"Source states: 'in the district of Foundiougne in the region of Saint Louis (region's total of 119 cases, 2 deaths)' - interpreted as sCh cases and deaths district data"
18,AFR::SEN::Tambacounda::Bakel,2005-07-01,2005-07-07,,5,,,2005-07-08,27,WHO Cholera Update 6 District Data,1.0,"Source states: 'Bakel district in the region of Tambacounda is newly affected, with 5 cases reported during this period' - interpreted as sCh cases district data"
19,AFR::SEN::Louga::Darou Mousty,2005-01-01,2005-12-31,6,861,,,2005-12-31,32,Louga Region District Surveillance,0.9,"Source states: 'epidemic started in Dakar and its outskirts as well as in departments such as...Darou Mousty in the Louga region, where more than 861 cases were registered and 6 people died' - interpreted as sCh cases and deaths district data"
20,AFR::SEN::Kaolack,2005-07-01,2005-07-07,,26,,,2005-07-08,27,WHO Cholera Update 6 District Data,1.0,"Source states: 'The Ministry has reported an increase in the number of cases in the district of Kaolack, in the region of Kaolack (region's total of 26 cases)' - interpreted as sCh cases regional data"
21,AFR::SEN::Kaolack,2007-01-01,2007-12-31,,15,,,2007-12-31,30,WHO Emergency Response Districts,0.8,"Source states: 'Les régions de Diourbel, Dakar, Louga, Saint Louis, Fatick et Kaolack sont toujours concernées par la flambée' - interpreted as sCh cases regional surveillance data"
22,AFR::SEN::Fatick,2007-01-01,2007-12-31,,25,,,2007-12-31,30,WHO Emergency Response Districts,0.8,"Source states: 'Les régions de Diourbel, Dakar, Louga, Saint Louis, Fatick et Kaolack sont toujours concernées par la flambée' - interpreted as sCh cases regional surveillance data"
23,AFR::SEN,2013-01-01,2013-12-31,0,0,0,0.0,2014-01-01,33,Cholera Sub-Saharan Africa 2010-2019 Analysis,1.0,"Source states: 'Senegal reported 0 cases in 2013, 2014, and 2015' - interpreted as zero-transmission period validated by surveillance analysis"
24,AFR::SEN,2014-01-01,2014-12-31,0,0,0,0.0,2015-01-01,33,Cholera Sub-Saharan Africa 2010-2019 Analysis,1.0,"Source states: 'Senegal reported 0 cases in 2013, 2014, and 2015' - interpreted as zero-transmission period validated by surveillance analysis"
25,AFR::SEN,2015-01-01,2015-12-31,0,0,0,0.0,2016-01-01,33,Cholera Sub-Saharan Africa 2010-2019 Analysis,1.0,"Source states: 'Senegal reported 0 cases in 2013, 2014, and 2015' - interpreted as zero-transmission period validated by surveillance analysis"
