Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
11,WHO AFRO Surveillance Report (UID: 20714),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Burundi/ObservationCollection20714.csv,JHU cholera database entry with 5 observations. Frequency: Other (20). Updated: 2024-02-09 Source tags: WHOafro,2017-08-15 to 2017-10-30,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
12,JHU Cholera Database (UID: 3540),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Burundi/ObservationCollection3540.csv,JHU cholera database entry with 124 observations. Frequency: Other (2). Updated: 2024-02-09,2016-01-01 to 2016-11-29,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
13,WHO AFRO Surveillance Report (UID: 20438),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Burundi/ObservationCollection20438.csv,JHU cholera database entry with 3 observations. Frequency: Other (2). Updated: 2024-02-09 Source tags: WHOafro,2019-06-04 to 2019-06-06,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
14,JHU Cholera Database (UID: 21406),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Burundi/ObservationCollection21406.csv,JHU cholera database entry with 34 observations. Frequency: Other (192). Updated: 2025-01-05,2022-12-08 to 2024-11-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
15,JHU Cholera Database (UID: 21075),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Burundi/ObservationCollection21075.csv,JHU cholera database entry with 1 observations. Frequency: Other (157). Updated: 2024-02-09,2019-06-01 to 2019-11-05,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
16,WHO AFRO Surveillance Report (UID: 20579),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Burundi/ObservationCollection20579.csv,JHU cholera database entry with 37 observations. Frequency: Other (145). Updated: 2025-02-17 Source tags: WHOafro,2017-07-07 to 2024-11-22,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
17,WHO AFRO Surveillance Report (UID: 20449),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Burundi/ObservationCollection20449.csv,JHU cholera database entry with 2 observations. Frequency: Other (134). Updated: 2024-02-09 Source tags: WHOafro,2016-07-28 to 2017-03-12,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
18,JHU Cholera Database (UID: 21375),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Burundi/ObservationCollection21375.csv,JHU cholera database entry with 17110 observations. Frequency: Other (12). Updated: 2024-05-15,2013-12-30 to 2020-12-06,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
19,WHO AFRO Surveillance Report (UID: 20643),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Burundi/ObservationCollection20643.csv,JHU cholera database entry with 3 observations. Frequency: Other (12). Updated: 2024-02-09 Source tags: WHOafro,2017-08-14 to 2017-08-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
20,WHO AFRO Surveillance Report (UID: 20753),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Burundi/ObservationCollection20753.csv,JHU cholera database entry with 7 observations. Frequency: Other (113). Updated: 2024-02-09 Source tags: WHOafro,2017-08-15 to 2017-12-06,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
21,WHO AFRO Surveillance Report (UID: 21055),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Burundi/ObservationCollection21055.csv,JHU cholera database entry with 3 observations. Frequency: Other (1). Updated: 2024-02-09 Source tags: WHOafro,2018-12-25 to 2018-12-28,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
22,WHO Annual Cholera Report (UID: 301),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Burundi/ObservationCollection301.csv,JHU cholera database entry with 46 observations. Frequency: Annual. Updated: 2024-09-25 Source tags: WHOannual,1978-01-01 to 2023-12-31,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
23,WHO Cholera Surveillance Dashboard (2023),https://extranet.who.int/publicemergency/,WHO cholera surveillance data for BURUNDI in 2023. Weekly reporting from WHO emergency surveillance dashboard. 52 weekly observations.,2023-01-02 to 2023-12-31,Surveillance,Validated,Level 1,WHO_Dashboard,Database_Import,English,Primary,WHO_Emergency_Dashboard,WHO_Integration,WHO
24,WHO Cholera Surveillance Dashboard (2024),https://extranet.who.int/publicemergency/,WHO cholera surveillance data for BURUNDI in 2024. Weekly reporting from WHO emergency surveillance dashboard. 52 weekly observations.,2024-01-01 to 2024-12-29,Surveillance,Validated,Level 1,WHO_Dashboard,Database_Import,English,Primary,WHO_Emergency_Dashboard,WHO_Integration,WHO
25,WHO Cholera Surveillance Dashboard (2025),https://extranet.who.int/publicemergency/,WHO cholera surveillance data for BURUNDI in 2025. Weekly reporting from WHO emergency surveillance dashboard. 21 weekly observations.,2024-12-30 to 2025-05-25,Surveillance,Validated,Level 1,WHO_Dashboard,Database_Import,English,Primary,WHO_Emergency_Dashboard,WHO_Integration,WHO
