Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
11,Epidemiology of Cholera Outbreak Addis Ababa 2016 (PMC9300272),https://pmc.ncbi.nlm.nih.gov/articles/PMC9300272/,Detailed epidemiological analysis of 2016 Addis Ababa outbreak,2016,Outbreak investigation,Active,Level 1,Validated,WebSearch,English,Primary,City health bureau data,Regional validation search,AI
12,Ethiopia Cholera Outbreak Flash Update 8 June 2023 OCHA,https://reliefweb.int/report/ethiopia/ethiopia-cholera-outbreak-flash-update-8-20-june-2023,Consolidated surveillance reports on 2023 cholera outbreak,2023,Emergency surveillance,Active,Level 1,Validated,WebSearch,English,Primary,WHO and OCHA reports,Cross-reference search,AI
13,Retrospective Analysis of Cholera AWD Outbreaks in Ethiopia 2001-2023 PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC11244192/,Retrospective analysis documenting major 2008-2009 AWD/cholera outbreak,2008-2009,Surveillance analysis,Active,Level 1,Validated,WebSearch,English,Primary,Academic and WHO sources,Gap context investigation,AI
14,WHO Multi-country outbreak of cholera External Situation Report #22 (10 Jan 2025),https://www.who.int/docs/default-source/coronaviruse/situation-reports/20250110_multi-country_outbreak-of-cholera_sitrep--22.pdf,WHO multi-country cholera sitrep Table 1 with country-level cumulative cases/deaths for 2024,2024,Emergency surveillance,Active,Level 1,Validated,WebFetch PDF,English,Primary,WHO AFRO regional totals,Recent gap update,AI
15,WHO Multi-country outbreak of cholera External Situation Report #31 (29 Oct 2025),https://cdn.who.int/media/docs/default-source/2021-dha-docs/20251029_multi-country_outbreak-of-cholera_sitrep_31.pdf,WHO multi-country cholera sitrep Table 1 with country-level cumulative cases/deaths Jan-Sep 2025,2025,Emergency surveillance,Active,Level 1,Validated,WebFetch PDF,English,Primary,WHO AFRO regional totals,Recent gap update,AI
16,WHO AFRO Monthly Regional Cholera Bulletin May 2025,https://iris.who.int/bitstream/handle/10665/381794/AFRO-Cholera%20Monthly%20bulletin%20May%202025.pdf,WHO AFRO monthly bulletin with Ethiopia cumulative cases/deaths as of 31 May 2025,2025,Emergency surveillance,Active,Level 1,Validated,WebSearch,English,Primary,EPHI surveillance data,Recent gap update,AI
17,WHO Sitrep #23 and Addis Standard on Amhara cholera resurgence Feb 2025,https://addisstandard.com/cholera-resurgence-in-ethiopias-amhara-region-claims-4-lives-over-160-cases-reported/,Amhara region resurgence Feb 2025 with zone/district case breakdown cross-referenced WHO sitrep 23,2025,Outbreak surveillance,Active,Level 2,Cross-validated,WebSearch,English,Primary,WHO and national media,Recent gap update,AI
18,"WHO Multi-country outbreak of cholera, Epidemiological Update #38 (30 June 2026)",https://cdn.who.int/media/docs/default-source/documents/emergencies/situation-reports/20260630_multi-country_outbreak-of-cholera_epidemiological_update_38.pdf,,2026-01-01 to 2026-05-31,Surveillance,Active,Level 1,Pending,WebSearch: WHO multi-country outbreak of cholera external situation report 2026 Ethiopia,en,0,,WebSearch: WHO multi-country outbreak of cholera external situation report 2026 Ethiopia,AI
19,"WHO Weekly Epidemiological Record No. 35, 4 September 2026 (101:193-202) - monthly cholera update",https://iris.who.int/server/api/core/items/a07ba01a-8292-41b2-b89d-4172b80f0ed5,,2026-01-01 to 2026-07-26,Surveillance,Active,Level 1,Pending,WHO IRIS REST API listing of Weekly epidemiological record 2026 vol 101; monthly cholera update moved from the standalone sitrep series into WER from July 2026,en,0,,WHO IRIS REST API listing of Weekly epidemiological record 2026 vol 101; monthly cholera update moved from the standalone sitrep series into WER from July 2026,AI
20,"Epidemiological analysis of a cholera outbreak in pastoral communities in the Somali region of Ethiopia (BMC Public Health 2026, PMC13040706)",https://pmc.ncbi.nlm.nih.gov/articles/PMC13040706/,,2017-01-09 to 2017-05-05,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia cholera Oromia Somali region 2026 outbreak suspected cases deaths,en,0,,WebSearch: Ethiopia cholera Oromia Somali region 2026 outbreak suspected cases deaths,AI
21,"Epidemiological evaluation of cholera outbreak dynamics in conflict-affected Central and Northwestern Tigray (Epidemiology & Infection 2026, PMC13200026)",https://pmc.ncbi.nlm.nih.gov/articles/PMC13200026/,,2024-07-25 to 2024-10-04,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia cholera 2026 Afar Amhara Tigray region outbreak cases deaths reported,en,0,,WebSearch: Ethiopia cholera 2026 Afar Amhara Tigray region outbreak cases deaths reported,AI
22,"EPHI Bacterial Disease Surveillance and Response Weekly SITREP Ethiopia, Volume #226 (26 December 2023, Epi-week 52)",https://ephi.gov.et/wp-content/uploads/2024/01/National-Cholera-Daily-Update-226.pdf,,2023-01-01 to 2023-12-26,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia cholera outbreak January February 2026 cases woreda Somali Oromia report (surfaced the EPHI SITREP PDF); retrieved with curl + pdftotext -layout,en,0,,WebSearch: Ethiopia cholera outbreak January February 2026 cases woreda Somali Oromia report (surfaced the EPHI SITREP PDF); retrieved with curl + pdftotext -layout,AI
23,Gambella cholera outbreak March 2025 - Borkena (Intl Medical Corps/UN figures) cross-referenced with MSF via Al Jazeera,https://borkena.com/2025/04/02/ethiopia-cholera-spreads-outbreak-hits-amhara-region-amidst-national-crisis/,,2025-01-01 to 2025-03-08,Surveillance,Active,Level 2,Pending,WebSearch: Ethiopia Gambella cholera outbreak 2025 cases deaths South Sudan refugees MSF,en,0,,WebSearch: Ethiopia Gambella cholera outbreak 2025 cases deaths South Sudan refugees MSF,AI
24,"UNICEF Ethiopia Humanitarian Situation Report No. 3 (Mid-Year), 30 June 2026",https://reliefweb.int/attachments/2a3756f0-4efb-4cac-b511-af20fbc7a0a5/UNICEF%20Ethiopia%20Humanitarian%20Situation%20Report%20No.%203%20%28Mid-Year%29%2C%2030%20June%202026.pdf,,2026-01-01 to 2026-06-30,Surveillance,Active,Level 2,Pending,WebSearch: UNICEF Ethiopia humanitarian situation report 2026 cholera AWD cases reported number,en,0,,WebSearch: UNICEF Ethiopia humanitarian situation report 2026 cholera AWD cases reported number,AI
25,"UNICEF Ethiopia Humanitarian Situation Report No. 1, January-February 2026",https://reliefweb.int/attachments/7ad11321-fecd-40bf-ab78-4627647d5437/UNICEF%20Ethiopia%20Humanitarian%20Situation%20Report%20No.1%2C%20Jan-Feb%202026.pdf,,2026-01-01 to 2026-02-28,Surveillance,Active,Level 2,Pending,"ReliefWeb attachment listing; states 'No cholera cases were reported during the month [January 2026], and the Amhara Public Health Institute declared the outbreak under control' - qualitative absence statement for Amhara, no national count, so no row extracted",en,0,,"ReliefWeb attachment listing; states 'No cholera cases were reported during the month [January 2026], and the Amhara Public Health Institute declared the outbreak under control' - qualitative absence statement for Amhara, no national count, so no row extracted",AI
26,"UNICEF Ethiopia Humanitarian Situation Report No. 2, March-April 2026",https://reliefweb.int/attachments/773a15ab-3f60-4792-a3a7-7ea95ce201b3/UNICEF%20Ethiopia%20Humanitarian%20Situation%20Report%20No.%202%2C%20March%20-%20April%202026.pdf,,2026-03-01 to 2026-04-30,Surveillance,Active,Level 2,Pending,"ReliefWeb attachment listing; Amhara section reports 'identification and treatment of 51 cholera cases' - same 51 as the mid-year sitrep (Index 58), not re-added to avoid double counting",en,0,,"ReliefWeb attachment listing; Amhara section reports 'identification and treatment of 51 cholera cases' - same 51 as the mid-year sitrep (Index 58), not re-added to avoid double counting",AI
27,"UNICEF Ethiopia Humanitarian Situation Report No. 1, January-February 2025",https://reliefweb.int/attachments/b86634c9-95e3-404d-9508-1867aed2767d/UNICEF%20Ethiopia%20Humanitarian%20Sitrep1%20January%20-%20February%20_2025.pdf,,2025-01-01 to 2025-02-28,Surveillance,Active,Level 2,Pending,"WebSearch: UNICEF Ethiopia humanitarian situation report 2025 cholera Gambella Amhara 1,582 cases 32 deaths",en,0,,"WebSearch: UNICEF Ethiopia humanitarian situation report 2025 cholera Gambella Amhara 1,582 cases 32 deaths",AI
28,"UNICEF Ethiopia Humanitarian Situation Report No. 6 (End of Year), 31 December 2025",https://reliefweb.int/attachments/f69be382-6653-4d45-9b4d-21d80c2378e4/UNICEF%20Ethiopia%20Humanitarian%20Situation%20Report%20No.%206%20%28End%20of%20Year%29%2C%2031%20December%202025.pdf,,2025-01-01 to 2025-12-31,Surveillance,Active,Level 2,Pending,ReliefWeb listing found via WebSearch: reliefweb UNICEF Ethiopia Humanitarian Situation Report No.1 January February 2025 cholera,en,0,,ReliefWeb listing found via WebSearch: reliefweb UNICEF Ethiopia Humanitarian Situation Report No.1 January February 2025 cholera,AI
29,"Scrascia et al., Cholera in Ethiopia in the 1990s: epidemiologic patterns, clonal analysis and antimicrobial resistance, Int J Med Microbiol 2009;299:367-372 (PMID 19121605)",https://pubmed.ncbi.nlm.nih.gov/19121605/,,1993-01-01 to 1999-12-31,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia 1998 cholera epidemic multidrug resistant Vibrio cholerae O1 outbreak,en,0,,WebSearch: Ethiopia 1998 cholera epidemic multidrug resistant Vibrio cholerae O1 outbreak,AI
30,"IFRC DREF Final Report MDRET021 Ethiopia Cholera Outbreak Response (citing WHO Weekly Bulletin, 18 August 2019)",https://reliefweb.int/attachments/923e07e4-4b68-3d56-a7f2-7719da29e400/MDRET021dfr.pdf,,2019-04-12 to 2019-08-11,Surveillance,Active,Level 2,Pending,WebSearch: Ethiopia cholera 2019 outbreak regional breakdown cases deaths EPHI WHO report,en,0,,WebSearch: Ethiopia cholera 2019 outbreak regional breakdown cases deaths EPHI WHO report,AI
31,"IFRC DREF Final Report MDRET028 Ethiopia Cholera Outbreak (2022-2023 epidemic, citing MoH/OCHA)",https://reliefweb.int/attachments/9204b413-2b9b-47f8-a0b8-6a9d2287d513/MDRET028dfr.pdf,,2022-08-27 to 2023-06-18,Surveillance,Active,Level 2,Pending,WebSearch: IFRC DREF Ethiopia cholera MDRET028 final report cases deaths regions woredas,en,0,,WebSearch: IFRC DREF Ethiopia cholera MDRET028 final report cases deaths regions woredas,AI
32,"WHO Multi-country outbreak of cholera, Epidemiological Update #33 (27 January 2026)",https://cdn.who.int/media/docs/default-source/documents/emergencies/situation-reports/20260127_multi-country_outbreak-of-cholera_epidemiological_update_33.pdf,,2025-01-01 to 2025-12-28,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia cholera 2025 October November December cases deaths WHO AFRO reported; PDF retrieved with curl + pdftotext -layout,en,0,,WebSearch: Ethiopia cholera 2025 October November December cases deaths WHO AFRO reported; PDF retrieved with curl + pdftotext -layout,AI
33,"OCHA Ethiopia: Bale Zone, Oromia Region Cholera Outbreak - Flash Update #1 (as of 10 October 2022)",https://reliefweb.int/report/ethiopia/ethiopia-bale-zone-oromia-region-cholera-outbreak-flash-update-1-10-october-2022,,2022-08-27 to 2022-10-10,Surveillance,Active,Level 2,Pending,WebSearch: Ethiopia cholera 2021 Bale zone Oromia outbreak cases deaths report woreda,en,0,,WebSearch: Ethiopia cholera 2021 Bale zone Oromia outbreak cases deaths report woreda,AI
34,"Critical failings in humanitarian response: a cholera outbreak in Kumer Refugee Camp, Ethiopia, 2023 (PMC11628949)",https://pmc.ncbi.nlm.nih.gov/articles/PMC11628949/,,2023-08-24 to 2023-09-19,Surveillance,Active,Level 1,Pending,WebSearch: Medical Teams International cholera outbreak Amhara Ethiopia 2024 cases treated response,en,0,,WebSearch: Medical Teams International cholera outbreak Amhara Ethiopia 2024 cases treated response,AI
35,OCHA Ethiopia Cholera Outbreak Flash Update #8 (as of 20 June 2023) - EPHI zone-level table,https://reliefweb.int/attachments/56daeb34-8e9f-47de-b652-fb26d69e18e7/Ethiopia%20-%20Cholera%20Flash%20Update%20%238%20final2.pdf,,2022-08-27 to 2023-06-20,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia cholera South Ethiopia region 2023 2024 Konso Alle Gofa zone cases deaths; PDF via ReliefWeb attachment + pdftotext -layout,en,0,,WebSearch: Ethiopia cholera South Ethiopia region 2023 2024 Konso Alle Gofa zone cases deaths; PDF via ReliefWeb attachment + pdftotext -layout,AI
36,WHO AFRO: WHO Ethiopia surge team helps control the spread of cholera in Goro Woreda of Oromia region (5 May 2023),https://afro.who.int/pt/node/17963,,2023-03-01 to 2023-04-30,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia cholera 2024 Oromia region cases deaths woreda outbreak WHO report,en,0,,WebSearch: Ethiopia cholera 2024 Oromia region cases deaths woreda outbreak WHO report,AI
37,"Existence of cholera outbreak, challenges, and way forward on public health interventions to control cholera outbreak in Guraghe Zones, southern Ethiopia, 2023 (Front Public Health 2024, PMC11163086)",https://pmc.ncbi.nlm.nih.gov/articles/PMC11163086/,,2023-08-07 to 2023-10-30,Surveillance,Active,Level 1,Pending,WebSearch: Existence of cholera outbreak Guraghe zones southern Ethiopia 2023 cases deaths public health interventions,en,0,,WebSearch: Existence of cholera outbreak Guraghe zones southern Ethiopia 2023 cases deaths public health interventions,AI
38,"Cholera outbreak investigation report in Mille woreda, Afar region, Ethiopia (MOJ Womens Health, 2022)",https://medcraveonline.com/MOJWH/cholera-outbreak-investigation-report-in-mille-woreda-afar-region-ethiopia-2019.html,,2018-05-26 to 2018-07-24,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia cholera Afar region 2018 2019 Afambo Asayita Mille woreda cases deaths outbreak,en,0,,WebSearch: Ethiopia cholera Afar region 2018 2019 Afambo Asayita Mille woreda cases deaths outbreak,AI
39,Addis Standard: New cross-border cholera outbreak kills five in Moyale town and vicinity (24 March 2023),https://addisstandard.com/news-new-cross-boundary-cholera-outbreak-kills-five-in-moyale-border-town-vicinity-areas/,,2023-03-10 to 2023-03-24,Surveillance,Active,Level 3,Pending,WebSearch: Ethiopia cholera Moyale town Borena Dawa 2023 cross-border Kenya cases outbreak,en,0,,WebSearch: Ethiopia cholera Moyale town Borena Dawa 2023 cross-border Kenya cases outbreak,AI
40,"Integrating Surveillance and Climate Data for Cholera Early Warning in Ethiopia (Ann Glob Health 2025, PMC12447798)",https://pmc.ncbi.nlm.nih.gov/articles/PMC12447798/,,2022-01-01 to 2024-05-31,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia cholera outbreak 2026 flood kiremt rainy season cases reported region,en,0,,WebSearch: Ethiopia cholera outbreak 2026 flood kiremt rainy season cases reported region,AI
41,Save the Children: Ethiopia - At least 23 killed as a new cholera outbreak poses deadly threat to thousands of displaced children (30 November 2023),https://reliefweb.int/report/ethiopia/ethiopia-least-23-killed-new-cholera-outbreak-poses-deadly-threat-thousands-displaced-children,,2023-11-16 to 2023-11-30,Surveillance,Active,Level 2,Pending,WebSearch: Save the Children Ethiopia cholera outbreak 23 killed displaced children cases region,en,0,,WebSearch: Save the Children Ethiopia cholera outbreak 23 killed displaced children cases region,AI
42,"Inadequate Hand Washing, Lack of Clean Drinking Water and Latrines as Major Determinants of Cholera Outbreak in Somali Region, Ethiopia in 2019 (Front Public Health 2022, PMC9120658)",https://pmc.ncbi.nlm.nih.gov/articles/PMC9120658/,,2019-09-04 to 2019-11-01,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia cholera 2019 Somali region Erer Jijiga woreda determinants cases deaths,en,0,,WebSearch: Ethiopia cholera 2019 Somali region Erer Jijiga woreda determinants cases deaths,AI
43,"IDN-InDepthNews: Humanitarian Response Critically Underfunded as Refugee Numbers Surge in Gambella, Ethiopia (2 September 2025)",https://indepthnews.net/humanitarian-response-critically-underfunded-as-refugee-numbers-surge-in-gambella-ethiopia/,,2025-02-01 to 2025-09-02,Surveillance,Active,Level 3,Pending,WebSearch: Ethiopia cholera 2026 refugee camps Gambella Assosa Sudanese South Sudanese outbreak cases,en,0,,WebSearch: Ethiopia cholera 2026 refugee camps Gambella Assosa Sudanese South Sudanese outbreak cases,AI
44,"UNHCR Ethiopia Public Health Factsheet, January-March 2026 (reports a May 2026 diarrhoeal outbreak in Melkadida refugee camps)",https://reliefweb.int/attachments/3a9e85f0-29f1-5d93-b28a-2a4d1ee591cf/UNHCR%20Ethiopia%20Public%20Health%20Factsheet%20January_March%202026.pdf,,2026-05-07 to 2026-06-30,Surveillance,Active,Level 2,Pending,"WebSearch: Ethiopia UNHCR public health cholera refugee settlement 2026 cases AWD report. REGISTERED BUT DELIBERATELY NOT EXTRACTED: states 'Since the onset of the diarrheal disease outbreak on 7 May 2026 in Melkadida refugee camps, Somali Region, a total of 73 cases and 2 deaths were reported, resulting in a Case Fatality Rate (CFR) of 2.7%.' The source calls this a DIARRHOEAL outbreak, not cholera or AWD, and WHO's cholera table for 1 Jan-26 Jul 2026 records only 50 Ethiopian cases - fewer than these 73 - so WHO did not classify this event as cholera. Adding it as suspected cholera would assert an aetiology no source claims. Left for Agent 5/6 to adjudicate against EPHI or WHO classification.",en,0,,"WebSearch: Ethiopia UNHCR public health cholera refugee settlement 2026 cases AWD report. REGISTERED BUT DELIBERATELY NOT EXTRACTED: states 'Since the onset of the diarrheal disease outbreak on 7 May 2026 in Melkadida refugee camps, Somali Region, a total of 73 cases and 2 deaths were reported, resulting in a Case Fatality Rate (CFR) of 2.7%.' The source calls this a DIARRHOEAL outbreak, not cholera or AWD, and WHO's cholera table for 1 Jan-26 Jul 2026 records only 50 Ethiopian cases - fewer than these 73 - so WHO did not classify this event as cholera. Adding it as suspected cholera would assert an aetiology no source claims. Left for Agent 5/6 to adjudicate against EPHI or WHO classification.",AI
45,"WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies, Week 23, 2-8 June 2018 (Ethiopia AWD regional table)",https://afro.who.int/countries/democratic-republic-of-congo/publication/outbreaks-and-emergencies-bulletin-week-23-02-08-june-2018,,2018-01-01 to 2018-06-08,Surveillance,Active,Level 1,Pending,WebSearch: WHO AFRO weekly bulletin 2018 Ethiopia AWD 728 cases week 23 Somali Afar Tigray Dire Dawa,en,0,,WebSearch: WHO AFRO weekly bulletin 2018 Ethiopia AWD 728 cases week 23 Somali Afar Tigray Dire Dawa,AI
46,WHO Disease Outbreak News: Acute watery diarrhoeal syndrome in Ethiopia (4 October 2006),https://www.who.int/emergencies/disease-outbreak-news/item/2006_10_04-en,,2006-01-01 to 2006-09-28,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia AWD 2006 2007 WHO Disease Outbreak News acute watery diarrhoeal syndrome cases deaths regions,en,0,,WebSearch: Ethiopia AWD 2006 2007 WHO Disease Outbreak News acute watery diarrhoeal syndrome cases deaths regions,AI
47,OCHA Ethiopia Cholera Outbreak Flash Update #4 (as of 14 December 2022) and #3 (23 November 2022),https://reliefweb.int/report/ethiopia/ethiopia-cholera-outbreak-flash-update-4-14-december-2022,,2022-08-27 to 2022-12-14,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia cholera 2022 Liban zone Somali Kersadula Guradamole woreda cases deaths,en,0,,WebSearch: Ethiopia cholera 2022 Liban zone Somali Kersadula Guradamole woreda cases deaths,AI
48,OCHA Ethiopia Cholera Outbreak Flash Update #2 (as of 25 October 2022),https://reliefweb.int/report/ethiopia/ethiopia-cholera-outbreak-flash-update-2-25-october-2022,,2022-08-27 to 2022-10-25,Surveillance,Active,Level 1,Pending,WebSearch: Ethiopia cholera outbreak flash update 2 25 October 2022 cases deaths woredas Bale,en,0,,WebSearch: Ethiopia cholera outbreak flash update 2 25 October 2022 cases deaths woredas Bale,AI
49,"Serotype and antimicrobial susceptibility patterns of Vibrio cholerae in cholera outbreak areas of East and Central Oromia Region, Ethiopia, 2024 (BMC Infect Dis 2026, PMC13366759)",https://pmc.ncbi.nlm.nih.gov/articles/PMC13366759/,Laboratory-based cross-sectional study of the 2024 cholera outbreak in East and Central Oromia; reports the suspected case total for the APHRRLC catchment,2024-01-01 to 2024-12-31,Surveillance,Active,Level 1,Pending,"PubMed MCP: search_articles 'cholera Ethiopia outbreak' (113 hits, sort=pub_date) -> get_article_metadata -> get_full_text_article PMC13366759",en,0,Oromia Regional Health Bureau / Adama Public Health Research and Referral Laboratory Center,"PubMed MCP: search_articles 'cholera Ethiopia outbreak' (113 hits, sort=pub_date) -> get_article_metadata -> get_full_text_article PMC13366759",AI
50,"Determinants of Cholera in Selected Districts of Southeastern Part of Oromia Region, Ethiopia: A Case-Control Study (Environ Health Insights 2026, PMC12847664)",https://pmc.ncbi.nlm.nih.gov/articles/PMC12847664/,"Community-based case-control study in Bale, East Bale, Guji and West Arsi zones; reports the cumulative Oromia regional case total and CFR for 2015-2023",2015-01-01 to 2023-12-31,Surveillance,Active,Level 1,Pending,"PubMed MCP: search_articles 'cholera Ethiopia outbreak' (113 hits, sort=pub_date) -> get_article_metadata -> get_full_text_article PMC12847664",en,0,Oromia Regional Health Bureau cumulative surveillance 2015-2023,"PubMed MCP: search_articles 'cholera Ethiopia outbreak' (113 hits, sort=pub_date) -> get_article_metadata -> get_full_text_article PMC12847664",AI
51,"Spatio-temporal patterns of cholera outbreak in rural settings of Ethiopia, 2023 - Gedeo Zone (Heliyon 2025, PMC11786676)",https://pmc.ncbi.nlm.nih.gov/articles/PMC11786676/,SaTScan space-time cluster analysis of the 2023 Gedeo Zone cholera outbreak using the zone health department daily kebele line list,2023-04-02 to 2023-11-18,Surveillance,Active,Level 1,Pending,PubMed MCP: search_articles 'cholera Ethiopia outbreak' -> E-utilities esummary triage -> elink PMID 39897781 -> PMC11786676 full text,en,0,"Gedeo Zone Health Department daily line list, 59 kebeles across 7 districts",PubMed MCP: search_articles 'cholera Ethiopia outbreak' -> E-utilities esummary triage -> elink PMID 39897781 -> PMC11786676 full text,AI
52,"Comparison of analysis methods to classify cholera hotspots in Ethiopia from 2015 to 2021 (Scientific Reports 2024, PMC10991413)",https://pmc.ncbi.nlm.nih.gov/articles/PMC10991413/,"GTFCC/UNICEF hotspot classification of 1033 Ethiopian woredas built on the EPHI national cholera line list, week 37 2015 to week 52 2021; states the Tigray Region case count in that line list",2015-09-07 to 2021-12-31,Surveillance,Active,Level 1,Pending,PubMed MCP: E-utilities esummary triage of 'cholera Ethiopia outbreak' hits -> elink PMID 38570545 -> PMC10991413 full text,en,0,EPHI Disease and Health Event Surveillance and Response Department woreda line lists; WHO Ethiopia country office regional annual totals 2015-2018,PubMed MCP: E-utilities esummary triage of 'cholera Ethiopia outbreak' hits -> elink PMID 38570545 -> PMC10991413 full text,AI
