Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
11,WHO AFRO Surveillance Report (UID: 20622),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20622.csv,JHU cholera database entry with 6 observations. Frequency: Other (67). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-07-09,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
12,JHU Cholera Database (UID: 21079),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection21079.csv,JHU cholera database entry with 9 observations. Frequency: Other (66). Updated: 2024-02-09,2019-04-25 to 2019-10-13,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
13,WHO AFRO Surveillance Report (UID: 20476),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20476.csv,JHU cholera database entry with 12 observations. Frequency: Other (63). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-04-16,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
14,WHO AFRO Surveillance Report (UID: 20639),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20639.csv,JHU cholera database entry with 4 observations. Frequency: Other (62). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-08-20,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
15,JHU Cholera Database (UID: 896),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection896.csv,JHU cholera database entry with 1 observations. Frequency: Other (61). Updated: 2024-02-09,2008-01-14 to 2008-03-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
16,JHU Cholera Database (UID: 21410),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection21410.csv,JHU cholera database entry with 61 observations. Frequency: Other (61). Updated: 2025-03-21,2022-08-01 to 2024-11-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
17,WHO AFRO Surveillance Report (UID: 20670),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20670.csv,JHU cholera database entry with 6 observations. Frequency: Other (49). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-09-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
18,WHO AFRO Surveillance Report (UID: 20640),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20640.csv,JHU cholera database entry with 6 observations. Frequency: Other (45). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-08-29,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
19,WHO AFRO Surveillance Report (UID: 20473),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20473.csv,JHU cholera database entry with 5 observations. Frequency: Other (44). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-04-14,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
20,WHO AFRO Surveillance Report (UID: 20687),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20687.csv,JHU cholera database entry with 7 observations. Frequency: Other (44). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-10-03,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
21,WHO AFRO Surveillance Report (UID: 20651),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20651.csv,JHU cholera database entry with 6 observations. Frequency: Other (44). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-08-27,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
22,WHO AFRO Surveillance Report (UID: 20437),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20437.csv,JHU cholera database entry with 7 observations. Frequency: Other (38). Updated: 2024-02-09 Source tags: WHOafro,2019-04-28 to 2019-06-17,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
23,WHO AFRO Surveillance Report (UID: 20441),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20441.csv,JHU cholera database entry with 6 observations. Frequency: Other (35). Updated: 2024-02-09 Source tags: WHOafro,2019-04-25 to 2019-06-06,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
24,WHO AFRO Surveillance Report (UID: 20909),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20909.csv,JHU cholera database entry with 6 observations. Frequency: Other (31). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2019-06-10,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
25,WHO AFRO Surveillance Report (UID: 20725),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20725.csv,JHU cholera database entry with 5 observations. Frequency: Other (246). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-11-05,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
26,WHO AFRO Surveillance Report (UID: 20758),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20758.csv,JHU cholera database entry with 3 observations. Frequency: Other (226). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-12-24,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
27,WHO AFRO Surveillance Report (UID: 20741),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20741.csv,JHU cholera database entry with 3 observations. Frequency: Other (216). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-12-03,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
28,WHO AFRO Surveillance Report (UID: 20625),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20625.csv,JHU cholera database entry with 1 observations. Frequency: Other (215). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-08-04,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
29,WHO AFRO Surveillance Report (UID: 20623),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20623.csv,JHU cholera database entry with 1 observations. Frequency: Other (201). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-07-21,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
30,JHU Cholera Database (UID: 21371),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection21371.csv,JHU cholera database entry with 154 observations. Frequency: Other (193). Updated: 2024-02-09,2008-07-01 to 2017-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
31,WHO AFRO Surveillance Report (UID: 21048),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection21048.csv,JHU cholera database entry with 2 observations. Frequency: Other (190). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-12-20,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
32,WHO AFRO Surveillance Report (UID: 20616),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20616.csv,JHU cholera database entry with 1 observations. Frequency: Other (180). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-06-30,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
33,WHO AFRO Surveillance Report (UID: 21041),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection21041.csv,JHU cholera database entry with 2 observations. Frequency: Other (177). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-12-02,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
34,WHO AFRO Surveillance Report (UID: 21031),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection21031.csv,JHU cholera database entry with 2 observations. Frequency: Other (160). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-11-05,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
35,WHO AFRO Surveillance Report (UID: 20703),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20703.csv,JHU cholera database entry with 2 observations. Frequency: Other (151). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-10-24,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
36,WHO AFRO Surveillance Report (UID: 20718),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20718.csv,JHU cholera database entry with 2 observations. Frequency: Other (151). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-10-24,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
37,WHO AFRO Surveillance Report (UID: 20922),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20922.csv,JHU cholera database entry with 6 observations. Frequency: Other (151). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-07-01,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
38,WHO AFRO Surveillance Report (UID: 20692),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20692.csv,JHU cholera database entry with 2 observations. Frequency: Other (146). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-10-15,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
39,WHO AFRO Surveillance Report (UID: 20799),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20799.csv,JHU cholera database entry with 3 observations. Frequency: Other (139). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2018-01-28,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
40,WHO AFRO Surveillance Report (UID: 20617),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20617.csv,JHU cholera database entry with 10 observations. Frequency: Other (136). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-06-23,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
41,WHO AFRO Surveillance Report (UID: 20951),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20951.csv,JHU cholera database entry with 8 observations. Frequency: Other (132). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-07-29,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
42,WHO AFRO Surveillance Report (UID: 20976),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20976.csv,JHU cholera database entry with 10 observations. Frequency: Other (131). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-08-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
43,WHO AFRO Surveillance Report (UID: 20960),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20960.csv,JHU cholera database entry with 10 observations. Frequency: Other (122). Updated: 2024-02-09 Source tags: WHOafro,2018-01-01 to 2018-08-12,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
44,WHO AFRO Surveillance Report (UID: 20626),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20626.csv,JHU cholera database entry with 15 observations. Frequency: Other (118). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-08-06,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
45,WHO AFRO Surveillance Report (UID: 20859),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20859.csv,JHU cholera database entry with 7 observations. Frequency: Other (110). Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2018-04-10,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
46,WHO AFRO Surveillance Report (UID: 20495),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection20495.csv,JHU cholera database entry with 39 observations. Frequency: Monthly. Updated: 2024-02-09 Source tags: WHOafro,2017-01-01 to 2017-05-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
47,WHO Annual Cholera Report (UID: 314),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Ethiopia/ObservationCollection314.csv,JHU cholera database entry with 27 observations. Frequency: Annual. Updated: 2024-09-26 Source tags: WHOannual,1970-01-01 to 2023-12-31,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
48,WHO Cholera Surveillance Dashboard (2023),https://extranet.who.int/publicemergency/,WHO cholera surveillance data for ETHIOPIA in 2023. Weekly reporting from WHO emergency surveillance dashboard. 52 weekly observations.,2023-01-02 to 2023-12-31,Surveillance,Validated,Level 1,WHO_Dashboard,Database_Import,English,Primary,WHO_Emergency_Dashboard,WHO_Integration,WHO
49,WHO Cholera Surveillance Dashboard (2024),https://extranet.who.int/publicemergency/,WHO cholera surveillance data for ETHIOPIA in 2024. Weekly reporting from WHO emergency surveillance dashboard. 52 weekly observations.,2024-01-01 to 2024-12-29,Surveillance,Validated,Level 1,WHO_Dashboard,Database_Import,English,Primary,WHO_Emergency_Dashboard,WHO_Integration,WHO
50,WHO Cholera Surveillance Dashboard (2025),https://extranet.who.int/publicemergency/,WHO cholera surveillance data for ETHIOPIA in 2025. Weekly reporting from WHO emergency surveillance dashboard. 22 weekly observations.,2024-12-30 to 2025-06-01,Surveillance,Validated,Level 1,WHO_Dashboard,Database_Import,English,Primary,WHO_Emergency_Dashboard,WHO_Integration,WHO
