Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
12,JHU Cholera Database (UID: 20530),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20530.csv,JHU cholera database entry with 1 observations. Frequency: Other (72). Updated: 2024-02-09,2011-06-01 to 2011-08-12,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
13,UNICEF Country Programme Report (UID: 20734),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20734.csv,JHU cholera database entry with 86064 observations. Frequency: Other (7). Updated: 2024-05-15 Source tags: UNICEFcp,2010-01-04 to 2019-12-29,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
14,WHO AFRO Surveillance Report (UID: 20940),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20940.csv,JHU cholera database entry with 4 observations. Frequency: Other (69). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2018-07-26,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
15,JHU Cholera Database (UID: 187),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection187.csv,JHU cholera database entry with 31 observations. Frequency: Other (61). Updated: 2024-02-09,2014-04-24 to 2014-11-05,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
16,WHO AFRO Surveillance Report (UID: 21044),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection21044.csv,JHU cholera database entry with 6 observations. Frequency: Other (60). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2018-12-02,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
17,WHO AFRO Surveillance Report (UID: 21036),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection21036.csv,JHU cholera database entry with 6 observations. Frequency: Other (55). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2018-11-23,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
18,WHO AFRO Surveillance Report (UID: 21027),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection21027.csv,JHU cholera database entry with 5 observations. Frequency: Other (52). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2018-11-02,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
19,JHU Cholera Database (UID: 5),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection5.csv,JHU cholera database entry with 15 observations. Frequency: Other (5). Updated: 2024-02-09,2011-10-08 to 2012-01-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
20,WHO AFRO Surveillance Report (UID: 21017),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection21017.csv,JHU cholera database entry with 172 observations. Frequency: Other (5). Updated: 2024-02-09 Source tags: WHOafro,2018-05-13 to 2018-10-23,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
21,WHO AFRO Surveillance Report (UID: 20953),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20953.csv,JHU cholera database entry with 15 observations. Frequency: Other (46). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2018-08-12,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
22,JHU Cholera Database (UID: 21407),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection21407.csv,JHU cholera database entry with 12 observations. Frequency: Other (458). Updated: 2025-01-05,2021-10-01 to 2024-11-24,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
23,WHO AFRO Surveillance Report (UID: 21021),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection21021.csv,JHU cholera database entry with 6 observations. Frequency: Other (43). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2018-10-29,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
24,WHO AFRO Surveillance Report (UID: 21010),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection21010.csv,JHU cholera database entry with 5 observations. Frequency: Other (42). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2018-10-16,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
25,WHO AFRO Surveillance Report (UID: 20990),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20990.csv,JHU cholera database entry with 29 observations. Frequency: Other (41). Updated: 2024-02-09 Source tags: WHOafro,2018-05-14 to 2018-09-24,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
26,WHO AFRO Surveillance Report (UID: 20916),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20916.csv,JHU cholera database entry with 6 observations. Frequency: Other (33). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2018-06-27,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
27,JHU Cholera Database (UID: 20580),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20580.csv,JHU cholera database entry with 2 observations. Frequency: Other (278). Updated: 2024-02-09,2010-12-01 to 2012-06-11,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
28,JHU Cholera Database (UID: 21144),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection21144.csv,JHU cholera database entry with 1 observations. Frequency: Other (273). Updated: 2024-02-09,2020-01-01 to 2020-09-30,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
29,JHU Cholera Database (UID: 20570),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20570.csv,JHU cholera database entry with 1 observations. Frequency: Other (242). Updated: 2024-02-09,2011-01-01 to 2011-08-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
30,JHU Cholera Database (UID: 20532),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20532.csv,JHU cholera database entry with 1 observations. Frequency: Other (226). Updated: 2024-02-09,2011-01-01 to 2011-08-15,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
31,WHO AFRO Surveillance Report (UID: 20927),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20927.csv,JHU cholera database entry with 15 observations. Frequency: Other (22). Updated: 2024-02-09 Source tags: WHOafro,2018-05-14 to 2018-07-08,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
32,JHU Cholera Database (UID: 20607),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20607.csv,JHU cholera database entry with 4 observations. Frequency: Other (207). Updated: 2024-02-09,2010-04-01 to 2010-10-25,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
33,JHU Cholera Database (UID: 21076),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection21076.csv,JHU cholera database entry with 2 observations. Frequency: Other (182). Updated: 2024-02-09,2019-01-01 to 2019-09-29,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
34,JHU Cholera Database (UID: 182),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection182.csv,JHU cholera database entry with 236 observations. Frequency: Other (175). Updated: 2024-02-09,2010-05-03 to 2011-12-11,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
35,JHU Cholera Database (UID: 20418),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20418.csv,JHU cholera database entry with 3 observations. Frequency: Other (150). Updated: 2024-02-09,2010-05-06 to 2010-10-03,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
36,JHU Cholera Database (UID: 21139),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection21139.csv,JHU cholera database entry with 536 observations. Frequency: Other (141). Updated: 2025-03-17,2018-01-01 to 2020-12-16,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
37,WHO AFRO Surveillance Report (UID: 20439),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20439.csv,JHU cholera database entry with 3 observations. Frequency: Other (135). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2019-05-15,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
38,WHO AFRO Surveillance Report (UID: 20926),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20926.csv,JHU cholera database entry with 6 observations. Frequency: Other (13). Updated: 2024-02-09 Source tags: WHOafro,2018-05-14 to 2018-07-08,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
39,JHU Cholera Database (UID: 20460),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20460.csv,JHU cholera database entry with 1 observations. Frequency: Other (128). Updated: 2024-02-09,2010-05-01 to 2010-09-06,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
40,WHO AFRO Surveillance Report (UID: 21003),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection21003.csv,JHU cholera database entry with 5 observations. Frequency: Other (126). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2018-10-12,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
41,JHU Cholera Database (UID: 20393),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20393.csv,JHU cholera database entry with 3 observations. Frequency: Other (122). Updated: 2024-02-09,2014-01-01 to 2018-05-21,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
42,JHU Cholera Database (UID: 819),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection819.csv,JHU cholera database entry with 2 observations. Frequency: Other (119). Updated: 2024-02-09,2014-01-01 to 2014-04-30,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
43,JHU Cholera Database (UID: 960),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection960.csv,JHU cholera database entry with 2 observations. Frequency: Other (115). Updated: 2024-02-09,2010-05-01 to 2010-08-26,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
44,WHO AFRO Surveillance Report (UID: 20999),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20999.csv,JHU cholera database entry with 7 observations. Frequency: Other (104). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2018-09-28,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
45,WHO AFRO Surveillance Report (UID: 20983),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection20983.csv,JHU cholera database entry with 5 observations. Frequency: Other (101). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2018-09-17,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
46,WHO AFRO Surveillance Report (UID: 21050),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection21050.csv,JHU cholera database entry with 4 observations. Frequency: Other (101). Updated: 2024-02-09 Source tags: WHOafro,2018-05-18 to 2018-12-19,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
47,JHU Cholera Database (UID: 11504),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection11504.csv,JHU cholera database entry with 2 observations. Frequency: Annual. Updated: 2024-02-09,2004-01-01 to 2005-12-31,Surveillance,Validated,Level 2,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
48,WHO Annual Cholera Report (UID: 307),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Cameroon/ObservationCollection307.csv,JHU cholera database entry with 59 observations. Frequency: Annual. Updated: 2024-09-25 Source tags: WHOannual,1971-01-01 to 2023-12-31,Surveillance,Validated,Level 1,JHU_Integrated,Database_Import,English,Primary,JHU_Database,JHU_Integration,JHU
