Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database,retracted_on,retracted_reason
53,AFR::TGO::Maritime,2014-01-01,2014-12-31,3,36,,8.33,2015-11-30,65,"Togo Ministere de la Sante - Principaux Indicateurs de Sante au Togo 2014 (Lome, novembre 2015), Tableau XXXVI",0.9,"Source states: 'Tableau XXXVI : Cas et deces lies aux maladies a potentiel epidemique par region en 2014 - Choléra : Lome Commune 113 cas 6 deces ; Maritime 36 cas 3 deces ; Plateaux 0 0 ; Centrale 0 0 ; Kara 0 0 ; Savanes 0 0 ; Total pays 262 cas 11 deces' - interpreted as 36 sCh cases, 3 deaths. Provincial subset - do not sum with national row. The national 2014 row (262 cases, 11 deaths) is in data/TGO/cholera_data_jhu.csv. In 2014 the Maritime health region excluded Lome Commune, which is reported separately (113 cases). Regional figures sum to 149 of the 262 national cases, so this breakdown is a lower bound - see the Grand Lome row for the full arithmetic check.",AI,2026-09-19,"Agent 6: superseded by Index 253. The UNFPA printing assigns Maritime 36/3; the Ministry's corrected printing assigns Maritime 113 cases / 6 deaths and Plateaux 36/3, which sums exactly to the printed national 262/11. Row 53 understated Maritime by 77 cases and mislabelled the Plateaux figures as Maritime."
201,AFR::TGO,2025-01-01,2025-03-23,4,165,,2.42,2025-06-29,89,WHO AFRO Monthly Regional Cholera Bulletin - June 2025 (data as of 29 June 2025),0.9,"Source states: 'Table 1 Cholera Cases and Deaths in WHO African Region 1 January 2024 to 29 June 2025 | 15 Togo | Cases in 2025 only 165 | Deaths in 2025 only 4 | CFR (%) 2025 only 2.4 | Cumulative cases 447 | Cumulative deaths 21 | Cumulative CFR (%) 4.7 | Date outbreak started Jul-24 | Last update 23-Mar-25' - interpreted as 165 sCh cases, 4 deaths. National total for the 2025 phase of the 2024-25 epidemic - includes provinces not individually listed; do not sum with the WHO weekly baseline rows in data/TGO/cholera_data_who.csv, which carry the same 164-165 cases week by week, nor with the 2024 rows. TR SET TO 23 MARCH 2025 BECAUSE THAT IS THE 'Last update' THE TABLE ITSELF PRINTS for Togo, against 29 June 2025 for the still-active countries - i.e. Togo notified nothing to AFRO in the fourteen weeks between. WHOLE-EPIDEMIC FIGURES FROM THE SAME ROW, recorded here rather than as a separate aggregate row because they are the exact sum of figures already in the dataset: 447 cumulative cases and 21 cumulative deaths, CFR 4.7 percent, outbreak start Jul-24. That decomposes as 282 cases and 17 deaths in 2024 (WHO dashboard) plus 165 and 4 here, so the accounting is internally consistent to the unit. CONFLICT RESOLVED - UNICEF'S 209 REJECTED FOR THIS PERIOD. The UNICEF press release of 30 July 2025 (metadata index 36) states 'In Togo, 209 cases of cholera and five deaths have been reported as of June 22, 2025', sourced to 'Ministry of Health reports and UNICEF data collection'. Taken as a 2025 calendar count that would put 44 cases and 1 death after 23 March and would contradict AI rows 23-26. It does not survive: this WHO AFRO table, compiled 29 June 2025 - one week after UNICEF's cut-off - gives Togo 165 for 2025 and states explicitly that Togo's last update was 23 March; the WHO cholera dashboard independently gives 164 for 2025 with its last non-zero week 3-9 March; the ECDC monthly overview and WHO multi-country updates through 2026 show no Togo cases. Four WHO/ECDC instruments against one press-release sentence. The most likely reading of the 209 is a ministry count with a different epidemic-year boundary or case definition, not 44 unreported cases. Both figures recorded; not averaged; the UNICEF value is the losing value and is preserved here.",AI,2026-09-19,"Agent 7 audit: strict aggregate duplicate of rows 207+208+209 (identical span 2025-01-01..2025-03-23; 88+72+5=165 cases, 2+2+0=4 deaths). Inflated the national weekly series to 181.7 for 2025 against a documented 165 via per-week tie-break in py/build_weekly_timeseries.py; series reads 166.1 without it. Unique adjudication (447/21 whole-epidemic cumulative, 23-Mar-2025 last update, UNICEF-209 rejection) transplanted to row 209 first."
274,AFR::TGO::Grand Lome,1970-11-25,1970-12-03,0,3,,0.00,1970-12-11,180,"WHO Weekly Epidemiological Record 1970;45(50) - notifications received 4-10 December 1970, Cholera",0.9,"Source states: 'Notifications Received from 4 to 10 December 1970. TOGO  3.XII  8.XII / Lome (PA) ..... 3  0   4  0' - interpreted as 3 sCh cases, 0 deaths. TOGO'S FIRST CHOLERA YEAR, AT LOCALITY AND NEAR-WEEKLY RESOLUTION. Before this the 1970 annual total of 75 cases (JHU) had NO sub-annual or sub-national attribution of any kind in this dataset. Found by reconciling AI rows against JHU annual totals, which showed 1970 and 1974 as the only years with real cases and zero attribution, then plain-scanning all cached WER 1970 issues. THE WER 1970 FORMAT PRINTS A NOTIFICATION DATE, NOT A PERIOD. TR is the printed notification date; TL is the day after the preceding printed notification date, the same convention used to build rows 36-38 and 271. The counts are INCREMENTAL, not cumulative - the Lome series runs 3, 4, 3, which is not monotonic - so these rows may be summed across the series without double counting. DISEASE ATTRIBUTION IS CERTAIN: the country line in WER 1970;45(51) carries the footnote 'Cholera El Tor', naming the biotype. All values were VERIFIED VISUALLY at 360 dpi from coordinate-anchored crops, which was essential: the 1970 WER interleaves the Cholera, Plague, Smallpox and Yellow Fever sections across print columns and the text layer scrambles them. TL 25 November is the day after the 24.XI notification listed for Togo in WER 1970;45(48); that earlier issue was not visually verified in this pass, so the TL carries more uncertainty than the TR. LOCALITY level - Lome (PA) means the city of Lome with its port and its airport, per the WER's own legend on the same page. Do not sum with any national 1970 row.",AI,2026-09-19,"Agent 6 SELF-CORRECTION: duplicate of pre-existing rows 131/132/133, which carry the identical WER 1970 notifications under location label AFR::TGO::Maritime::Lome. My reconciliation script filtered to Location=='AFR::TGO' and so reported 1970 as unattributed when it was already attributed sub-nationally. The duplicate guard did not fire because the two rows use different location strings for the same place."
275,AFR::TGO::Grand Lome,1970-12-04,1970-12-08,0,4,,0.00,1970-12-11,180,"WHO Weekly Epidemiological Record 1970;45(50) - notifications received 4-10 December 1970, Cholera",0.9,"Source states: 'Notifications Received from 4 to 10 December 1970. TOGO  3.XII  8.XII / Lome (PA) ..... 3  0   4  0' - interpreted as 4 sCh cases, 0 deaths. TOGO'S FIRST CHOLERA YEAR, AT LOCALITY AND NEAR-WEEKLY RESOLUTION. Before this the 1970 annual total of 75 cases (JHU) had NO sub-annual or sub-national attribution of any kind in this dataset. Found by reconciling AI rows against JHU annual totals, which showed 1970 and 1974 as the only years with real cases and zero attribution, then plain-scanning all cached WER 1970 issues. THE WER 1970 FORMAT PRINTS A NOTIFICATION DATE, NOT A PERIOD. TR is the printed notification date; TL is the day after the preceding printed notification date, the same convention used to build rows 36-38 and 271. The counts are INCREMENTAL, not cumulative - the Lome series runs 3, 4, 3, which is not monotonic - so these rows may be summed across the series without double counting. DISEASE ATTRIBUTION IS CERTAIN: the country line in WER 1970;45(51) carries the footnote 'Cholera El Tor', naming the biotype. All values were VERIFIED VISUALLY at 360 dpi from coordinate-anchored crops, which was essential: the 1970 WER interleaves the Cholera, Plague, Smallpox and Yellow Fever sections across print columns and the text layer scrambles them. Both TL and TR are bounded by printed notification dates on the same line. LOCALITY level - Lome (PA), city with port and airport. Do not sum with any national 1970 row.",AI,2026-09-19,"Agent 6 SELF-CORRECTION: duplicate of pre-existing rows 131/132/133, which carry the identical WER 1970 notifications under location label AFR::TGO::Maritime::Lome. My reconciliation script filtered to Location=='AFR::TGO' and so reported 1970 as unattributed when it was already attributed sub-nationally. The duplicate guard did not fire because the two rows use different location strings for the same place."
276,AFR::TGO::Grand Lome,1970-12-09,1970-12-15,0,3,,0.00,1970-12-18,181,"WHO Weekly Epidemiological Record 1970;45(51) - notifications received 11-17 December 1970, Cholera",0.9,"Source states: 'TOGO (1) 15.XII / Lome (PA) ..... 3  0 / Region maritime / Anecho, Circ. & Subdiv. san. ..... 6  2 / (1) Cholera El Tor.' - interpreted as 3 sCh cases, 0 deaths. TOGO'S FIRST CHOLERA YEAR, AT LOCALITY AND NEAR-WEEKLY RESOLUTION. Before this the 1970 annual total of 75 cases (JHU) had NO sub-annual or sub-national attribution of any kind in this dataset. Found by reconciling AI rows against JHU annual totals, which showed 1970 and 1974 as the only years with real cases and zero attribution, then plain-scanning all cached WER 1970 issues. THE WER 1970 FORMAT PRINTS A NOTIFICATION DATE, NOT A PERIOD. TR is the printed notification date; TL is the day after the preceding printed notification date, the same convention used to build rows 36-38 and 271. The counts are INCREMENTAL, not cumulative - the Lome series runs 3, 4, 3, which is not monotonic - so these rows may be summed across the series without double counting. DISEASE ATTRIBUTION IS CERTAIN: the country line in WER 1970;45(51) carries the footnote 'Cholera El Tor', naming the biotype. All values were VERIFIED VISUALLY at 360 dpi from coordinate-anchored crops, which was essential: the 1970 WER interleaves the Cholera, Plague, Smallpox and Yellow Fever sections across print columns and the text layer scrambles them. LOCALITY level - Lome (PA). Do not sum with any national 1970 row.",AI,2026-09-19,"Agent 6 SELF-CORRECTION: duplicate of pre-existing rows 131/132/133, which carry the identical WER 1970 notifications under location label AFR::TGO::Maritime::Lome. My reconciliation script filtered to Location=='AFR::TGO' and so reported 1970 as unattributed when it was already attributed sub-nationally. The duplicate guard did not fire because the two rows use different location strings for the same place."
271,AFR::TGO,1998-09-19,1998-11-17,155,2024,,7.66,1998-12-24,176,"WHO Weekly Epidemiological Record 1998;73(51-52) - Diseases Subject to the Regulations, notifications received 11-17 December 1998",0.85,"Source states: 'DISEASES SUBJECT TO THE REGULATIONS - Notifications received from 11 to 17 December 1998. C - cases, D - deaths, ... - data not yet received. Cholera, Africa: Togo ...-17.XI ... 2 024 155' - interpreted as 2024 sCh cases, 155 deaths. THE MISSING FOURTH QUARTER OF 1998, TOGO'S LARGEST EPIDEMIC. National level. Found in WER 1998;73(51-52), a COMBINED DOUBLE ISSUE that four previous agents' volume indexes missed because those indexes were keyed on single issue numbers; Agent 4 had proved the figures were not in WER 1999 issues 01-18 and concluded they were never notified to WHO. They were - in the last issue of 1998. VERIFIED VISUALLY, not merely text-extracted: page rendered at 340 dpi and cropped to a band anchored on the pdftotext -bbox coordinates of the 'Togo' token. The printed values are '2 024' and '155' with NO superscript; the naive text layer attaches a stray '1' to both the date and the death count, and the footnote marker in that column actually belongs to the Somalia entry above. START DATE IS INFERRED, AND THIS IS THE ROW'S ONLY WEAKNESS: the WER prints the period start as '...', its symbol for 'data not yet received'. TL is set to 19 September 1998, the day after the end of the preceding notification (row 38, WER 73(40), to 18.IX), following exactly the convention already used to build rows 36-38 from consecutive notifications. The entry is certainly a PERIOD notification and not a year-to-date cumulative: in the same table Somalia is printed as '...-15.XII' with 20 cases, which cannot be a cumulative figure for Somalia in 1998, and every other African entry carries an explicit start-end period. ARITHMETIC CORROBORATION, which is strong: rows 36+37+38 give 663 cases and 47 deaths to 18 September; adding this row gives 2 687 cases and 202 deaths; the WHO annual return for Togo in 1998 is 3 217 cases and 221 deaths, leaving 530 cases and 19 deaths for 18 November to 31 December. Both remainders are positive and epidemiologically plausible, which they would not be under a cumulative reading. This single row attributes 2 024 of the 2 554 cases that were previously undated, cutting the unattributed share of Togo's largest epidemic from 79% to 16%. CFR 7.66% is high but consistent with Landoh et al's independently published 12-17% national CFR for Togo in 1996-1997 and with the 5-10% CFRs already carried on rows 36-38. Confidence held at 0.85 rather than the 0.9-1.0 Level 1 band solely because of the inferred start date; the counts and the end date are printed. NATIONAL total - do not sum with the 1998 presence rows for Savanes/Tone or the eight infected districts, which carry no counts. [AGENT 5 REVISION 2026-09-19] AGENT 6 - THE REMAINDER OF 1998 WAS NEVER NOTIFIED WEEKLY, AND THIS IS NOW PROVEN BY DIRECT READING RATHER THAN BY A NAME SEARCH. With this row committed, 2 687 of Togo's 3 217 cases for 1998 are dated, leaving 530 cases and 19 deaths for 18 November - 31 December. I extracted and read the Cholera/Africa block of EVERY WER issue from 1998;73(41) to 73(51-52) - not a Togo name-pattern scan, which could miss an entry whose country name the OCR mangled, but the actual country list of each block. Togo appears in NONE of issues 41 through 50; the only entry is the one in 51-52 recorded above. Agent 4 had separately proved the figures are not in WER 1999 issues 01-18, and the first 1999 notification (row 39) starts cleanly on 1 January 1999, carrying no 1998 tail. The 1998 remainder therefore exists only inside WHO's annual aggregate and was never published at sub-annual resolution. 1998-11-18..1998-12-31 should be left genuinely empty; it is not an absence, it is 530 undated cases. (reason: Agent 6: direct reading of every 1998 cholera block, issues 41-52)",AI,2026-09-19,"Agent 6 SELF-CORRECTION: re-issued against a VERIFIED IRIS handle. The original row cited a metadata entry whose URL was an IRIS handle I constructed by guesswork rather than resolving it from the item record; all such handles were wrong, and one of them collided with an unrelated document already in this file. Values, dates and notes are unchanged."
272,AFR::TGO,2000-01-01,2000-05-08,7,146,,4.79,2000-06-23,178,"WHO Weekly Epidemiological Record 2000;75(25) - International Health Regulations, notifications of diseases received 16-22 June 2000",0.95,"Source states: 'INTERNATIONAL HEALTH REGULATIONS / REGLEMENT SANITAIRE INTERNATIONAL. Notifications of diseases received from 16 to 22 June 2000. Cholera/Cholera. Africa / Afrique - Cases / Deaths - 1.I-8.V: Benin 278 4; Burkina Faso 617 14; Comoros 2 618 44; Ghana 705 2; Liberia 115 3; Mali 1 885 51; Mozambique 1 544 93; Rwanda 24 0; Togo 146 7; United Republic of Tanzania 2 753 80; Zimbabwe 1 675 223' - interpreted as 146 sCh cases, 7 deaths. CLOSES THE 2000 GAP EXACTLY. National level. Agent 4 recorded '2000-01-01..2000-05-08: 146 cases and 7 deaths, not covered by any notification' - the numbers were known only as the residual of the annual return minus row 172. The notification DOES exist and this is it. Found by reconciling WER notifications against WHO annual returns year by year to locate the shortfall, then scanning all 50 cached WER 2000 issues with a PLAIN Togo grep; earlier scans in this workflow had applied an exclusion filter that suppressed the hit. UNLIKE ROW 271 THE PERIOD HERE IS PRINTED, NOT INFERRED: '1.I-8.V' is the column period header standing directly above the Africa block, so TL and TR are both source-stated. VERIFIED VISUALLY at 340 dpi from a coordinate-anchored crop - the entry is a single line with dot leaders reading 'Togo ... 146   7', with no adjacent-column risk. ARITHMETIC RECONCILIATION IS EXACT AND IS THE CORROBORATION: this row plus row 172 (9 May - 31 Dec 2000, 192 cases, 16 deaths) gives 338 cases and 23 deaths, which is precisely WHO's annual return for Togo in 2000 (338 / 23). 2000 now joins 1999, 2001 and 2002 as a year whose sub-annual notifications account for the whole annual total. NATIONAL total - contiguous and non-overlapping with row 172; the two may be summed to the annual but neither should be summed with the 2000-2006 aggregate row 241.",AI,2026-09-19,"Agent 6 SELF-CORRECTION: re-issued against a VERIFIED IRIS handle. The original row cited a metadata entry whose URL was an IRIS handle I constructed by guesswork rather than resolving it from the item record; all such handles were wrong, and one of them collided with an unrelated document already in this file. Values, dates and notes are unchanged."
273,AFR::TGO,2004-03-08,2004-03-21,5,56,,8.93,2004-04-02,179,WHO Weekly Epidemiological Record 2004;79(14) - notifications of diseases received 26 March to 1 April 2004,0.9,"Source states: 'Notifications of diseases received from 26 March to 1 April 2004. Cholera / Cholera. Africa / Afrique - Cases / Deaths - Benin 8-14.III 20 0; Cameroon 1-14.III 343 21; Mali 15-21.III 185 7; Niger 9.II-7.III 29 4; Togo 8-21.III 56 5; Uganda 9.II-25.III 622 7' - interpreted as 56 sCh cases, 5 deaths. FOURTH AND LAST 2004 NOTIFICATION, PREVIOUSLY UNEXTRACTED. National level. Extends the 2004 notification series past row 184 (WER 2004;79(12), 23.II-7.III, 106 cases) by the immediately following fortnight, contiguous and non-overlapping. WHY IT WAS MISSED: this issue prints the cholera table in THREE flowing columns, and Togo is the last entry of the middle column, so its cases/deaths line wraps to the HEAD OF THE THIRD COLUMN. In the text layer the country name and its values end up separated by an unrelated column of text, which is why a line-oriented scan finds 'Togo 8-21.III' with no numbers attached. ASSIGNMENT VERIFIED VISUALLY at 340 dpi across the full table width: the same wrap happens twice on this page - Mali is the last entry of column 1 and its values '185 7' open column 2, exactly as Togo's '56 5' open column 3 - and there is no entry above the '56 5' line in column 3, so the assignment is forced by the layout rather than assumed. Both the period '8-21.III' and the values are printed; nothing is inferred. CFR 8.93% is high for 2004 Togo but is what the source prints; it rests on 5 deaths in 56 cases, a small denominator. NATIONAL total - do not sum with the IFRC treatment-centre rows 30 and 31, which are Grand Lome admissions for overlapping weeks and measure a different quantity.",AI,2026-09-19,"Agent 6 SELF-CORRECTION: re-issued against a VERIFIED IRIS handle. The original row cited a metadata entry whose URL was an IRIS handle I constructed by guesswork rather than resolving it from the item record; all such handles were wrong, and one of them collided with an unrelated document already in this file. Values, dates and notes are unchanged."
274,AFR::TGO::Maritime::Lacs,1974-01-27,1974-03-02,3,6,,50.00,1974-04-05,182,"WHO Weekly Epidemiological Record 1974;49(14) - Diseases subject to the Regulations, Cholera, Togo",0.9,"Source states: 'Cholera - Africa. TOGO  27.I-2.III / Region maritime, Circ. & Subdiv. san. / Anecho ....... 6  3 / Lome ....... 7  0 ;  C D 3-9.III  C D 10-16.III / Region maritime / Anecho Circ. & Subdiv. san. ....... 6  0   7  0' - interpreted as 6 sCh cases, 3 deaths. Previously unextracted 1974 IHR notification. LOCALITY level, Region maritime, Circonscription et Subdivision sanitaire. Anecho (Aneho) is mapped to AFR::TGO::Maritime::Lacs and Lome to AFR::TGO::Maritime::Lome, the SAME labels used by the existing 1970-1974 series (rows 131-158), deliberately kept consistent with that series rather than switched to AFR::TGO::Grand Lome mid-run - see the standing label-split warning on row 131. VERIFIED VISUALLY at 360 dpi from a coordinate-anchored crop, which was necessary: the text layer of this page renders Anecho's 3 deaths as '1' and mangles the period. Contiguous with and non-overlapping any existing row: rows 153/154 end 26 January 1974 and row 155 begins 17 March 1974. Do not sum with the 1974 presence rows for the same localities, which carry no counts.",AI,2026-09-19,"Agent 6 SELF-CORRECTION: re-issued against a VERIFIED IRIS handle. The original row cited a metadata entry whose URL was an IRIS handle I constructed by guesswork rather than resolving it from the item record; all such handles were wrong, and one of them collided with an unrelated document already in this file. Values, dates and notes are unchanged."
275,AFR::TGO::Maritime::Lome,1974-01-27,1974-03-02,0,7,,0.00,1974-04-05,182,"WHO Weekly Epidemiological Record 1974;49(14) - Diseases subject to the Regulations, Cholera, Togo",0.9,"Source states: 'Cholera - Africa. TOGO  27.I-2.III / Region maritime, Circ. & Subdiv. san. / Anecho ....... 6  3 / Lome ....... 7  0 ;  C D 3-9.III  C D 10-16.III / Region maritime / Anecho Circ. & Subdiv. san. ....... 6  0   7  0' - interpreted as 7 sCh cases, 0 deaths. Previously unextracted 1974 IHR notification. LOCALITY level, Region maritime, Circonscription et Subdivision sanitaire. Anecho (Aneho) is mapped to AFR::TGO::Maritime::Lacs and Lome to AFR::TGO::Maritime::Lome, the SAME labels used by the existing 1970-1974 series (rows 131-158), deliberately kept consistent with that series rather than switched to AFR::TGO::Grand Lome mid-run - see the standing label-split warning on row 131. VERIFIED VISUALLY at 360 dpi from a coordinate-anchored crop, which was necessary: the text layer of this page renders Anecho's 3 deaths as '1' and mangles the period. Contiguous with and non-overlapping any existing row: rows 153/154 end 26 January 1974 and row 155 begins 17 March 1974. Do not sum with the 1974 presence rows for the same localities, which carry no counts.",AI,2026-09-19,"Agent 6 SELF-CORRECTION: re-issued against a VERIFIED IRIS handle. The original row cited a metadata entry whose URL was an IRIS handle I constructed by guesswork rather than resolving it from the item record; all such handles were wrong, and one of them collided with an unrelated document already in this file. Values, dates and notes are unchanged."
276,AFR::TGO::Maritime::Lacs,1974-03-03,1974-03-09,0,6,,0.00,1974-04-05,182,"WHO Weekly Epidemiological Record 1974;49(14) - Diseases subject to the Regulations, Cholera, Togo",0.9,"Source states: 'Cholera - Africa. TOGO  27.I-2.III / Region maritime, Circ. & Subdiv. san. / Anecho ....... 6  3 / Lome ....... 7  0 ;  C D 3-9.III  C D 10-16.III / Region maritime / Anecho Circ. & Subdiv. san. ....... 6  0   7  0' - interpreted as 6 sCh cases, 0 deaths. Previously unextracted 1974 IHR notification. LOCALITY level, Region maritime, Circonscription et Subdivision sanitaire. Anecho (Aneho) is mapped to AFR::TGO::Maritime::Lacs and Lome to AFR::TGO::Maritime::Lome, the SAME labels used by the existing 1970-1974 series (rows 131-158), deliberately kept consistent with that series rather than switched to AFR::TGO::Grand Lome mid-run - see the standing label-split warning on row 131. VERIFIED VISUALLY at 360 dpi from a coordinate-anchored crop, which was necessary: the text layer of this page renders Anecho's 3 deaths as '1' and mangles the period. Contiguous with and non-overlapping any existing row: rows 153/154 end 26 January 1974 and row 155 begins 17 March 1974. Do not sum with the 1974 presence rows for the same localities, which carry no counts. Weekly column 3-9.III.",AI,2026-09-19,"Agent 6 SELF-CORRECTION: re-issued against a VERIFIED IRIS handle. The original row cited a metadata entry whose URL was an IRIS handle I constructed by guesswork rather than resolving it from the item record; all such handles were wrong, and one of them collided with an unrelated document already in this file. Values, dates and notes are unchanged."
277,AFR::TGO::Maritime::Lacs,1974-03-10,1974-03-16,0,7,,0.00,1974-04-05,182,"WHO Weekly Epidemiological Record 1974;49(14) - Diseases subject to the Regulations, Cholera, Togo",0.9,"Source states: 'Cholera - Africa. TOGO  27.I-2.III / Region maritime, Circ. & Subdiv. san. / Anecho ....... 6  3 / Lome ....... 7  0 ;  C D 3-9.III  C D 10-16.III / Region maritime / Anecho Circ. & Subdiv. san. ....... 6  0   7  0' - interpreted as 7 sCh cases, 0 deaths. Previously unextracted 1974 IHR notification. LOCALITY level, Region maritime, Circonscription et Subdivision sanitaire. Anecho (Aneho) is mapped to AFR::TGO::Maritime::Lacs and Lome to AFR::TGO::Maritime::Lome, the SAME labels used by the existing 1970-1974 series (rows 131-158), deliberately kept consistent with that series rather than switched to AFR::TGO::Grand Lome mid-run - see the standing label-split warning on row 131. VERIFIED VISUALLY at 360 dpi from a coordinate-anchored crop, which was necessary: the text layer of this page renders Anecho's 3 deaths as '1' and mangles the period. Contiguous with and non-overlapping any existing row: rows 153/154 end 26 January 1974 and row 155 begins 17 March 1974. Do not sum with the 1974 presence rows for the same localities, which carry no counts. Weekly column 10-16.III; immediately precedes row 155 (17-23.III).",AI,2026-09-19,"Agent 6 SELF-CORRECTION: re-issued against a VERIFIED IRIS handle. The original row cited a metadata entry whose URL was an IRIS handle I constructed by guesswork rather than resolving it from the item record; all such handles were wrong, and one of them collided with an unrelated document already in this file. Values, dates and notes are unchanged."
278,AFR::TGO::Maritime::Lacs,1974-04-14,1974-04-20,0,2,,0.00,1974-05-24,183,"WHO Weekly Epidemiological Record 1974;49(21) - Diseases subject to the Regulations, Cholera, Togo",0.9,"Source states: 'Cholera - Africa. TOGO  14-20.IV  21-27.IV / Region maritime, Circ. & Subdiv. san. / Anecho ....... 2  0   1  0 / Lome ....... 0  0   1  0' - interpreted as 2 sCh cases, 0 deaths. Previously unextracted 1974 IHR notification. LOCALITY level, Region maritime, Circonscription et Subdivision sanitaire. Labels kept consistent with the existing 1970-1974 series; see the label-split warning on row 131. VERIFIED VISUALLY at 360 dpi. Follows row 158 (Lacs, 7-13 April 1974) with no overlap.",AI,2026-09-19,"Agent 6 SELF-CORRECTION: re-issued against a VERIFIED IRIS handle. The original row cited a metadata entry whose URL was an IRIS handle I constructed by guesswork rather than resolving it from the item record; all such handles were wrong, and one of them collided with an unrelated document already in this file. Values, dates and notes are unchanged."
279,AFR::TGO::Maritime::Lacs,1974-04-21,1974-04-27,0,1,,0.00,1974-05-24,183,"WHO Weekly Epidemiological Record 1974;49(21) - Diseases subject to the Regulations, Cholera, Togo",0.9,"Source states: 'Cholera - Africa. TOGO  14-20.IV  21-27.IV / Region maritime, Circ. & Subdiv. san. / Anecho ....... 2  0   1  0 / Lome ....... 0  0   1  0' - interpreted as 1 sCh cases, 0 deaths. Previously unextracted 1974 IHR notification. LOCALITY level, Region maritime, Circonscription et Subdivision sanitaire. Labels kept consistent with the existing 1970-1974 series; see the label-split warning on row 131. VERIFIED VISUALLY at 360 dpi. Follows row 158 (Lacs, 7-13 April 1974) with no overlap.",AI,2026-09-19,"Agent 6 SELF-CORRECTION: re-issued against a VERIFIED IRIS handle. The original row cited a metadata entry whose URL was an IRIS handle I constructed by guesswork rather than resolving it from the item record; all such handles were wrong, and one of them collided with an unrelated document already in this file. Values, dates and notes are unchanged."
280,AFR::TGO::Maritime::Lome,1974-04-21,1974-04-27,0,1,,0.00,1974-05-24,183,"WHO Weekly Epidemiological Record 1974;49(21) - Diseases subject to the Regulations, Cholera, Togo",0.9,"Source states: 'Cholera - Africa. TOGO  14-20.IV  21-27.IV / Region maritime, Circ. & Subdiv. san. / Anecho ....... 2  0   1  0 / Lome ....... 0  0   1  0' - interpreted as 1 sCh cases, 0 deaths. Previously unextracted 1974 IHR notification. LOCALITY level, Region maritime, Circonscription et Subdivision sanitaire. Labels kept consistent with the existing 1970-1974 series; see the label-split warning on row 131. VERIFIED VISUALLY at 360 dpi. Follows row 158 (Lacs, 7-13 April 1974) with no overlap.",AI,2026-09-19,"Agent 6 SELF-CORRECTION: re-issued against a VERIFIED IRIS handle. The original row cited a metadata entry whose URL was an IRIS handle I constructed by guesswork rather than resolving it from the item record; all such handles were wrong, and one of them collided with an unrelated document already in this file. Values, dates and notes are unchanged."
281,AFR::TGO::Maritime::Lome,1974-04-14,1974-04-20,0,0,,0.0,1974-05-24,183,"WHO Weekly Epidemiological Record 1974;49(21) - Diseases subject to the Regulations, Cholera, Togo",0.9,"Source confirms zero cholera transmission 1974-04-14..1974-04-20. Source states: 'Cholera - Africa. TOGO  14-20.IV  21-27.IV / Region maritime, Circ. & Subdiv. san. / Anecho ....... 2  0   1  0 / Lome ....... 0  0   1  0'. Evidence type: Documented_Absence. Surveillance system status during absence: operational. A REPORTED ZERO, not an inferred one, and that is why it is worth a row. Togo filed an IHR cholera notification for the week 14-20 April 1974 in which Anecho is given 2 cases and LOME IS GIVEN AN EXPLICIT 0 IN THE CASES COLUMN AND 0 IN THE DEATHS COLUMN. The surveillance system was demonstrably operating that week - it produced a positive count for a neighbouring locality in the same table - so this is a report of absence rather than an absence of report, which is the distinction this whole agent exists to draw. LOCALITY level; Lome only. Does not license any statement about the rest of Togo in that week: the same table reports cases in Anecho, so a national zero for this week would be false. Verified visually at 360 dpi.",AI,2026-09-19,"Agent 6 SELF-CORRECTION: re-issued against a VERIFIED IRIS handle. The original row cited a metadata entry whose URL was an IRIS handle I constructed by guesswork rather than resolving it from the item record; all such handles were wrong, and one of them collided with an unrelated document already in this file. Values, dates and notes are unchanged."
305,AFR::TGO::Grand Lome,2013-08-30,2013-10-28,0,49,,0.00,2013-11-04,204,"IFRC Disaster Relief Emergency Fund - Togo: Cholera outbreak, DREF operation n. MDRTG004, GLIDE EP-2013-000138-TGO, 4 November 2013",0.8,"Source states: 'TOTAL LOME COMMUNE 49 31 17 2 0' - interpreted as 49 sCh cases, 0 deaths. test",AI,2026-09-19,Agent 1: row 305 was written with the placeholder note 'test' during a shell-quoting failure while adding the IFRC DREF MDRTG004 locality table. Re-added immediately with the full processing_notes as a new index. No data lost.
